model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.0015,0.05,0,7,0.671119530260414,3.735576923076923,0.6,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,0.0015,0.05,0,8,0.7857843384648044,3.352440828402367,0.5072463768115942,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.0015,0.05,0,9,0.5263776335826541,3.352440828402367,0.5072463768115942,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,0.0015,0.05,1,2,0.6139647694958029,3.256656804733728,0.4857142857142857,2.3946005917159763,0.3164556962025316
LSPIN,lspin_tf,0.0015,0.05,1,3,0.5086992506509468,2.9693047337278107,0.4246575342465753,1.532544378698225,0.1818181818181818
LSPIN,lspin_tf,0.0015,0.05,1,4,0.4115591207251546,3.1608727810650885,0.4647887323943662,0.6704881656804733,0.0721649484536082
LSPIN,lspin_tf,0.0015,0.05,1,5,0.6271053020777582,2.586168639053254,0.3506493506493506,1.915680473372781,0.238095238095238
LSPIN,lspin_tf,0.0015,0.05,1,6,0.541810413416665,3.0650887573964494,0.4444444444444444,2.3946005917159763,0.3164556962025316
LSPIN,lspin_tf,0.0015,0.05,1,7,0.557504019723199,2.8735207100591715,0.4054054054054054,1.532544378698225,0.1818181818181818
LSPIN,lspin_tf,0.0015,0.05,1,8,0.6448492238588178,2.7777366863905324,0.3866666666666666,2.203032544378698,0.2839506172839506
LSPIN,lspin_tf,0.0015,0.05,1,9,0.552472402902435,3.352440828402367,0.5072463768115942,0.9578402366863904,0.1063829787234042
