histology,n_test,cindex,global_cfg_idx,model_family,predictor,lambda_sparse,lambda_sample_smooth,seed
infiltratinglobularcarcinoma,60,0.4338624338624338,7,LSPIN,mlp,0.021,0.0,70130
other,23,0.3513513513513513,7,LSPIN,mlp,0.021,0.0,70130
infiltratingductalcarcinoma,220,0.5806873977086743,11,LSPIN,mlp,0.007,0.1,110123
infiltratinglobularcarcinoma,60,0.4761904761904761,11,LSPIN,mlp,0.007,0.1,110123
other,23,0.5405405405405406,11,LSPIN,mlp,0.007,0.1,110123
infiltratingductalcarcinoma,220,0.6206219312602291,11,LSPIN,mlp,0.007,0.1,110124
infiltratinglobularcarcinoma,60,0.5396825396825397,11,LSPIN,mlp,0.007,0.1,110124
other,23,0.7567567567567568,11,LSPIN,mlp,0.007,0.1,110124
infiltratingductalcarcinoma,220,0.5381342062193126,11,LSPIN,mlp,0.007,0.1,110125
infiltratinglobularcarcinoma,60,0.5714285714285714,11,LSPIN,mlp,0.007,0.1,110125
other,23,0.5405405405405406,11,LSPIN,mlp,0.007,0.1,110125
infiltratingductalcarcinoma,220,0.5747954173486088,11,LSPIN,mlp,0.007,0.1,110126
infiltratinglobularcarcinoma,60,0.6243386243386243,11,LSPIN,mlp,0.007,0.1,110126
other,23,0.5405405405405406,11,LSPIN,mlp,0.007,0.1,110126
infiltratingductalcarcinoma,220,0.646481178396072,11,LSPIN,mlp,0.007,0.1,110127
infiltratinglobularcarcinoma,60,0.5396825396825397,11,LSPIN,mlp,0.007,0.1,110127
other,23,0.4324324324324324,11,LSPIN,mlp,0.007,0.1,110127
infiltratingductalcarcinoma,220,0.6618657937806874,11,LSPIN,mlp,0.007,0.1,110128
infiltratinglobularcarcinoma,60,0.6190476190476191,11,LSPIN,mlp,0.007,0.1,110128
other,23,0.4864864864864865,11,LSPIN,mlp,0.007,0.1,110128
infiltratingductalcarcinoma,220,0.6284779050736498,11,LSPIN,mlp,0.007,0.1,110129
infiltratinglobularcarcinoma,60,0.492063492063492,11,LSPIN,mlp,0.007,0.1,110129
other,23,0.4594594594594595,11,LSPIN,mlp,0.007,0.1,110129
infiltratingductalcarcinoma,220,0.6955810147299509,11,LSPIN,mlp,0.007,0.1,110130
infiltratinglobularcarcinoma,60,0.6772486772486772,11,LSPIN,mlp,0.007,0.1,110130
other,23,0.5945945945945946,11,LSPIN,mlp,0.007,0.1,110130
infiltratingductalcarcinoma,220,0.6294599018003273,15,LSPIN,mlp,0.021,0.1,150123
infiltratinglobularcarcinoma,60,0.5555555555555556,15,LSPIN,mlp,0.021,0.1,150123
other,23,0.5135135135135135,15,LSPIN,mlp,0.021,0.1,150123
infiltratingductalcarcinoma,220,0.5119476268412438,15,LSPIN,mlp,0.021,0.1,150124
infiltratinglobularcarcinoma,60,0.4814814814814814,15,LSPIN,mlp,0.021,0.1,150124
other,23,0.6756756756756757,15,LSPIN,mlp,0.021,0.1,150124
infiltratingductalcarcinoma,220,0.6366612111292962,15,LSPIN,mlp,0.021,0.1,150125
infiltratinglobularcarcinoma,60,0.6507936507936508,15,LSPIN,mlp,0.021,0.1,150125
other,23,0.5675675675675675,15,LSPIN,mlp,0.021,0.1,150125
infiltratingductalcarcinoma,220,0.7296235679214402,15,LSPIN,mlp,0.021,0.1,150126
infiltratinglobularcarcinoma,60,0.3809523809523809,15,LSPIN,mlp,0.021,0.1,150126
other,23,0.5405405405405406,15,LSPIN,mlp,0.021,0.1,150126
infiltratingductalcarcinoma,220,0.5633387888707038,15,LSPIN,mlp,0.021,0.1,150127
infiltratinglobularcarcinoma,60,0.6031746031746031,15,LSPIN,mlp,0.021,0.1,150127
other,23,0.4054054054054054,15,LSPIN,mlp,0.021,0.1,150127
infiltratingductalcarcinoma,220,0.5070376432078559,15,LSPIN,mlp,0.021,0.1,150128
infiltratinglobularcarcinoma,60,0.492063492063492,15,LSPIN,mlp,0.021,0.1,150128
other,23,0.4594594594594595,15,LSPIN,mlp,0.021,0.1,150128
infiltratingductalcarcinoma,220,0.6317512274959084,15,LSPIN,mlp,0.021,0.1,150129
infiltratinglobularcarcinoma,60,0.656084656084656,15,LSPIN,mlp,0.021,0.1,150129
other,23,0.5945945945945946,15,LSPIN,mlp,0.021,0.1,150129
infiltratingductalcarcinoma,220,0.5738134206219313,15,LSPIN,mlp,0.021,0.1,150130
infiltratinglobularcarcinoma,60,0.7248677248677249,15,LSPIN,mlp,0.021,0.1,150130
other,23,0.4864864864864865,15,LSPIN,mlp,0.021,0.1,150130
infiltratingductalcarcinoma,220,0.6055646481178396,19,LSPIN,mlp,0.007,0.2,190123
infiltratinglobularcarcinoma,60,0.5132275132275133,19,LSPIN,mlp,0.007,0.2,190123
other,23,0.6216216216216216,19,LSPIN,mlp,0.007,0.2,190123
infiltratingductalcarcinoma,220,0.6707037643207856,19,LSPIN,mlp,0.007,0.2,190124
infiltratinglobularcarcinoma,60,0.4232804232804232,19,LSPIN,mlp,0.007,0.2,190124
other,23,0.6216216216216216,19,LSPIN,mlp,0.007,0.2,190124
infiltratingductalcarcinoma,220,0.5492635024549918,19,LSPIN,mlp,0.007,0.2,190125
infiltratinglobularcarcinoma,60,0.5555555555555556,19,LSPIN,mlp,0.007,0.2,190125
other,23,0.5405405405405406,19,LSPIN,mlp,0.007,0.2,190125
infiltratingductalcarcinoma,220,0.648772504091653,19,LSPIN,mlp,0.007,0.2,190126
infiltratinglobularcarcinoma,60,0.5343915343915344,19,LSPIN,mlp,0.007,0.2,190126
other,23,0.5675675675675675,19,LSPIN,mlp,0.007,0.2,190126
infiltratingductalcarcinoma,220,0.6801963993453355,19,LSPIN,mlp,0.007,0.2,190127
infiltratinglobularcarcinoma,60,0.671957671957672,19,LSPIN,mlp,0.007,0.2,190127
other,23,0.5675675675675675,19,LSPIN,mlp,0.007,0.2,190127
infiltratingductalcarcinoma,220,0.6294599018003273,19,LSPIN,mlp,0.007,0.2,190128
infiltratinglobularcarcinoma,60,0.5396825396825397,19,LSPIN,mlp,0.007,0.2,190128
other,23,0.5945945945945946,19,LSPIN,mlp,0.007,0.2,190128
infiltratingductalcarcinoma,220,0.6075286415711948,19,LSPIN,mlp,0.007,0.2,190129
infiltratinglobularcarcinoma,60,0.5238095238095238,19,LSPIN,mlp,0.007,0.2,190129
other,23,0.5675675675675675,19,LSPIN,mlp,0.007,0.2,190129
infiltratingductalcarcinoma,220,0.5757774140752864,19,LSPIN,mlp,0.007,0.2,190130
infiltratinglobularcarcinoma,60,0.6296296296296297,19,LSPIN,mlp,0.007,0.2,190130
other,23,0.6216216216216216,19,LSPIN,mlp,0.007,0.2,190130
infiltratingductalcarcinoma,220,0.5777414075286416,23,LSPIN,mlp,0.021,0.2,230123
infiltratinglobularcarcinoma,60,0.6349206349206349,23,LSPIN,mlp,0.021,0.2,230123
other,23,0.5945945945945946,23,LSPIN,mlp,0.021,0.2,230123
infiltratingductalcarcinoma,220,0.6507364975450082,23,LSPIN,mlp,0.021,0.2,230124
infiltratinglobularcarcinoma,60,0.5396825396825397,23,LSPIN,mlp,0.021,0.2,230124
other,23,0.4324324324324324,23,LSPIN,mlp,0.021,0.2,230124
infiltratingductalcarcinoma,220,0.5787234042553191,23,LSPIN,mlp,0.021,0.2,230125
infiltratinglobularcarcinoma,60,0.5291005291005291,23,LSPIN,mlp,0.021,0.2,230125
other,23,0.6486486486486487,23,LSPIN,mlp,0.021,0.2,230125
infiltratingductalcarcinoma,220,0.5273322422258593,23,LSPIN,mlp,0.021,0.2,230126
infiltratinglobularcarcinoma,60,0.4973544973544973,23,LSPIN,mlp,0.021,0.2,230126
other,23,0.7297297297297297,23,LSPIN,mlp,0.021,0.2,230126
infiltratingductalcarcinoma,220,0.6468085106382979,23,LSPIN,mlp,0.021,0.2,230127
infiltratinglobularcarcinoma,60,0.8042328042328042,23,LSPIN,mlp,0.021,0.2,230127
other,23,0.4864864864864865,23,LSPIN,mlp,0.021,0.2,230127
infiltratingductalcarcinoma,220,0.5404255319148936,23,LSPIN,mlp,0.021,0.2,230128
infiltratinglobularcarcinoma,60,0.6455026455026455,23,LSPIN,mlp,0.021,0.2,230128
other,23,0.4594594594594595,23,LSPIN,mlp,0.021,0.2,230128
infiltratingductalcarcinoma,220,0.6490998363338789,23,LSPIN,mlp,0.021,0.2,230129
infiltratinglobularcarcinoma,60,0.5396825396825397,23,LSPIN,mlp,0.021,0.2,230129
other,23,0.4594594594594595,23,LSPIN,mlp,0.021,0.2,230129
infiltratingductalcarcinoma,220,0.5590834697217676,23,LSPIN,mlp,0.021,0.2,230130
infiltratinglobularcarcinoma,60,0.4338624338624338,23,LSPIN,mlp,0.021,0.2,230130
other,23,0.5945945945945946,23,LSPIN,mlp,0.021,0.2,230130
infiltratingductalcarcinoma,220,0.5783960720130933,27,LSPIN,mlp,0.007,0.4,270123
infiltratinglobularcarcinoma,60,0.455026455026455,27,LSPIN,mlp,0.007,0.4,270123
other,23,0.5675675675675675,27,LSPIN,mlp,0.007,0.4,270123
infiltratingductalcarcinoma,220,0.6045826513911621,27,LSPIN,mlp,0.007,0.4,270124
infiltratinglobularcarcinoma,60,0.6084656084656085,27,LSPIN,mlp,0.007,0.4,270124
other,23,0.5405405405405406,27,LSPIN,mlp,0.007,0.4,270124
infiltratingductalcarcinoma,220,0.5967266775777414,27,LSPIN,mlp,0.007,0.4,270125
infiltratinglobularcarcinoma,60,0.3809523809523809,27,LSPIN,mlp,0.007,0.4,270125
other,23,0.6216216216216216,27,LSPIN,mlp,0.007,0.4,270125
infiltratingductalcarcinoma,220,0.581342062193126,27,LSPIN,mlp,0.007,0.4,270126
infiltratinglobularcarcinoma,60,0.6613756613756614,27,LSPIN,mlp,0.007,0.4,270126
other,23,0.5675675675675675,27,LSPIN,mlp,0.007,0.4,270126
infiltratingductalcarcinoma,220,0.5456628477905073,27,LSPIN,mlp,0.007,0.4,270127
infiltratinglobularcarcinoma,60,0.6190476190476191,27,LSPIN,mlp,0.007,0.4,270127
other,23,0.6216216216216216,27,LSPIN,mlp,0.007,0.4,270127
infiltratingductalcarcinoma,220,0.662847790507365,27,LSPIN,mlp,0.007,0.4,270128
infiltratinglobularcarcinoma,60,0.5502645502645502,27,LSPIN,mlp,0.007,0.4,270128
other,23,0.7027027027027027,27,LSPIN,mlp,0.007,0.4,270128
infiltratingductalcarcinoma,220,0.6130932896890343,27,LSPIN,mlp,0.007,0.4,270129
infiltratinglobularcarcinoma,60,0.6296296296296297,27,LSPIN,mlp,0.007,0.4,270129
other,23,0.5945945945945946,27,LSPIN,mlp,0.007,0.4,270129
infiltratingductalcarcinoma,220,0.5757774140752864,27,LSPIN,mlp,0.007,0.4,270130
infiltratinglobularcarcinoma,60,0.4285714285714285,27,LSPIN,mlp,0.007,0.4,270130
other,23,0.5675675675675675,27,LSPIN,mlp,0.007,0.4,270130
infiltratingductalcarcinoma,220,0.6,31,LSPIN,mlp,0.021,0.4,310123
infiltratinglobularcarcinoma,60,0.5026455026455027,31,LSPIN,mlp,0.021,0.4,310123
other,23,0.5135135135135135,31,LSPIN,mlp,0.021,0.4,310123
infiltratingductalcarcinoma,220,0.5885433715220949,31,LSPIN,mlp,0.021,0.4,310124
infiltratinglobularcarcinoma,60,0.3121693121693121,31,LSPIN,mlp,0.021,0.4,310124
other,23,0.6216216216216216,31,LSPIN,mlp,0.021,0.4,310124
infiltratingductalcarcinoma,220,0.6337152209492635,31,LSPIN,mlp,0.021,0.4,310125
infiltratinglobularcarcinoma,60,0.5978835978835979,31,LSPIN,mlp,0.021,0.4,310125
other,23,0.4594594594594595,31,LSPIN,mlp,0.021,0.4,310125
infiltratingductalcarcinoma,220,0.5882160392798691,31,LSPIN,mlp,0.021,0.4,310126
infiltratinglobularcarcinoma,60,0.4497354497354497,31,LSPIN,mlp,0.021,0.4,310126
other,23,0.6216216216216216,31,LSPIN,mlp,0.021,0.4,310126
infiltratingductalcarcinoma,220,0.6572831423895253,31,LSPIN,mlp,0.021,0.4,310127
infiltratinglobularcarcinoma,60,0.6507936507936508,31,LSPIN,mlp,0.021,0.4,310127
other,23,0.3783783783783784,31,LSPIN,mlp,0.021,0.4,310127
infiltratingductalcarcinoma,220,0.579050736497545,31,LSPIN,mlp,0.021,0.4,310128
infiltratinglobularcarcinoma,60,0.5185185185185185,31,LSPIN,mlp,0.021,0.4,310128
other,23,0.5135135135135135,31,LSPIN,mlp,0.021,0.4,310128
infiltratingductalcarcinoma,220,0.6517184942716857,31,LSPIN,mlp,0.021,0.4,310129
infiltratinglobularcarcinoma,60,0.4867724867724867,31,LSPIN,mlp,0.021,0.4,310129
other,23,0.6486486486486487,31,LSPIN,mlp,0.021,0.4,310129
infiltratingductalcarcinoma,220,0.5538461538461539,31,LSPIN,mlp,0.021,0.4,310130
infiltratinglobularcarcinoma,60,0.5238095238095238,31,LSPIN,mlp,0.021,0.4,310130
other,23,0.5675675675675675,31,LSPIN,mlp,0.021,0.4,310130
infiltratingductalcarcinoma,220,0.593126022913257,35,LSPIN,mlp,0.007,0.0,350123
infiltratinglobularcarcinoma,60,0.5502645502645502,35,LSPIN,mlp,0.007,0.0,350123
other,23,0.5135135135135135,35,LSPIN,mlp,0.007,0.0,350123
infiltratingductalcarcinoma,220,0.6841243862520459,35,LSPIN,mlp,0.007,0.0,350124
infiltratinglobularcarcinoma,60,0.5502645502645502,35,LSPIN,mlp,0.007,0.0,350124
other,23,0.6486486486486487,35,LSPIN,mlp,0.007,0.0,350124
infiltratingductalcarcinoma,220,0.6405891980360066,35,LSPIN,mlp,0.007,0.0,350125
infiltratinglobularcarcinoma,60,0.582010582010582,35,LSPIN,mlp,0.007,0.0,350125
other,23,0.5945945945945946,35,LSPIN,mlp,0.007,0.0,350125
infiltratingductalcarcinoma,220,0.6448445171849427,35,LSPIN,mlp,0.007,0.0,350126
infiltratinglobularcarcinoma,60,0.6402116402116402,35,LSPIN,mlp,0.007,0.0,350126
other,23,0.4594594594594595,35,LSPIN,mlp,0.007,0.0,350126
infiltratingductalcarcinoma,220,0.6216039279869067,35,LSPIN,mlp,0.007,0.0,350127
infiltratinglobularcarcinoma,60,0.5661375661375662,35,LSPIN,mlp,0.007,0.0,350127
other,23,0.5945945945945946,35,LSPIN,mlp,0.007,0.0,350127
infiltratingductalcarcinoma,220,0.6828150572831424,35,LSPIN,mlp,0.007,0.0,350128
infiltratinglobularcarcinoma,60,0.5132275132275133,35,LSPIN,mlp,0.007,0.0,350128
other,23,0.2972972972972973,35,LSPIN,mlp,0.007,0.0,350128
infiltratingductalcarcinoma,220,0.6327332242225859,35,LSPIN,mlp,0.007,0.0,350129
infiltratinglobularcarcinoma,60,0.5608465608465608,35,LSPIN,mlp,0.007,0.0,350129
other,23,0.5135135135135135,35,LSPIN,mlp,0.007,0.0,350129
infiltratingductalcarcinoma,220,0.6373158756137479,35,LSPIN,mlp,0.007,0.0,350130
infiltratinglobularcarcinoma,60,0.5502645502645502,35,LSPIN,mlp,0.007,0.0,350130
other,23,0.6216216216216216,35,LSPIN,mlp,0.007,0.0,350130
infiltratingductalcarcinoma,220,0.6422258592471358,39,LSPIN,mlp,0.021,0.0,390123
infiltratinglobularcarcinoma,60,0.3703703703703703,39,LSPIN,mlp,0.021,0.0,390123
other,23,0.4594594594594595,39,LSPIN,mlp,0.021,0.0,390123
infiltratingductalcarcinoma,220,0.6363338788870704,39,LSPIN,mlp,0.021,0.0,390124
infiltratinglobularcarcinoma,60,0.4814814814814814,39,LSPIN,mlp,0.021,0.0,390124
other,23,0.1891891891891892,39,LSPIN,mlp,0.021,0.0,390124
infiltratingductalcarcinoma,220,0.5505728314238952,39,LSPIN,mlp,0.021,0.0,390125
infiltratinglobularcarcinoma,60,0.4656084656084656,39,LSPIN,mlp,0.021,0.0,390125
other,23,0.3783783783783784,39,LSPIN,mlp,0.021,0.0,390125
infiltratingductalcarcinoma,220,0.565302782324059,39,LSPIN,mlp,0.021,0.0,390126
infiltratinglobularcarcinoma,60,0.5661375661375662,39,LSPIN,mlp,0.021,0.0,390126
other,23,0.4864864864864865,39,LSPIN,mlp,0.021,0.0,390126
infiltratingductalcarcinoma,220,0.6052373158756138,39,LSPIN,mlp,0.021,0.0,390127
infiltratinglobularcarcinoma,60,0.5238095238095238,39,LSPIN,mlp,0.021,0.0,390127
other,23,0.4594594594594595,39,LSPIN,mlp,0.021,0.0,390127
infiltratingductalcarcinoma,220,0.6641571194762684,39,LSPIN,mlp,0.021,0.0,390128
infiltratinglobularcarcinoma,60,0.5132275132275133,39,LSPIN,mlp,0.021,0.0,390128
other,23,0.5135135135135135,39,LSPIN,mlp,0.021,0.0,390128
infiltratingductalcarcinoma,220,0.6399345335515548,39,LSPIN,mlp,0.021,0.0,390129
infiltratinglobularcarcinoma,60,0.5502645502645502,39,LSPIN,mlp,0.021,0.0,390129
other,23,0.2702702702702703,39,LSPIN,mlp,0.021,0.0,390129
infiltratingductalcarcinoma,220,0.5770867430441898,39,LSPIN,mlp,0.021,0.0,390130
infiltratinglobularcarcinoma,60,0.5608465608465608,39,LSPIN,mlp,0.021,0.0,390130
other,23,0.4594594594594595,39,LSPIN,mlp,0.021,0.0,390130
infiltratingductalcarcinoma,220,0.6425531914893617,43,LSPIN,mlp,0.007,0.1,430123
infiltratinglobularcarcinoma,60,0.5608465608465608,43,LSPIN,mlp,0.007,0.1,430123
other,23,0.6486486486486487,43,LSPIN,mlp,0.007,0.1,430123
infiltratingductalcarcinoma,220,0.678887070376432,43,LSPIN,mlp,0.007,0.1,430124
infiltratinglobularcarcinoma,60,0.5079365079365079,43,LSPIN,mlp,0.007,0.1,430124
other,23,0.5945945945945946,43,LSPIN,mlp,0.007,0.1,430124
infiltratingductalcarcinoma,220,0.6811783960720131,43,LSPIN,mlp,0.007,0.1,430125
infiltratinglobularcarcinoma,60,0.6772486772486772,43,LSPIN,mlp,0.007,0.1,430125
other,23,0.5675675675675675,43,LSPIN,mlp,0.007,0.1,430125
infiltratingductalcarcinoma,220,0.6225859247135843,43,LSPIN,mlp,0.007,0.1,430126
infiltratinglobularcarcinoma,60,0.5978835978835979,43,LSPIN,mlp,0.007,0.1,430126
other,23,0.5675675675675675,43,LSPIN,mlp,0.007,0.1,430126
infiltratingductalcarcinoma,220,0.6566284779050736,43,LSPIN,mlp,0.007,0.1,430127
infiltratinglobularcarcinoma,60,0.656084656084656,43,LSPIN,mlp,0.007,0.1,430127
other,23,0.8648648648648649,43,LSPIN,mlp,0.007,0.1,430127
infiltratingductalcarcinoma,220,0.6631751227495908,43,LSPIN,mlp,0.007,0.1,430128
infiltratinglobularcarcinoma,60,0.5079365079365079,43,LSPIN,mlp,0.007,0.1,430128
other,23,0.5945945945945946,43,LSPIN,mlp,0.007,0.1,430128
infiltratingductalcarcinoma,220,0.5885433715220949,43,LSPIN,mlp,0.007,0.1,430129
infiltratinglobularcarcinoma,60,0.5185185185185185,43,LSPIN,mlp,0.007,0.1,430129
other,23,0.5945945945945946,43,LSPIN,mlp,0.007,0.1,430129
infiltratingductalcarcinoma,220,0.6094926350245499,43,LSPIN,mlp,0.007,0.1,430130
infiltratinglobularcarcinoma,60,0.582010582010582,43,LSPIN,mlp,0.007,0.1,430130
other,23,0.6216216216216216,43,LSPIN,mlp,0.007,0.1,430130
infiltratingductalcarcinoma,220,0.6222585924713584,47,LSPIN,mlp,0.021,0.1,470123
infiltratinglobularcarcinoma,60,0.5026455026455027,47,LSPIN,mlp,0.021,0.1,470123
other,23,0.2702702702702703,47,LSPIN,mlp,0.021,0.1,470123
infiltratingductalcarcinoma,220,0.6602291325695581,47,LSPIN,mlp,0.021,0.1,470124
infiltratinglobularcarcinoma,60,0.5555555555555556,47,LSPIN,mlp,0.021,0.1,470124
other,23,0.4324324324324324,47,LSPIN,mlp,0.021,0.1,470124
infiltratingductalcarcinoma,220,0.5345335515548282,47,LSPIN,mlp,0.021,0.1,470125
infiltratinglobularcarcinoma,60,0.5132275132275133,47,LSPIN,mlp,0.021,0.1,470125
other,23,0.7837837837837838,47,LSPIN,mlp,0.021,0.1,470125
infiltratingductalcarcinoma,220,0.5715220949263502,47,LSPIN,mlp,0.021,0.1,470126
infiltratinglobularcarcinoma,60,0.708994708994709,47,LSPIN,mlp,0.021,0.1,470126
other,23,0.5675675675675675,47,LSPIN,mlp,0.021,0.1,470126
infiltratingductalcarcinoma,220,0.5875613747954174,47,LSPIN,mlp,0.021,0.1,470127
infiltratinglobularcarcinoma,60,0.4867724867724867,47,LSPIN,mlp,0.021,0.1,470127
other,23,0.3783783783783784,47,LSPIN,mlp,0.021,0.1,470127
infiltratingductalcarcinoma,220,0.593126022913257,47,LSPIN,mlp,0.021,0.1,470128
infiltratinglobularcarcinoma,60,0.3227513227513227,47,LSPIN,mlp,0.021,0.1,470128
other,23,0.5675675675675675,47,LSPIN,mlp,0.021,0.1,470128
infiltratingductalcarcinoma,220,0.6867430441898527,47,LSPIN,mlp,0.021,0.1,470129
infiltratinglobularcarcinoma,60,0.656084656084656,47,LSPIN,mlp,0.021,0.1,470129
other,23,0.4594594594594595,47,LSPIN,mlp,0.021,0.1,470129
infiltratingductalcarcinoma,220,0.6448445171849427,47,LSPIN,mlp,0.021,0.1,470130
infiltratinglobularcarcinoma,60,0.5291005291005291,47,LSPIN,mlp,0.021,0.1,470130
other,23,0.5135135135135135,47,LSPIN,mlp,0.021,0.1,470130
infiltratingductalcarcinoma,220,0.5708674304418986,51,LSPIN,mlp,0.007,0.2,510123
infiltratinglobularcarcinoma,60,0.6455026455026455,51,LSPIN,mlp,0.007,0.2,510123
other,23,0.5945945945945946,51,LSPIN,mlp,0.007,0.2,510123
infiltratingductalcarcinoma,220,0.6219312602291326,51,LSPIN,mlp,0.007,0.2,510124
infiltratinglobularcarcinoma,60,0.5608465608465608,51,LSPIN,mlp,0.007,0.2,510124
other,23,0.5135135135135135,51,LSPIN,mlp,0.007,0.2,510124
infiltratingductalcarcinoma,220,0.6638297872340425,51,LSPIN,mlp,0.007,0.2,510125
infiltratinglobularcarcinoma,60,0.5079365079365079,51,LSPIN,mlp,0.007,0.2,510125
other,23,0.5405405405405406,51,LSPIN,mlp,0.007,0.2,510125
infiltratingductalcarcinoma,220,0.5548281505728314,51,LSPIN,mlp,0.007,0.2,510126
infiltratinglobularcarcinoma,60,0.6772486772486772,51,LSPIN,mlp,0.007,0.2,510126
other,23,0.4864864864864865,51,LSPIN,mlp,0.007,0.2,510126
infiltratingductalcarcinoma,220,0.5875613747954174,51,LSPIN,mlp,0.007,0.2,510127
infiltratinglobularcarcinoma,60,0.6507936507936508,51,LSPIN,mlp,0.007,0.2,510127
other,23,0.6216216216216216,51,LSPIN,mlp,0.007,0.2,510127
infiltratingductalcarcinoma,220,0.5689034369885434,51,LSPIN,mlp,0.007,0.2,510128
infiltratinglobularcarcinoma,60,0.7354497354497355,51,LSPIN,mlp,0.007,0.2,510128
other,23,0.6216216216216216,51,LSPIN,mlp,0.007,0.2,510128
infiltratingductalcarcinoma,220,0.6238952536824878,51,LSPIN,mlp,0.007,0.2,510129
infiltratinglobularcarcinoma,60,0.6084656084656085,51,LSPIN,mlp,0.007,0.2,510129
other,23,0.5135135135135135,51,LSPIN,mlp,0.007,0.2,510129
infiltratingductalcarcinoma,220,0.676923076923077,51,LSPIN,mlp,0.007,0.2,510130
infiltratinglobularcarcinoma,60,0.5608465608465608,51,LSPIN,mlp,0.007,0.2,510130
other,23,0.6216216216216216,51,LSPIN,mlp,0.007,0.2,510130
infiltratingductalcarcinoma,220,0.6196399345335516,55,LSPIN,mlp,0.021,0.2,550123
infiltratinglobularcarcinoma,60,0.5873015873015873,55,LSPIN,mlp,0.021,0.2,550123
other,23,0.5405405405405406,55,LSPIN,mlp,0.021,0.2,550123
infiltratingductalcarcinoma,220,0.6337152209492635,55,LSPIN,mlp,0.021,0.2,550124
infiltratinglobularcarcinoma,60,0.4285714285714285,55,LSPIN,mlp,0.021,0.2,550124
other,23,0.4324324324324324,55,LSPIN,mlp,0.021,0.2,550124
infiltratingductalcarcinoma,220,0.6081833060556465,55,LSPIN,mlp,0.021,0.2,550125
infiltratinglobularcarcinoma,60,0.5291005291005291,55,LSPIN,mlp,0.021,0.2,550125
other,23,0.6756756756756757,55,LSPIN,mlp,0.021,0.2,550125
infiltratingductalcarcinoma,220,0.5446808510638298,55,LSPIN,mlp,0.021,0.2,550126
infiltratinglobularcarcinoma,60,0.5873015873015873,55,LSPIN,mlp,0.021,0.2,550126
other,23,0.8108108108108109,55,LSPIN,mlp,0.021,0.2,550126
infiltratingductalcarcinoma,220,0.6242225859247136,55,LSPIN,mlp,0.021,0.2,550127
infiltratinglobularcarcinoma,60,0.4232804232804232,55,LSPIN,mlp,0.021,0.2,550127
other,23,0.5135135135135135,55,LSPIN,mlp,0.021,0.2,550127
infiltratingductalcarcinoma,220,0.5761047463175123,55,LSPIN,mlp,0.021,0.2,550128
infiltratinglobularcarcinoma,60,0.5502645502645502,55,LSPIN,mlp,0.021,0.2,550128
other,23,0.4594594594594595,55,LSPIN,mlp,0.021,0.2,550128
infiltratingductalcarcinoma,220,0.660556464811784,55,LSPIN,mlp,0.021,0.2,550129
infiltratinglobularcarcinoma,60,0.6772486772486772,55,LSPIN,mlp,0.021,0.2,550129
other,23,0.4324324324324324,55,LSPIN,mlp,0.021,0.2,550129
infiltratingductalcarcinoma,220,0.6592471358428805,55,LSPIN,mlp,0.021,0.2,550130
infiltratinglobularcarcinoma,60,0.6402116402116402,55,LSPIN,mlp,0.021,0.2,550130
other,23,0.4324324324324324,55,LSPIN,mlp,0.021,0.2,550130
infiltratingductalcarcinoma,220,0.6111292962356792,59,LSPIN,mlp,0.007,0.4,590123
infiltratinglobularcarcinoma,60,0.6455026455026455,59,LSPIN,mlp,0.007,0.4,590123
other,23,0.6486486486486487,59,LSPIN,mlp,0.007,0.4,590123
infiltratingductalcarcinoma,220,0.6288052373158756,59,LSPIN,mlp,0.007,0.4,590124
infiltratinglobularcarcinoma,60,0.4973544973544973,59,LSPIN,mlp,0.007,0.4,590124
other,23,0.5675675675675675,59,LSPIN,mlp,0.007,0.4,590124
infiltratingductalcarcinoma,220,0.5924713584288053,59,LSPIN,mlp,0.007,0.4,590125
infiltratinglobularcarcinoma,60,0.5767195767195767,59,LSPIN,mlp,0.007,0.4,590125
other,23,0.6486486486486487,59,LSPIN,mlp,0.007,0.4,590125
infiltratingductalcarcinoma,220,0.6108019639934533,59,LSPIN,mlp,0.007,0.4,590126
infiltratinglobularcarcinoma,60,0.582010582010582,59,LSPIN,mlp,0.007,0.4,590126
other,23,0.5675675675675675,59,LSPIN,mlp,0.007,0.4,590126
infiltratingductalcarcinoma,220,0.6101472995090016,59,LSPIN,mlp,0.007,0.4,590127
infiltratinglobularcarcinoma,60,0.5555555555555556,59,LSPIN,mlp,0.007,0.4,590127
other,23,0.5945945945945946,59,LSPIN,mlp,0.007,0.4,590127
infiltratingductalcarcinoma,220,0.6500818330605564,59,LSPIN,mlp,0.007,0.4,590128
infiltratinglobularcarcinoma,60,0.5132275132275133,59,LSPIN,mlp,0.007,0.4,590128
other,23,0.5675675675675675,59,LSPIN,mlp,0.007,0.4,590128
infiltratingductalcarcinoma,220,0.5522094926350245,59,LSPIN,mlp,0.007,0.4,590129
infiltratinglobularcarcinoma,60,0.6031746031746031,59,LSPIN,mlp,0.007,0.4,590129
other,23,0.5945945945945946,59,LSPIN,mlp,0.007,0.4,590129
infiltratingductalcarcinoma,220,0.6402618657937806,59,LSPIN,mlp,0.007,0.4,590130
infiltratinglobularcarcinoma,60,0.6878306878306878,59,LSPIN,mlp,0.007,0.4,590130
other,23,0.4594594594594595,59,LSPIN,mlp,0.007,0.4,590130
infiltratingductalcarcinoma,220,0.4831423895253682,63,LSPIN,mlp,0.021,0.4,630123
