global_cfg_idx,model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
100,Concrete,concrete,mlp,0.12,0.00275,0.0,1000125,2,0.6553644553644553,0.84375,12,205.90675354003903,0.955370909931758,7600.0,938.0,2400.392460244297
100,Concrete,concrete,mlp,0.12,0.00275,0.0,1000126,3,0.6063882063882063,0.868421052631579,15,214.37942504882807,0.9409932629914264,8364.0,1042.0,2881.889735843556
100,Concrete,concrete,mlp,0.12,0.00275,0.0,1000127,4,0.5963963963963964,0.8552631578947368,11,225.33761596679688,0.9519100340959022,7953.0,957.0,2351.0431032949145
100,Concrete,concrete,mlp,0.12,0.00275,0.0,1000128,5,0.5978705978705978,0.8667763157894737,12,246.46945190429688,0.9492189522315412,7576.0,1137.0,2345.7436766180485
100,Concrete,concrete,mlp,0.12,0.00275,0.0,1000129,6,0.5893529893529893,0.8470394736842105,8,350.17041015625,0.975394494234806,9907.0,1631.0,3162.11285252165
100,Concrete,concrete,mlp,0.12,0.00275,0.0,1000130,7,0.5703521703521703,0.8733552631578947,11,230.66880798339844,0.9660740710928708,8761.0,1024.0,2672.491623759352
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040123,0,0.6240786240786241,0.8519736842105263,10,65.76527404785156,0.8704917337060308,4197.0,262.0,1302.2599220913266
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040124,1,0.5777231777231777,0.837171052631579,17,74.45658874511719,0.9152098526349698,4599.0,325.0,1447.2687887575753
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040125,2,0.5908271908271908,0.8388157894736842,11,74.02572631835938,0.9099000039042154,5183.0,300.0,1578.1689189728595
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040126,3,0.5882063882063882,0.8404605263157895,9,100.27652740478516,0.9363049520720106,5423.0,425.0,1508.1647452373434
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040127,4,0.5587223587223588,0.8240131578947368,11,79.69774627685547,0.8946885459646725,4982.0,295.0,1396.0409333252896
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040128,5,0.5857493857493857,0.875,15,80.20257568359375,0.9147336023105652,4733.0,330.0,1237.3698664417025
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040129,6,0.6142506142506142,0.8552631578947368,12,84.56591796875,0.926396688168921,5339.0,353.0,1789.0073855265507
104,Concrete,concrete,mlp,0.12,0.0066,0.0,1040130,7,0.6127764127764128,0.8914473684210527,15,70.47588348388672,0.8968258573356366,4671.0,252.0,1210.1854454081183
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080123,0,0.6548730548730549,0.8404605263157895,8,299.151123046875,0.9543271001248008,4437.0,554.0,646.9419742580562
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080124,1,0.6104832104832105,0.8569078947368421,9,386.6623840332031,0.9568511585605822,4594.0,656.0,714.8039120172283
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080125,2,0.6039312039312039,0.8305921052631579,11,269.9131774902344,0.932796524428631,5572.0,394.0,574.6646419268054
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080126,3,0.5996723996723997,0.7976973684210527,7,349.7652587890625,0.958819988075242,5467.0,663.0,775.6354007891742
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080127,4,0.6095004095004095,0.819078947368421,9,328.8231506347656,0.9457050024196132,3342.0,573.0,586.5566044761005
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080128,5,0.6343980343980344,0.9095394736842104,11,303.9035339355469,0.943522170217726,4529.0,450.0,576.8370263660433
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080129,6,0.5937755937755937,0.8601973684210527,18,301.6398620605469,0.9293686140959804,7013.0,394.0,616.066599834992
108,Concrete,concrete,mlp,0.12,0.00275,0.1,1080130,7,0.5685503685503686,0.8388157894736842,9,290.5916442871094,0.9525159903780416,3320.0,462.0,507.099244370522
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120123,0,0.6619164619164619,0.8569078947368421,15,97.16398620605467,0.8556665800605235,4409.0,143.0,378.7533245291473
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120124,1,0.6108108108108108,0.8338815789473685,10,95.79742431640624,0.8754986080406439,2840.0,181.0,299.7967620404638
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120125,2,0.5796887796887797,0.8486842105263158,9,118.95819854736328,0.8919672562325243,4922.0,203.0,513.4837265001106
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120126,3,0.5033579033579033,0.8585526315789473,15,85.95176696777344,0.8570272705024572,5151.0,133.0,558.2842031922622
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120127,4,0.5623259623259623,0.8388157894736842,15,66.63665771484375,0.809143603203979,2640.0,123.0,253.25349389861805
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120128,5,0.6116298116298117,0.8338815789473685,12,88.98392486572266,0.8747749926073206,4701.0,157.0,527.1940892644533
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120129,6,0.5536445536445537,0.8865131578947368,22,84.14469146728516,0.8790426885214546,4474.0,145.0,421.6389646345904
112,Concrete,concrete,mlp,0.12,0.0066,0.1,1120130,7,0.6494676494676495,0.8305921052631579,14,83.08038330078125,0.819968812042376,3775.0,113.0,389.4597419122345
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160123,0,0.5937755937755937,0.8486842105263158,7,342.5562744140625,0.9632215030994258,5878.0,646.0,836.2544698334442
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160124,1,0.6293202293202294,0.8338815789473685,10,311.623779296875,0.952523617889692,5531.0,474.0,613.081550951343
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160125,2,0.6168714168714169,0.8651315789473685,8,360.82958984375,0.9661676084936548,6185.0,654.0,778.0541154258283
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160126,3,0.5875511875511875,0.8421052631578947,12,365.1736450195313,0.9597799866222252,2555.0,519.0,517.5890902762643
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160127,4,0.6484848484848484,0.8914473684210527,8,358.34405517578125,0.9517923195830936,4421.0,620.0,690.8546668321595
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160128,5,0.604095004095004,0.8634868421052632,9,345.2701110839844,0.952831235085183,4792.0,550.0,621.8795627311425
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160129,6,0.6357084357084357,0.8667763157894737,9,302.43408203125,0.9541892647780568,3574.0,507.0,551.7311590598891
116,Concrete,concrete,mlp,0.12,0.00275,0.2,1160130,7,0.6416052416052416,0.8536184210526315,13,323.1993713378906,0.9377075782985748,4271.0,415.0,519.2118951751787
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200123,0,0.563963963963964,0.8108552631578947,11,91.151123046875,0.8742367129796674,4121.0,139.0,415.1061431533412
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200124,1,0.5276003276003276,0.868421052631579,11,107.53697967529295,0.8703927681412413,4002.0,162.0,385.95644085421895
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200125,2,0.5536445536445537,0.8585526315789473,8,138.9935760498047,0.9036989089162896,8073.0,195.0,1046.0477483942082
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200126,3,0.5657657657657658,0.850328947368421,12,136.2700958251953,0.8728885105063998,5100.0,175.0,438.4977360134522
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200127,4,0.6524160524160524,0.84375,14,109.55626678466795,0.8464488496086846,4075.0,156.0,365.8585237747536
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200128,5,0.5613431613431613,0.9078947368421052,29,89.51768493652344,0.8340658065249649,2821.0,127.0,237.15723651714268
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200129,6,0.5446355446355446,0.881578947368421,14,116.08360290527344,0.8562048061300983,5302.0,161.0,465.9587592187309
120,Concrete,concrete,mlp,0.12,0.0066,0.2,1200130,7,0.5842751842751843,0.8421052631578947,10,132.019287109375,0.9011620889789363,4372.0,187.0,442.6171552308135
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240123,0,0.5998361998361998,0.8667763157894737,10,300.0771789550781,0.9462610279422852,3668.0,426.0,499.8071745549885
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240124,1,0.6594594594594595,0.8881578947368421,8,322.8970947265625,0.9551838912135456,4783.0,563.0,665.6097343698381
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240125,2,0.6504504504504505,0.8388157894736842,9,411.93890380859375,0.9609003438733034,7033.0,605.0,813.9940494839329
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240126,3,0.5749385749385749,0.8519736842105263,11,298.3665466308594,0.949465135399992,5770.0,414.0,621.2703173625657
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240127,4,0.6081900081900082,0.8305921052631579,8,374.1350402832031,0.958965661391416,3503.0,630.0,637.7975740011447
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240128,5,0.6304668304668305,0.837171052631579,8,337.4276428222656,0.9606799532997164,3925.0,554.0,604.3427681502754
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240129,6,0.6124488124488124,0.8207236842105263,11,315.2379455566406,0.9451833056681832,2524.0,442.0,453.6949964879804
124,Concrete,concrete,mlp,0.12,0.00275,0.4,1240130,7,0.5906633906633907,0.8733552631578947,8,393.3086853027344,0.9498869106136832,6271.0,640.0,787.2799880699332
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280123,0,0.5713349713349714,0.8421052631578947,14,118.41800689697266,0.8976182806309377,2369.0,166.0,233.1939259134309
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280124,1,0.6216216216216216,0.8980263157894737,11,119.54984283447266,0.886066699819705,3229.0,169.0,290.5587505261184
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280125,2,0.5927927927927928,0.8305921052631579,12,109.4373016357422,0.8476359941527166,6065.0,112.0,547.128661504728
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280126,3,0.583947583947584,0.8585526315789473,12,87.1414794921875,0.8375240286986365,2108.0,128.0,197.1915354291894
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280127,4,0.5944307944307944,0.837171052631579,10,110.81671905517578,0.8792449919242282,4567.0,152.0,430.7621669148717
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280128,5,0.5117117117117117,0.8782894736842105,13,87.86495208740234,0.8383287500654063,3249.0,109.0,269.1786238226713
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280129,6,0.6388206388206388,0.8634868421052632,18,99.16720581054688,0.869647186648657,2079.0,133.0,191.65188458319844
128,Concrete,concrete,mlp,0.12,0.0066,0.4,1280130,7,0.6247338247338248,0.8453947368421053,13,101.7073974609375,0.8706742459375766,1617.0,144.0,179.36840509111806
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320123,0,0.575102375102375,0.868421052631579,34,111.08038330078124,0.9121038408792362,2427.0,387.0,481.28207027811607
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320124,1,0.6321048321048321,0.8322368421052632,34,114.45980834960938,0.9064454338427286,2381.0,405.0,501.1883943335978
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320125,2,0.6742014742014742,0.8486842105263158,67,97.4373016357422,0.9117253191330832,2111.0,307.0,396.12358795199793
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320126,3,0.5828009828009828,0.8552631578947368,43,114.95176696777344,0.92440853348386,2380.0,362.0,451.35525875317376
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320127,4,0.6401310401310402,0.8519736842105263,29,120.40514373779295,0.927242621824064,2811.0,420.0,558.0974918099174
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320128,5,0.5588861588861589,0.8355263157894737,37,122.8263702392578,0.9356019047344212,2775.0,391.0,515.1010986476684
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320129,6,0.6512694512694512,0.7976973684210527,30,157.1832733154297,0.9254522186215126,2875.0,420.0,513.5724721659993
132,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.0,1320130,7,0.6217854217854217,0.8914473684210527,79,91.66559600830078,0.9056441409777816,2147.0,340.0,475.805599816736
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360123,0,0.5436527436527436,0.8569078947368421,77,45.81350326538086,0.819393188011129,1160.0,115.0,146.03801736346634
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360124,1,0.5285831285831286,0.8305921052631579,45,59.59807205200195,0.7952213667274797,1577.0,128.0,170.3398044245276
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360125,2,0.6561834561834562,0.8092105263157895,75,54.94855117797852,0.8714080068827323,1510.0,138.0,181.74476922454656
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360126,3,0.4851760851760852,0.8075657894736842,60,51.09967803955078,0.8373079131860607,1525.0,117.0,171.2382264020417
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360127,4,0.5415233415233415,0.8421052631578947,86,40.697750091552734,0.8220880325270135,1442.0,101.0,179.6277699141214
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360128,5,0.5036855036855037,0.8799342105263158,46,56.19614028930664,0.8668013847522377,1443.0,117.0,151.6906755048663
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360129,6,0.5878787878787879,0.9013157894736842,22,66.86174011230469,0.8259025950042362,1478.0,121.0,162.33074026461364
136,L-LSPIN,lspin_tf,linear,0.15,0.028,0.0,1360130,7,0.6196560196560197,0.8240131578947368,64,45.97749328613281,0.800464805374381,1292.0,112.0,152.51846800083598
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400123,0,0.6152334152334152,0.8388157894736842,61,601.9099731445312,0.97004372671945,2009.0,811.0,749.0652557699744
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400124,1,0.626044226044226,0.805921052631579,37,733.5144653320312,0.976672451136429,3102.0,1051.0,973.127193988978
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400125,2,0.6014742014742015,0.8667763157894737,45,643.2990112304688,0.9703573092923056,3403.0,910.0,858.1399283225135
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400126,3,0.6003276003276004,0.7549342105263158,35,588.6495361328125,0.96676646455932,3026.0,859.0,810.1391965101105
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400127,4,0.6253890253890254,0.8207236842105263,44,699.7974243164062,0.971079749696428,2494.0,922.0,879.1036864486497
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400128,5,0.572972972972973,0.7927631578947368,47,618.2733154296875,0.9703421417170612,1909.0,856.0,786.4132625301594
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400129,6,0.6347256347256347,0.8634868421052632,133,556.678466796875,0.968451726608093,1818.0,742.0,672.4133832888592
140,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.1,1400130,7,0.6216216216216216,0.7730263157894737,25,733.9324951171875,0.9782895218212933,2884.0,1133.0,1021.0948005254032
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440123,0,0.6062244062244062,0.8552631578947368,122,144.94534301757812,0.8846649470511172,991.0,172.0,179.74087270719957
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440124,1,0.6547092547092547,0.819078947368421,138,134.90675354003906,0.8916409744649022,1414.0,177.0,187.02785825532223
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440125,2,0.5280917280917281,0.8782894736842105,41,178.06752014160156,0.8896949921999946,865.0,205.0,206.7589173168961
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440126,3,0.5981981981981982,0.8026315789473685,45,190.66558837890625,0.8942413036845013,1482.0,222.0,240.2121979414788
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440127,4,0.6027846027846028,0.8585526315789473,162,134.09324645996094,0.8713160712821334,806.0,171.0,167.9810655305179
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440128,5,0.5882063882063882,0.8355263157894737,97,146.6752471923828,0.8962117359537561,1047.0,180.0,184.58413453212955
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440129,6,0.6837018837018837,0.8092105263157895,80,162.66880798339844,0.9022818965030835,960.0,197.0,198.037890146061
144,L-LSPIN,lspin_tf,linear,0.15,0.028,0.1,1440130,7,0.5416871416871417,0.8667763157894737,61,166.74598693847656,0.905549579531984,1387.0,203.0,219.5559624842674
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480123,0,0.5713349713349714,0.8009868421052632,69,487.5305480957031,0.965171602263297,1973.0,654.0,609.3454999744048
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480124,1,0.5926289926289926,0.8453947368421053,30,666.3086547851562,0.9759895131422244,2680.0,973.0,900.2807650783566
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480125,2,0.6529074529074529,0.8157894736842105,93,601.0996704101562,0.9698361387226212,1743.0,794.0,731.8283230523058
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480126,3,0.653071253071253,0.8075657894736842,41,646.662353515625,0.9764783288646728,2398.0,914.0,846.7687062266308
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480127,4,0.6475020475020475,0.8453947368421053,43,593.4951782226562,0.9647803812154356,2997.0,819.0,780.2916973713258
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480128,5,0.6746928746928746,0.8651315789473685,51,616.75244140625,0.9700259524888204,1987.0,846.0,764.021711426301
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480129,6,0.5724815724815725,0.7944078947368421,42,652.7202758789062,0.9746351573553996,2338.0,867.0,808.1093952847255
148,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.2,1480130,7,0.6702702702702703,0.84375,83,640.755615234375,0.9728979462929938,2675.0,827.0,784.0429071908387
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520123,0,0.5806715806715806,0.8634868421052632,31,197.54983520507807,0.9101566603384,1281.0,223.0,241.8552366886207
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520124,1,0.5561015561015561,0.868421052631579,71,171.019287109375,0.9044709577719148,845.0,198.0,200.9426299479103
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520125,2,0.5860769860769861,0.837171052631579,36,196.66238403320312,0.9146290036725548,1099.0,230.0,235.58846120599617
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520126,3,0.5459459459459459,0.8108552631578947,89,190.51126098632807,0.9229149097761064,1361.0,222.0,233.51646071859992
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520127,4,0.5374283374283374,0.7796052631578947,57,155.8649444580078,0.8976904456870254,832.0,189.0,188.2559715782078
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520128,5,0.5806715806715806,0.7894736842105263,39,183.05145263671875,0.8819515012024426,1057.0,218.0,221.88740281142765
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520129,6,0.6116298116298117,0.8273026315789473,39,183.1768493652344,0.912946422974762,1631.0,220.0,243.2678349176692
152,L-LSPIN,lspin_tf,linear,0.15,0.028,0.2,1520130,7,0.6068796068796068,0.84375,70,156.93890380859375,0.908555577954164,965.0,184.0,189.7028531238828
156,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.4,1560123,0,0.6376740376740376,0.875,60,584.75244140625,0.9667341677533372,2132.0,786.0,726.9429883210277
156,L-LSPIN,lspin_tf,linear,0.15,0.00875,0.4,1560124,1,0.5968877968877969,0.8453947368421053,28,610.6012573242188,0.9716511874621432,2357.0,896.0,810.3900488855694
