model_family,lambda_sample_smooth,lambda_sparse,mean_affinity_corr,median_affinity_corr,n_pairs,mean_Khard
Concrete,0.4,0.0011,0.906547706617647,0.9358689716968784,56,958.1868934631348
L-Concrete,0.0,0.0066,0.8058837676774351,0.8072525559756177,56,76.3112940788269
L-Concrete,0.0,0.0055,0.8174214707951416,0.8269284778920564,56,86.05868101119995
L-Concrete,0.0,0.0044,0.8211099252904249,0.8328120147279341,56,113.98472619056702
L-Concrete,0.0,0.0033,0.8673689232684743,0.8734007692376942,56,176.18609285354614
L-Concrete,0.0,0.00275,0.8556758118202168,0.8575762420471535,56,195.69955825805664
L-Concrete,0.0,0.0022,0.8788093289438874,0.8840082998396371,56,244.89831161499023
L-Concrete,0.0,0.00165,0.9008978175925366,0.9062118884345052,56,310.57275390625
L-Concrete,0.0,0.0011,0.9005807653942313,0.9058773983435879,56,561.2087993621826
L-Concrete,0.1,0.0066,0.8924422871394667,0.9115855171515799,56,138.72447729110718
L-Concrete,0.1,0.0055,0.903649890540782,0.9114415427242997,56,239.17102146148682
L-Concrete,0.1,0.0044,0.890350316880097,0.8977129014041176,56,392.3896656036377
L-Concrete,0.1,0.0033,0.8834258464958559,0.8953033522025032,56,660.6354522705078
L-Concrete,0.1,0.00275,0.9075190037426698,0.9388795246814516,56,891.2504005432129
L-Concrete,0.1,0.0022,0.9427287962263525,0.9472183714144672,56,1232.676254272461
L-Concrete,0.1,0.00165,0.9351196557734726,0.9630959453774375,56,1990.5944442749023
L-Concrete,0.1,0.0011,0.9738702254489224,0.9760400015445452,56,3355.421829223633
L-Concrete,0.2,0.0066,0.8732536544499975,0.8849569365809402,56,212.81832885742188
L-Concrete,0.2,0.0055,0.8465439752284302,0.8783927181967304,56,298.0227117538452
L-Concrete,0.2,0.0044,0.9174203102484778,0.927140091198096,56,470.00904083251953
L-Concrete,0.2,0.0033,0.9111663099512298,0.9118528150081512,56,762.6195755004883
L-Concrete,0.2,0.00275,0.9222134661477445,0.945120707169061,56,1005.141674041748
L-Concrete,0.2,0.0022,0.9342659066492599,0.949659689142301,56,1396.127815246582
L-Concrete,0.2,0.00165,0.9581452971184821,0.9711912474668073,56,2040.5146713256836
L-Concrete,0.2,0.0011,0.983834092869483,0.9859759949437477,56,3465.2393493652344
L-Concrete,0.4,0.0066,0.8390199150730967,0.8975646836022143,56,250.18368244171143
L-Concrete,0.4,0.0055,0.8634986755502165,0.8593058214024849,56,308.7751216888428
L-Concrete,0.4,0.0044,0.8562387396617009,0.869926191960881,56,477.7566318511963
L-Concrete,0.4,0.0033,0.8020557451095386,0.8139492504189807,56,733.4260444641113
L-Concrete,0.4,0.00275,0.8983419031893013,0.9131178595254472,56,1041.47709274292
L-Concrete,0.4,0.0022,0.9106141869167835,0.9435684616989896,56,1363.4007263183594
L-Concrete,0.4,0.00165,0.9576086640391244,0.9789988138703432,56,2065.9585876464844
L-Concrete,0.4,0.0011,0.9559304003111132,0.9767664469219288,56,3336.458999633789
L-LSPIN,0.0,0.028,0.6832527942090257,0.6853917773679574,56,56.51085186004639
L-LSPIN,0.0,0.021,0.7057631550090228,0.7114440144103633,56,63.45076394081116
L-LSPIN,0.0,0.014,0.7563674873317366,0.769220648758564,56,85.38163232803345
L-LSPIN,0.0,0.0105,0.7899744795006475,0.795845410346948,56,93.7319130897522
L-LSPIN,0.0,0.00875,0.8047379949225382,0.8091017687039879,56,117.77632570266724
L-LSPIN,0.0,0.007,0.8046079192045579,0.8083246985922576,56,132.020498752594
L-LSPIN,0.0,0.00525,0.8436896493467276,0.8492429710839059,56,180.56712341308594
L-LSPIN,0.0,0.0035,0.8483419110888989,0.8563641108789284,56,268.1577568054199
L-LSPIN,0.1,0.028,0.6936817282310554,0.7186414618293602,56,171.74758911132812
L-LSPIN,0.1,0.021,0.8170253416720655,0.8202984461782494,56,216.39489459991455
