model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
L-Concrete,concrete,0.12,0.0018,0.15,0,1,0.6872027042950789,2.597056811873353,0.3514792899408284,3.034271763367184,0.4364779874213836
L-Concrete,concrete,0.12,0.0018,0.15,0,2,0.6961742904868745,2.5533353167239703,0.3435294117647058,3.252879239114099,0.4831168831168831
L-Concrete,concrete,0.12,0.0018,0.15,1,2,0.7382739810818802,2.876874380829405,0.4046740467404674,3.3315779303829887,0.5006570302233903
L-Concrete,concrete,0.12,0.0014,0.15,0,1,0.6433441482679138,2.404682233216068,0.3171856978085351,2.981805969187924,0.4257178526841448
L-Concrete,concrete,0.12,0.0014,0.15,0,2,0.6167989937726202,2.4396594293355744,0.3232908458864426,2.7019884002318726,0.3709483793517407
L-Concrete,concrete,0.12,0.0014,0.15,1,2,0.6914247554777676,2.5795682138136,0.3482880755608028,3.051760361426937,0.4401008827238335
L-Concrete,concrete,0.12,0.0012,0.15,0,1,0.6113081331685978,2.308494943887425,0.3006833712984054,3.20041344493484,0.4716494845360824
L-Concrete,concrete,0.12,0.0012,0.15,0,2,0.7354500567899044,2.404682233216068,0.3171856978085351,3.8037700779963255,0.6152758132956153
L-Concrete,concrete,0.12,0.0012,0.15,1,2,0.6386487636215897,2.2560291497081653,0.2918552036199095,3.0605046604568136,0.4419191919191919
LSPIN,lspin_tf,0.2,0.0012,0.1,0,1,0.8215406867567704,3.384043724562248,0.5125827814569537,3.4714867148610145,0.5328859060402684
LSPIN,lspin_tf,0.2,0.0012,0.1,0,2,0.8392145745157251,3.1304590526958265,0.4566326530612244,3.7513042838170656,0.6016830294530154
LSPIN,lspin_tf,0.2,0.0012,0.1,1,2,0.8329693357520966,3.4889753129207675,0.5370121130551817,3.5589297051597804,0.5537414965986395
LSPIN,lspin_tf,0.2,0.0009,0.1,0,1,0.8389085138292072,3.497719611950644,0.5390835579514824,3.436509518741508,0.5246995994659546
LSPIN,lspin_tf,0.2,0.0009,0.1,0,2,0.8697149678642172,3.4889753129207675,0.5370121130551817,3.7513042838170656,0.6016830294530154
LSPIN,lspin_tf,0.2,0.0009,0.1,1,2,0.836926909577464,3.366555126502495,0.5085865257595773,3.7338156857573126,0.5972027972027972
LSPIN,lspin_tf,0.2,0.0007,0.1,0,1,0.9276730733356402,3.453998116801261,0.5287817938420348,4.267217926579786,0.746177370030581
LSPIN,lspin_tf,0.2,0.0007,0.1,0,2,0.9205475246403484,3.314089332323235,0.4967234600262123,4.275962225609662,0.7488514548238897
LSPIN,lspin_tf,0.2,0.0007,0.1,1,2,0.9267119804119336,3.8037700779963255,0.6152758132956153,4.118564843071884,0.7019374068554396
