model_family,gate_type,gate_sigma,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
L-Concrete,concrete,0.12,0.0012,0.05,0,1,0.5274004596131742
L-Concrete,concrete,0.12,0.0012,0.05,0,2,0.5893855893750733
L-Concrete,concrete,0.12,0.0012,0.05,1,2,0.5617734592718299
LSPIN,lspin_tf,0.2,0.0007,0.0,3,4,0.4167601954384838
LSPIN,lspin_tf,0.2,0.0007,0.0,3,5,0.7343963602224686
LSPIN,lspin_tf,0.2,0.0007,0.0,3,6,0.7699475616625067
LSPIN,lspin_tf,0.2,0.0007,0.0,3,7,0.6401626337334562
LSPIN,lspin_tf,0.2,0.0007,0.0,3,8,0.5443625806707005
LSPIN,lspin_tf,0.2,0.0007,0.0,3,9,0.5607161665364139
LSPIN,lspin_tf,0.2,0.0007,0.0,3,10,0.7444209282496108
LSPIN,lspin_tf,0.2,0.0007,0.0,3,11,0.6407497700527373
LSPIN,lspin_tf,0.2,0.0007,0.0,4,5,0.5281371084662086
LSPIN,lspin_tf,0.2,0.0007,0.0,4,6,0.5025578988581526
LSPIN,lspin_tf,0.2,0.0007,0.0,4,7,0.5038938476681443
LSPIN,lspin_tf,0.2,0.0007,0.0,4,8,0.5483811011777959
LSPIN,lspin_tf,0.2,0.0007,0.0,4,9,0.6286958828617822
LSPIN,lspin_tf,0.2,0.0007,0.0,4,10,0.594031449153432
LSPIN,lspin_tf,0.2,0.0007,0.0,4,11,0.586068792880771
LSPIN,lspin_tf,0.2,0.0007,0.0,5,6,0.7401734402557802
LSPIN,lspin_tf,0.2,0.0007,0.0,5,7,0.6836068749860266
LSPIN,lspin_tf,0.2,0.0007,0.0,5,8,0.7070655978598944
LSPIN,lspin_tf,0.2,0.0007,0.0,5,9,0.6311824204802188
LSPIN,lspin_tf,0.2,0.0007,0.0,5,10,0.7691710813260279
LSPIN,lspin_tf,0.2,0.0007,0.0,5,11,0.7296477128056201
LSPIN,lspin_tf,0.2,0.0007,0.0,6,7,0.7358107618109743
LSPIN,lspin_tf,0.2,0.0007,0.0,6,8,0.7106319056337946
LSPIN,lspin_tf,0.2,0.0007,0.0,6,9,0.6290511695103125
LSPIN,lspin_tf,0.2,0.0007,0.0,6,10,0.790484460252094
LSPIN,lspin_tf,0.2,0.0007,0.0,6,11,0.74559258446157
LSPIN,lspin_tf,0.2,0.0007,0.0,7,8,0.6766746878442971
LSPIN,lspin_tf,0.2,0.0007,0.0,7,9,0.7118425797291781
LSPIN,lspin_tf,0.2,0.0007,0.0,7,10,0.7383491367109302
LSPIN,lspin_tf,0.2,0.0007,0.0,7,11,0.744697718854002
LSPIN,lspin_tf,0.2,0.0007,0.0,8,9,0.5625029394885769
LSPIN,lspin_tf,0.2,0.0007,0.0,8,10,0.7043157373706989
LSPIN,lspin_tf,0.2,0.0007,0.0,8,11,0.7011220510120039
LSPIN,lspin_tf,0.2,0.0007,0.0,9,10,0.5938151377722666
LSPIN,lspin_tf,0.2,0.0007,0.0,9,11,0.7049232313607787
LSPIN,lspin_tf,0.2,0.0007,0.0,10,11,0.8067857820942483
Concrete,concrete,0.15,0.001,0.0,3,4,0.7453555985123745
Concrete,concrete,0.15,0.001,0.0,3,5,0.6920792639967209
Concrete,concrete,0.15,0.001,0.0,3,6,0.6702851955161222
Concrete,concrete,0.15,0.001,0.0,3,7,0.6671449668191954
Concrete,concrete,0.15,0.001,0.0,3,8,0.6574296364114918
Concrete,concrete,0.15,0.001,0.0,3,9,0.691562177902574
Concrete,concrete,0.15,0.001,0.0,3,10,0.6265195360529352
Concrete,concrete,0.15,0.001,0.0,3,11,0.6770303193733169
Concrete,concrete,0.15,0.001,0.0,4,5,0.840003262237654
Concrete,concrete,0.15,0.001,0.0,4,6,0.716446363524337
Concrete,concrete,0.15,0.001,0.0,4,7,0.7315081904250729
Concrete,concrete,0.15,0.001,0.0,4,8,0.7809952580694147
Concrete,concrete,0.15,0.001,0.0,4,9,0.7752384188489516
Concrete,concrete,0.15,0.001,0.0,4,10,0.7245871155905719
Concrete,concrete,0.15,0.001,0.0,4,11,0.7435062926202682
Concrete,concrete,0.15,0.001,0.0,5,6,0.7281211779676328
Concrete,concrete,0.15,0.001,0.0,5,7,0.655577084525505
Concrete,concrete,0.15,0.001,0.0,5,8,0.7347471951560004
Concrete,concrete,0.15,0.001,0.0,5,9,0.7529627725227054
Concrete,concrete,0.15,0.001,0.0,5,10,0.6931491536593565
Concrete,concrete,0.15,0.001,0.0,5,11,0.7211605941377385
Concrete,concrete,0.15,0.001,0.0,6,7,0.6964901708632341
Concrete,concrete,0.15,0.001,0.0,6,8,0.7453358045686064
Concrete,concrete,0.15,0.001,0.0,6,9,0.6100126732917235
Concrete,concrete,0.15,0.001,0.0,6,10,0.7200908824732419
Concrete,concrete,0.15,0.001,0.0,6,11,0.6786841005726247
Concrete,concrete,0.15,0.001,0.0,7,8,0.8425501455693374
Concrete,concrete,0.15,0.001,0.0,7,9,0.803910397345701
Concrete,concrete,0.15,0.001,0.0,7,10,0.7140087054419115
Concrete,concrete,0.15,0.001,0.0,7,11,0.6054025745923319
Concrete,concrete,0.15,0.001,0.0,8,9,0.8365696065356432
Concrete,concrete,0.15,0.001,0.0,8,10,0.7243250709799159
Concrete,concrete,0.15,0.001,0.0,8,11,0.7092206097208931
Concrete,concrete,0.15,0.001,0.0,9,10,0.6995953463269595
Concrete,concrete,0.15,0.001,0.0,9,11,0.7128776359491472
Concrete,concrete,0.15,0.001,0.0,10,11,0.6280244437541197
LSPIN,lspin_tf,0.2,0.0007,0.15,3,4,0.8777022867119357
LSPIN,lspin_tf,0.2,0.0007,0.15,3,5,0.8961002011579148
LSPIN,lspin_tf,0.2,0.0007,0.15,3,6,0.893659310168421
LSPIN,lspin_tf,0.2,0.0007,0.15,3,7,0.8291969588580624
LSPIN,lspin_tf,0.2,0.0007,0.15,3,8,0.8475724669123529
LSPIN,lspin_tf,0.2,0.0007,0.15,3,9,0.8784524257859276
LSPIN,lspin_tf,0.2,0.0007,0.15,3,10,0.8895103073012649
LSPIN,lspin_tf,0.2,0.0007,0.15,3,11,0.8851757746695819
LSPIN,lspin_tf,0.2,0.0007,0.15,4,5,0.8623179938319638
LSPIN,lspin_tf,0.2,0.0007,0.15,4,6,0.9091671748372646
LSPIN,lspin_tf,0.2,0.0007,0.15,4,7,0.7938991120823186
LSPIN,lspin_tf,0.2,0.0007,0.15,4,8,0.843101520292285
LSPIN,lspin_tf,0.2,0.0007,0.15,4,9,0.7943129110165407
LSPIN,lspin_tf,0.2,0.0007,0.15,4,10,0.8622570217678278
LSPIN,lspin_tf,0.2,0.0007,0.15,4,11,0.9147226401767912
LSPIN,lspin_tf,0.2,0.0007,0.15,5,6,0.8946969242510432
LSPIN,lspin_tf,0.2,0.0007,0.15,5,7,0.8795598162407404
LSPIN,lspin_tf,0.2,0.0007,0.15,5,8,0.85237663680502
LSPIN,lspin_tf,0.2,0.0007,0.15,5,9,0.9173389526083282
LSPIN,lspin_tf,0.2,0.0007,0.15,5,10,0.8494511348094734
LSPIN,lspin_tf,0.2,0.0007,0.15,5,11,0.8541714201079295
LSPIN,lspin_tf,0.2,0.0007,0.15,6,7,0.8476133190480619
LSPIN,lspin_tf,0.2,0.0007,0.15,6,8,0.90416804266435
LSPIN,lspin_tf,0.2,0.0007,0.15,6,9,0.8136286391312586
LSPIN,lspin_tf,0.2,0.0007,0.15,6,10,0.9231236371619028
LSPIN,lspin_tf,0.2,0.0007,0.15,6,11,0.8690537084381578
LSPIN,lspin_tf,0.2,0.0007,0.15,7,8,0.8026730263248185
LSPIN,lspin_tf,0.2,0.0007,0.15,7,9,0.8655337169879987
LSPIN,lspin_tf,0.2,0.0007,0.15,7,10,0.8314773114689237
LSPIN,lspin_tf,0.2,0.0007,0.15,7,11,0.7652636753009555
LSPIN,lspin_tf,0.2,0.0007,0.15,8,9,0.7667283442374451
LSPIN,lspin_tf,0.2,0.0007,0.15,8,10,0.8525298798340564
LSPIN,lspin_tf,0.2,0.0007,0.15,8,11,0.8787119143849357
LSPIN,lspin_tf,0.2,0.0007,0.15,9,10,0.7791850661286706
LSPIN,lspin_tf,0.2,0.0007,0.15,9,11,0.7737409579935804
LSPIN,lspin_tf,0.2,0.0007,0.15,10,11,0.8459144048997923
Concrete,concrete,0.12,0.001,0.05,3,4,0.551702084387637
Concrete,concrete,0.12,0.001,0.05,3,5,0.7751939882566863
Concrete,concrete,0.12,0.001,0.05,3,6,0.7165563216539077
Concrete,concrete,0.12,0.001,0.05,3,7,0.7195194254115692
Concrete,concrete,0.12,0.001,0.05,3,8,0.6034400852179004
Concrete,concrete,0.12,0.001,0.05,3,9,0.6463648581532659
Concrete,concrete,0.12,0.001,0.05,3,10,0.7152016341257424
Concrete,concrete,0.12,0.001,0.05,3,11,0.8134697021234432
Concrete,concrete,0.12,0.001,0.05,4,5,0.6289071120059644
Concrete,concrete,0.12,0.001,0.05,4,6,0.7861456046815278
Concrete,concrete,0.12,0.001,0.05,4,7,0.7614910454178662
Concrete,concrete,0.12,0.001,0.05,4,8,0.7912453646194587
Concrete,concrete,0.12,0.001,0.05,4,9,0.7795890870030845
Concrete,concrete,0.12,0.001,0.05,4,10,0.7416588115828057
Concrete,concrete,0.12,0.001,0.05,4,11,0.7083422280791287
Concrete,concrete,0.12,0.001,0.05,5,6,0.7223918753802052
Concrete,concrete,0.12,0.001,0.05,5,7,0.7748928027458599
Concrete,concrete,0.12,0.001,0.05,5,8,0.6517451866527167
Concrete,concrete,0.12,0.001,0.05,5,9,0.7115570040922073
Concrete,concrete,0.12,0.001,0.05,5,10,0.7150258000996502
Concrete,concrete,0.12,0.001,0.05,5,11,0.721120114356474
Concrete,concrete,0.12,0.001,0.05,6,7,0.8259140224006534
Concrete,concrete,0.12,0.001,0.05,6,8,0.8036389583080409
Concrete,concrete,0.12,0.001,0.05,6,9,0.8270278390530359
Concrete,concrete,0.12,0.001,0.05,6,10,0.7985780108990479
Concrete,concrete,0.12,0.001,0.05,6,11,0.8172976163158067
Concrete,concrete,0.12,0.001,0.05,7,8,0.8340423207820337
Concrete,concrete,0.12,0.001,0.05,7,9,0.8197592643922462
Concrete,concrete,0.12,0.001,0.05,7,10,0.7136627540488837
Concrete,concrete,0.12,0.001,0.05,7,11,0.8091589122960148
Concrete,concrete,0.12,0.001,0.05,8,9,0.8645339883305756
Concrete,concrete,0.12,0.001,0.05,8,10,0.7171760960647235
Concrete,concrete,0.12,0.001,0.05,8,11,0.7683199399213053
Concrete,concrete,0.12,0.001,0.05,9,10,0.7738621118788903
Concrete,concrete,0.12,0.001,0.05,9,11,0.7682781353134573
Concrete,concrete,0.12,0.001,0.05,10,11,0.8436636869248834
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,4,0.3249608006043609
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,5,0.3479093631140157
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,6,0.5805430551516845
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,7,0.4432425175117621
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,8,0.448882524510558
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,9,0.5536445992678765
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,10,0.4062198756892612
L-LSPIN,lspin_tf,0.17,0.0025,0.0,3,11,0.6283131572746481
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,5,0.680601411384872
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,6,0.6287315152362638
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,7,0.4917239800620343
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,8,0.6930091900951628
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,9,0.4684201331555948
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,10,0.5066313728550345
L-LSPIN,lspin_tf,0.17,0.0025,0.0,4,11,0.3574983900492344
L-LSPIN,lspin_tf,0.17,0.0025,0.0,5,6,0.780646554788924
L-LSPIN,lspin_tf,0.17,0.0025,0.0,5,7,0.578791779686464
L-LSPIN,lspin_tf,0.17,0.0025,0.0,5,8,0.6647606705245821
L-LSPIN,lspin_tf,0.17,0.0025,0.0,5,9,0.4398062564194848
L-LSPIN,lspin_tf,0.17,0.0025,0.0,5,10,0.5989126555035065
L-LSPIN,lspin_tf,0.17,0.0025,0.0,5,11,0.3434995378014107
L-LSPIN,lspin_tf,0.17,0.0025,0.0,6,7,0.6133931678664375
L-LSPIN,lspin_tf,0.17,0.0025,0.0,6,8,0.7164776363164609
L-LSPIN,lspin_tf,0.17,0.0025,0.0,6,9,0.5926601524644804
L-LSPIN,lspin_tf,0.17,0.0025,0.0,6,10,0.5338416347773173
L-LSPIN,lspin_tf,0.17,0.0025,0.0,6,11,0.5279939305301028
L-LSPIN,lspin_tf,0.17,0.0025,0.0,7,8,0.6192887114147508
L-LSPIN,lspin_tf,0.17,0.0025,0.0,7,9,0.5461594327061159
L-LSPIN,lspin_tf,0.17,0.0025,0.0,7,10,0.5171388942231997
L-LSPIN,lspin_tf,0.17,0.0025,0.0,7,11,0.4590075059561053
L-LSPIN,lspin_tf,0.17,0.0025,0.0,8,9,0.509521327212443
L-LSPIN,lspin_tf,0.17,0.0025,0.0,8,10,0.5386530224661853
L-LSPIN,lspin_tf,0.17,0.0025,0.0,8,11,0.3930400503056075
L-LSPIN,lspin_tf,0.17,0.0025,0.0,9,10,0.3461403070941438
L-LSPIN,lspin_tf,0.17,0.0025,0.0,9,11,0.4814021996288012
L-LSPIN,lspin_tf,0.17,0.0025,0.0,10,11,0.5016082050495925
L-Concrete,concrete,0.15,0.0023,0.0,3,4,0.6275744110154813
L-Concrete,concrete,0.15,0.0023,0.0,3,5,0.6109060923410617
L-Concrete,concrete,0.15,0.0023,0.0,3,6,0.5358526009938717
L-Concrete,concrete,0.15,0.0023,0.0,3,7,0.4929289767403037
L-Concrete,concrete,0.15,0.0023,0.0,3,8,0.5617374507851022
L-Concrete,concrete,0.15,0.0023,0.0,3,9,0.5101077716876175
L-Concrete,concrete,0.15,0.0023,0.0,3,10,0.6985155219440083
L-Concrete,concrete,0.15,0.0023,0.0,3,11,0.7200563028728023
L-Concrete,concrete,0.15,0.0023,0.0,4,5,0.558072323225204
L-Concrete,concrete,0.15,0.0023,0.0,4,6,0.587464630212786
L-Concrete,concrete,0.15,0.0023,0.0,4,7,0.4873881708876133
L-Concrete,concrete,0.15,0.0023,0.0,4,8,0.5733864600955629
L-Concrete,concrete,0.15,0.0023,0.0,4,9,0.504367580169645
L-Concrete,concrete,0.15,0.0023,0.0,4,10,0.606598893781709
L-Concrete,concrete,0.15,0.0023,0.0,4,11,0.7405657815239868
L-Concrete,concrete,0.15,0.0023,0.0,5,6,0.5600584842078582
L-Concrete,concrete,0.15,0.0023,0.0,5,7,0.4581513344362661
L-Concrete,concrete,0.15,0.0023,0.0,5,8,0.4144139770895116
L-Concrete,concrete,0.15,0.0023,0.0,5,9,0.6869313165221789
L-Concrete,concrete,0.15,0.0023,0.0,5,10,0.5530102498018293
L-Concrete,concrete,0.15,0.0023,0.0,5,11,0.694244543065711
L-Concrete,concrete,0.15,0.0023,0.0,6,7,0.4446026637835245
L-Concrete,concrete,0.15,0.0023,0.0,6,8,0.4869523592085594
L-Concrete,concrete,0.15,0.0023,0.0,6,9,0.4878987641514752
L-Concrete,concrete,0.15,0.0023,0.0,6,10,0.6384091197714992
L-Concrete,concrete,0.15,0.0023,0.0,6,11,0.72226550028199
L-Concrete,concrete,0.15,0.0023,0.0,7,8,0.6050296684294021
L-Concrete,concrete,0.15,0.0023,0.0,7,9,0.372241240097706
L-Concrete,concrete,0.15,0.0023,0.0,7,10,0.474505841733446
L-Concrete,concrete,0.15,0.0023,0.0,7,11,0.6482107798988185
L-Concrete,concrete,0.15,0.0023,0.0,8,9,0.5121139366984994
L-Concrete,concrete,0.15,0.0023,0.0,8,10,0.4826480097413363
L-Concrete,concrete,0.15,0.0023,0.0,8,11,0.5953146103864095
L-Concrete,concrete,0.15,0.0023,0.0,9,10,0.4983687749036839
L-Concrete,concrete,0.15,0.0023,0.0,9,11,0.5753341641241873
L-Concrete,concrete,0.15,0.0023,0.0,10,11,0.6924165046554442
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,4,0.6061554031932858
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,5,0.6834094961595296
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,6,0.5416945468472736
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,7,0.6609864588685366
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,8,0.6600910496197544
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,9,0.7521113224800202
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,10,0.6225866346037167
L-LSPIN,lspin_tf,0.17,0.0025,0.15,3,11,0.6758268738481985
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,5,0.670977555642374
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,6,0.6738098569539439
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,7,0.6128988359391889
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,8,0.7577870883607619
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,9,0.6236275070991333
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,10,0.6578096336226041
L-LSPIN,lspin_tf,0.17,0.0025,0.15,4,11,0.5756734573194647
L-LSPIN,lspin_tf,0.17,0.0025,0.15,5,6,0.6692046375843048
L-LSPIN,lspin_tf,0.17,0.0025,0.15,5,7,0.6507488686858904
L-LSPIN,lspin_tf,0.17,0.0025,0.15,5,8,0.7381531137693172
L-LSPIN,lspin_tf,0.17,0.0025,0.15,5,9,0.6145085491222795
L-LSPIN,lspin_tf,0.17,0.0025,0.15,5,10,0.6646276973615926
L-LSPIN,lspin_tf,0.17,0.0025,0.15,5,11,0.7158534056378247
L-LSPIN,lspin_tf,0.17,0.0025,0.15,6,7,0.7406200855076088
L-LSPIN,lspin_tf,0.17,0.0025,0.15,6,8,0.7736894572371431
L-LSPIN,lspin_tf,0.17,0.0025,0.15,6,9,0.4423174464693551
L-LSPIN,lspin_tf,0.17,0.0025,0.15,6,10,0.7387971790775162
L-LSPIN,lspin_tf,0.17,0.0025,0.15,6,11,0.4056466815771365
L-LSPIN,lspin_tf,0.17,0.0025,0.15,7,8,0.7175972093211314
L-LSPIN,lspin_tf,0.17,0.0025,0.15,7,9,0.5810608342313138
L-LSPIN,lspin_tf,0.17,0.0025,0.15,7,10,0.7430392969514767
L-LSPIN,lspin_tf,0.17,0.0025,0.15,7,11,0.5882006838882926
L-LSPIN,lspin_tf,0.17,0.0025,0.15,8,9,0.5204845208888912
L-LSPIN,lspin_tf,0.17,0.0025,0.15,8,10,0.8274517531241851
L-LSPIN,lspin_tf,0.17,0.0025,0.15,8,11,0.6128525821115155
L-LSPIN,lspin_tf,0.17,0.0025,0.15,9,10,0.5692815072659668
L-LSPIN,lspin_tf,0.17,0.0025,0.15,9,11,0.7450669313630675
L-LSPIN,lspin_tf,0.17,0.0025,0.15,10,11,0.6004740612210395
L-Concrete,concrete,0.12,0.0023,0.1,3,4,0.5720276718209217
L-Concrete,concrete,0.12,0.0023,0.1,3,5,0.7811790132906182
L-Concrete,concrete,0.12,0.0023,0.1,3,6,0.6750995737628507
L-Concrete,concrete,0.12,0.0023,0.1,3,7,0.6551658628102796
L-Concrete,concrete,0.12,0.0023,0.1,3,8,0.7916798905978937
L-Concrete,concrete,0.12,0.0023,0.1,3,9,0.7234164233092222
L-Concrete,concrete,0.12,0.0023,0.1,3,10,0.7779176690427899
L-Concrete,concrete,0.12,0.0023,0.1,3,11,0.5229613488421455
L-Concrete,concrete,0.12,0.0023,0.1,4,5,0.6668061662133179
L-Concrete,concrete,0.12,0.0023,0.1,4,6,0.5752795377180863
L-Concrete,concrete,0.12,0.0023,0.1,4,7,0.6036918147534024
L-Concrete,concrete,0.12,0.0023,0.1,4,8,0.6358441919633974
L-Concrete,concrete,0.12,0.0023,0.1,4,9,0.5360904585050306
L-Concrete,concrete,0.12,0.0023,0.1,4,10,0.6655284241052483
L-Concrete,concrete,0.12,0.0023,0.1,4,11,0.3859385541484011
L-Concrete,concrete,0.12,0.0023,0.1,5,6,0.7035462736277553
L-Concrete,concrete,0.12,0.0023,0.1,5,7,0.7008834030875184
L-Concrete,concrete,0.12,0.0023,0.1,5,8,0.6976652017177539
L-Concrete,concrete,0.12,0.0023,0.1,5,9,0.6726419009579786
L-Concrete,concrete,0.12,0.0023,0.1,5,10,0.7162521830651477
L-Concrete,concrete,0.12,0.0023,0.1,5,11,0.5729411513744042
L-Concrete,concrete,0.12,0.0023,0.1,6,7,0.5839314164454121
L-Concrete,concrete,0.12,0.0023,0.1,6,8,0.7658378504030959
L-Concrete,concrete,0.12,0.0023,0.1,6,9,0.7463881299451703
L-Concrete,concrete,0.12,0.0023,0.1,6,10,0.7324342583898645
L-Concrete,concrete,0.12,0.0023,0.1,6,11,0.5909176399304158
L-Concrete,concrete,0.12,0.0023,0.1,7,8,0.643927174983901
L-Concrete,concrete,0.12,0.0023,0.1,7,9,0.6101689153655938
L-Concrete,concrete,0.12,0.0023,0.1,7,10,0.5758722795027673
L-Concrete,concrete,0.12,0.0023,0.1,7,11,0.4381603945036034
L-Concrete,concrete,0.12,0.0023,0.1,8,9,0.8513090494932973
L-Concrete,concrete,0.12,0.0023,0.1,8,10,0.7679351642709319
L-Concrete,concrete,0.12,0.0023,0.1,8,11,0.4487447961900473
L-Concrete,concrete,0.12,0.0023,0.1,9,10,0.6485610391494486
L-Concrete,concrete,0.12,0.0023,0.1,9,11,0.4634569513490172
L-Concrete,concrete,0.12,0.0023,0.1,10,11,0.5165785556120496
