model_family,gate_sigma,lambda_sparse,lambda_sample_smooth,mean_test_c,std_test_c,mean_Khard,std_Khard,mean_manifold_alignment,std_manifold_alignment,mean_gene_union_count,mean_gene_freq_ge_threshold_count,n_runs,mean_Ksoft,std_Ksoft
L-LSPIN,0.2,0.0014,0.15,0.7029664880173118,0.0097884808257086,898.8573608398438,69.2274940167003,0.99081334148467,0.0013955325942659,1347.6666666666667,1253.3333333333333,3,898.8605346679688,69.22728930955918
L-LSPIN,0.2,0.0018,0.0,0.7014606007771097,0.0185356578319952,691.3736572265625,57.5946504717001,0.9865226522091336,0.0040947973779611,1189.3333333333333,1034.3333333333333,3,691.3818155924479,57.60667376107119
L-LSPIN,0.2,0.0018,0.05,0.6880633970539334,0.009207728182597,656.0122680664062,30.82957336277197,0.9844353639142112,0.0032012887382484,960.0,874.6666666666666,3,656.0121256510416,30.82978549285118
L-LSPIN,0.2,0.0018,0.1,0.701424401564605,0.0137612828091712,691.3674926757812,4.678026187451353,0.9852756522322726,0.0021829115177015,1032.0,923.3333333333334,3,691.3652140299479,4.680634947320854
L-LSPIN,0.2,0.0018,0.15,0.6946851067951664,0.005323234908339,688.7476806640625,18.38352723967396,0.9865326661630824,0.0012142914872326,996.6666666666666,895.0,3,688.7450968424479,18.3833152506622
L-LSPIN,0.2,0.0025,0.0,0.7000021469877762,0.0038634783173508,445.9205017089844,5.274102505326882,0.9806049073097206,0.0043887256458455,794.6666666666666,687.0,3,445.9202779134114,5.273936049801593
L-LSPIN,0.2,0.0025,0.05,0.7159315480381027,0.0062851344704581,412.4166971842448,12.07095192023949,0.9748363899693728,0.0038818637534096,577.6666666666666,524.3333333333334,3,412.41480509440106,12.072158703391992
L-LSPIN,0.2,0.0025,0.1,0.7128672222871312,0.0035513452670994,464.7559814453125,39.94512504428128,0.979829066702893,0.0018426628189493,719.0,645.3333333333334,3,464.7548319498698,39.94331485674758
L-LSPIN,0.2,0.0025,0.15,0.7173540522646727,0.0049391610292634,462.5400390625,10.47244270570138,0.9796246791130052,0.0010782043493986,694.3333333333334,635.3333333333334,3,462.5399475097656,10.47284094642462
LSPIN,0.17,0.0005,0.0,0.7404618819795826,0.0108101122224716,701.0087687174479,42.73475458110521,0.9885534424794024,0.0007745968201942,1477.6666666666667,1215.6666666666667,3,701.0178833007812,42.73742221462827
LSPIN,0.17,0.0005,0.05,0.7411192097487226,0.0067027335968765,679.8311767578125,53.61866104257636,0.9871725427642772,0.0024980097219876,1382.6666666666667,1225.6666666666667,3,679.8335164388021,53.62216068906004
LSPIN,0.17,0.0005,0.1,0.7456236400330337,0.0030858752432613,710.9573364257812,87.94737398208723,0.9868741091444724,0.0035863182662872,1490.3333333333333,1319.6666666666667,3,710.9589436848959,87.94699275652405
LSPIN,0.17,0.0005,0.15,0.7457364817161523,0.0030125252812603,738.9910074869791,18.540132689656136,0.9883530574242284,0.0017416672397755,1424.6666666666667,1277.3333333333333,3,738.9952596028646,18.535206034780717
LSPIN,0.17,0.0006,0.0,0.7441534527058536,0.0037177109306307,578.9903157552084,23.848180963672934,0.9830922411042362,0.004061633147103,1147.0,971.6666666666666,3,578.9898885091146,23.855226364042224
LSPIN,0.17,0.0006,0.05,0.7444743774484399,0.0044131479904786,571.4383341471354,16.40205694684337,0.9826948003362568,0.0024743149570598,1133.0,963.6666666666666,3,571.4324747721354,16.399095628654017
LSPIN,0.17,0.0006,0.1,0.7442414542397017,0.0086195398545635,542.1490681966146,24.230595869343496,0.9846152302876026,0.0010699289049349,1060.0,969.6666666666666,3,542.1513061523438,24.233477600140528
