model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,temperature,patience,gating_hidden_dim,gate_hidden_dropout_p,risk_hidden_dims,risk_dropout_p,lspin_init_bias,gate_weight_decay,seed,rep_id,global_cfg_idx,phase,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
Concrete,concrete,mlp,0.15,0.001,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,990124,1,99,1,0.7384684287944014,0.7768658273631495,3,187.8173065185547,187.8134002685547,0.9260653671872036,379.0,324.0,276.17038371254944
Concrete,concrete,mlp,0.15,0.001,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,990125,2,99,1,0.7437814745911486,0.7840561313208597,2,165.1786346435547,165.1781768798828,0.9468869078418584,458.0,374.0,297.6059317103015
Concrete,concrete,mlp,0.12,0.002,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1030123,0,103,1,0.7361032471442566,0.7675569775799309,2,66.90483856201172,66.91056060791016,0.903922551452979,185.0,152.0,122.04409768558992
Concrete,concrete,mlp,0.12,0.002,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1030124,1,103,1,0.7369533045137672,0.7861630845563515,7,68.54434967041016,68.54752349853516,0.8789361034108084,137.0,120.0,97.80131830026554
Concrete,concrete,mlp,0.12,0.002,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1030125,2,103,1,0.744351424950794,0.7781178270849273,2,81.93802642822266,81.93335723876953,0.916736802738536,215.0,181.0,139.47436257049918
Concrete,concrete,mlp,0.12,0.0017,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1070123,0,107,1,0.7461968358393174,0.7824998261111498,1,115.51676177978516,115.50999450683594,0.938379622665058,290.0,246.0,197.97190744568329
Concrete,concrete,mlp,0.12,0.0017,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1070124,1,107,1,0.7304670297572505,0.7730982356077994,6,93.29066467285156,93.2904281616211,0.9070421656495806,185.0,162.0,134.17492623598315
Concrete,concrete,mlp,0.12,0.0017,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1070125,2,107,1,0.7379464111851073,0.7720491062113097,3,100.55160522460938,100.54822540283205,0.8986973388509527,247.0,214.0,168.44163915992166
Concrete,concrete,mlp,0.12,0.0014,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1110123,0,111,1,0.7483747801834026,0.7714520878254619,4,92.25333404541016,92.25218963623048,0.920135030549458,221.0,202.0,154.06756794912437
Concrete,concrete,mlp,0.12,0.0014,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1110124,1,111,1,0.742127045754806,0.7807667339036888,2,123.09551239013672,123.09154510498048,0.9353715463713096,323.0,283.0,216.545301959832
Concrete,concrete,mlp,0.12,0.0014,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1110125,2,111,1,0.7532616738715582,0.7810333634740674,6,135.16806030273438,135.16941833496094,0.9371833272198412,263.0,231.0,190.75081402107276
Concrete,concrete,mlp,0.12,0.0012,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1150123,0,115,1,0.7430182953316496,0.7766339755628202,1,153.23239135742188,153.2420196533203,0.9484876544166164,432.0,348.0,281.5804741595454
Concrete,concrete,mlp,0.12,0.0012,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1150124,1,115,1,0.7448704467631913,0.7790046602211866,5,183.9806060791016,183.97930908203125,0.9444659323898292,351.0,325.0,266.88792182478386
Concrete,concrete,mlp,0.12,0.0012,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1150125,2,115,1,0.7453198162977343,0.7852124921750018,2,160.9113006591797,160.90460205078125,0.9484221694952776,388.0,334.0,268.3116189278923
Concrete,concrete,mlp,0.12,0.001,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1190123,0,119,1,0.7325097887663607,0.780019011847627,3,212.50503540039065,212.50823974609372,0.939141714658628,441.0,368.0,308.2304743528491
Concrete,concrete,mlp,0.12,0.001,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1190124,1,119,1,0.7432527164388363,0.7740691150216782,5,178.01864624023438,178.0164794921875,0.9386177479660464,330.0,305.0,247.9721113337077
Concrete,concrete,mlp,0.12,0.001,0.15,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1190125,2,119,1,0.7421000835827334,0.7788829380260138,2,166.6620635986328,166.65310668945312,0.9443803058104816,414.0,324.0,263.9424960519371
L-Concrete,concrete,linear,0.15,0.003,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1230123,0,123,1,0.7161774530333942,0.7727040875472398,26,152.81228637695312,152.81129455566406,0.9436125318410612,279.0,243.0,204.5264261072386
L-Concrete,concrete,linear,0.15,0.003,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1230124,1,123,1,0.7273405412206674,0.7703623843639146,22,172.27667236328125,172.2781524658203,0.942264580879183,279.0,248.0,216.808270421004
L-Concrete,concrete,linear,0.15,0.003,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1230125,2,123,1,0.7191777436256932,0.7728026245623797,45,156.63922119140625,156.63766479492188,0.9475624969115132,258.0,218.0,190.1404271848124
L-Concrete,concrete,linear,0.15,0.0023,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1270123,0,127,1,0.7227262650501347,0.7690060513319886,4,290.1225891113281,290.12908935546875,0.9635161816739852,531.0,449.0,392.3831365076675
L-Concrete,concrete,linear,0.15,0.0023,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1270124,1,127,1,0.7222806402617128,0.7698465141081821,66,260.351806640625,260.3525085449219,0.9466539267628482,343.0,323.0,292.6787224929163
L-Concrete,concrete,linear,0.15,0.0023,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1270125,2,127,1,0.7189335861785915,0.7540979805708191,16,279.1490783691406,279.1504821777344,0.958921280922152,439.0,393.0,349.6514903117598
L-Concrete,concrete,linear,0.15,0.0018,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1310123,0,131,1,0.7071024352832975,0.7730634578377501,70,393.4207153320313,393.41986083984375,0.9678081186315524,485.0,462.0,433.14161932294894
L-Concrete,concrete,linear,0.15,0.0018,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1310124,1,131,1,0.6959363512991273,0.7692379031323178,27,434.27972412109375,434.2820129394531,0.9760055276073404,606.0,565.0,511.7209699899539
L-Concrete,concrete,linear,0.15,0.0018,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1310125,2,131,1,0.7169136701208205,0.7734749947833345,36,431.2505187988281,431.2483215332031,0.971223412100736,564.0,539.0,493.8863398288838
L-Concrete,concrete,linear,0.15,0.0014,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1350123,0,135,1,0.6959161296700729,0.7637488117595234,3,680.3092651367188,680.281982421875,0.9881640359915486,1279.0,1142.0,928.7819860239108
L-Concrete,concrete,linear,0.15,0.0014,0.15,0.3,20,64,0.0,(),0.0,0.0,0.0,1350124,1,135,1,0.6925503518563455,0.7495189075143168,23,632.6442260742188,632.6492309570312,0.983705037858594,860.0,785.0,714.866493892504
