histology,n_test,cindex,model_family,lambda_sparse,lambda_sample_smooth,seed
infiltratingductalcarcinoma,220,0.55810147299509,LSPIN,0.0033,0.1,240131
infiltratinglobularcarcinoma,60,0.5582010582010583,LSPIN,0.0033,0.1,240131
other,23,0.3783783783783784,LSPIN,0.0033,0.1,240131
infiltratingductalcarcinoma,220,0.6661211129296236,LSPIN,0.0033,0.1,240132
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.0033,0.1,240132
other,23,0.5675675675675675,LSPIN,0.0033,0.1,240132
infiltratingductalcarcinoma,220,0.5584288052373159,LSPIN,0.0022,0.1,250123
infiltratinglobularcarcinoma,60,0.43386243386243384,LSPIN,0.0022,0.1,250123
other,23,0.5135135135135135,LSPIN,0.0022,0.1,250123
infiltratingductalcarcinoma,220,0.7099836333878887,LSPIN,0.0022,0.1,250124
infiltratinglobularcarcinoma,60,0.5343915343915344,LSPIN,0.0022,0.1,250124
other,23,0.5405405405405406,LSPIN,0.0022,0.1,250124
infiltratingductalcarcinoma,220,0.6248772504091653,LSPIN,0.0022,0.1,250125
infiltratinglobularcarcinoma,60,0.4973544973544973,LSPIN,0.0022,0.1,250125
other,23,0.7027027027027027,LSPIN,0.0022,0.1,250125
infiltratingductalcarcinoma,220,0.5787234042553191,LSPIN,0.0022,0.1,250126
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.0022,0.1,250126
other,23,0.3783783783783784,LSPIN,0.0022,0.1,250126
infiltratingductalcarcinoma,220,0.7328968903436989,LSPIN,0.0022,0.1,250127
infiltratinglobularcarcinoma,60,0.49206349206349204,LSPIN,0.0022,0.1,250127
other,23,0.5135135135135135,LSPIN,0.0022,0.1,250127
infiltratingductalcarcinoma,220,0.5597381342062193,LSPIN,0.0022,0.1,250128
infiltratinglobularcarcinoma,60,0.4497354497354497,LSPIN,0.0022,0.1,250128
other,23,0.4864864864864865,LSPIN,0.0022,0.1,250128
infiltratingductalcarcinoma,220,0.6733224222585925,LSPIN,0.0022,0.1,250129
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,0.0022,0.1,250129
other,23,0.5675675675675675,LSPIN,0.0022,0.1,250129
infiltratingductalcarcinoma,220,0.5472995090016367,LSPIN,0.0022,0.1,250130
infiltratinglobularcarcinoma,60,0.4656084656084656,LSPIN,0.0022,0.1,250130
other,23,0.5135135135135135,LSPIN,0.0022,0.1,250130
infiltratingductalcarcinoma,220,0.5777414075286416,LSPIN,0.0022,0.1,250131
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.0022,0.1,250131
other,23,0.5675675675675675,LSPIN,0.0022,0.1,250131
infiltratingductalcarcinoma,220,0.7001636661211129,LSPIN,0.0022,0.1,250132
infiltratinglobularcarcinoma,60,0.6613756613756614,LSPIN,0.0022,0.1,250132
other,23,0.4594594594594595,LSPIN,0.0022,0.1,250132
infiltratingductalcarcinoma,220,0.5617021276595745,LSPIN,0.011,0.2,260123
infiltratinglobularcarcinoma,60,0.7936507936507936,LSPIN,0.011,0.2,260123
other,23,0.5675675675675675,LSPIN,0.011,0.2,260123
infiltratingductalcarcinoma,220,0.7073649754500818,LSPIN,0.011,0.2,260124
infiltratinglobularcarcinoma,60,0.48148148148148145,LSPIN,0.011,0.2,260124
other,23,0.5405405405405406,LSPIN,0.011,0.2,260124
infiltratingductalcarcinoma,220,0.5639934533551555,LSPIN,0.011,0.2,260125
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.011,0.2,260125
other,23,0.2972972972972973,LSPIN,0.011,0.2,260125
infiltratingductalcarcinoma,220,0.5472995090016367,LSPIN,0.011,0.2,260126
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.011,0.2,260126
other,23,0.5945945945945946,LSPIN,0.011,0.2,260126
infiltratingductalcarcinoma,220,0.6484451718494272,LSPIN,0.011,0.2,260127
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.011,0.2,260127
other,23,0.4864864864864865,LSPIN,0.011,0.2,260127
infiltratingductalcarcinoma,220,0.6513911620294599,LSPIN,0.011,0.2,260128
infiltratinglobularcarcinoma,60,0.5343915343915344,LSPIN,0.011,0.2,260128
other,23,0.5405405405405406,LSPIN,0.011,0.2,260128
infiltratingductalcarcinoma,220,0.5901800327332242,LSPIN,0.011,0.2,260129
infiltratinglobularcarcinoma,60,0.6878306878306878,LSPIN,0.011,0.2,260129
other,23,0.5675675675675675,LSPIN,0.011,0.2,260129
infiltratingductalcarcinoma,220,0.565302782324059,LSPIN,0.011,0.2,260130
infiltratinglobularcarcinoma,60,0.6455026455026455,LSPIN,0.011,0.2,260130
other,23,0.6486486486486487,LSPIN,0.011,0.2,260130
infiltratingductalcarcinoma,220,0.6111292962356792,LSPIN,0.011,0.2,260131
infiltratinglobularcarcinoma,60,0.544973544973545,LSPIN,0.011,0.2,260131
other,23,0.5945945945945946,LSPIN,0.011,0.2,260131
infiltratingductalcarcinoma,220,0.6425531914893617,LSPIN,0.011,0.2,260132
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.011,0.2,260132
other,23,0.7297297297297297,LSPIN,0.011,0.2,260132
infiltratingductalcarcinoma,220,0.6150572831423895,LSPIN,0.0075,0.2,270123
infiltratinglobularcarcinoma,60,0.4603174603174603,LSPIN,0.0075,0.2,270123
other,23,0.6216216216216216,LSPIN,0.0075,0.2,270123
infiltratingductalcarcinoma,220,0.623240589198036,LSPIN,0.0075,0.2,270124
infiltratinglobularcarcinoma,60,0.43915343915343913,LSPIN,0.0075,0.2,270124
other,23,0.5135135135135135,LSPIN,0.0075,0.2,270124
infiltratingductalcarcinoma,220,0.6304418985270049,LSPIN,0.0075,0.2,270125
infiltratinglobularcarcinoma,60,0.6349206349206349,LSPIN,0.0075,0.2,270125
other,23,0.4864864864864865,LSPIN,0.0075,0.2,270125
infiltratingductalcarcinoma,220,0.6618657937806874,LSPIN,0.0075,0.2,270126
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.0075,0.2,270126
other,23,0.5135135135135135,LSPIN,0.0075,0.2,270126
infiltratingductalcarcinoma,220,0.6432078559738135,LSPIN,0.0075,0.2,270127
infiltratinglobularcarcinoma,60,0.5343915343915344,LSPIN,0.0075,0.2,270127
other,23,0.5135135135135135,LSPIN,0.0075,0.2,270127
infiltratingductalcarcinoma,220,0.688379705400982,LSPIN,0.0075,0.2,270128
infiltratinglobularcarcinoma,60,0.4656084656084656,LSPIN,0.0075,0.2,270128
other,23,0.7297297297297297,LSPIN,0.0075,0.2,270128
infiltratingductalcarcinoma,220,0.5849427168576105,LSPIN,0.0075,0.2,270129
infiltratinglobularcarcinoma,60,0.6137566137566137,LSPIN,0.0075,0.2,270129
other,23,0.5405405405405406,LSPIN,0.0075,0.2,270129
infiltratingductalcarcinoma,220,0.6504091653027824,LSPIN,0.0075,0.2,270130
infiltratinglobularcarcinoma,60,0.6613756613756614,LSPIN,0.0075,0.2,270130
other,23,0.4594594594594595,LSPIN,0.0075,0.2,270130
infiltratingductalcarcinoma,220,0.6248772504091653,LSPIN,0.0075,0.2,270131
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.0075,0.2,270131
other,23,0.5135135135135135,LSPIN,0.0075,0.2,270131
infiltratingductalcarcinoma,220,0.6432078559738135,LSPIN,0.0075,0.2,270132
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.0075,0.2,270132
other,23,0.7837837837837838,LSPIN,0.0075,0.2,270132
infiltratingductalcarcinoma,220,0.6779050736497545,LSPIN,0.005,0.2,280123
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.005,0.2,280123
other,23,0.5675675675675675,LSPIN,0.005,0.2,280123
infiltratingductalcarcinoma,220,0.6543371522094926,LSPIN,0.005,0.2,280124
infiltratinglobularcarcinoma,60,0.43915343915343913,LSPIN,0.005,0.2,280124
other,23,0.5405405405405406,LSPIN,0.005,0.2,280124
infiltratingductalcarcinoma,220,0.567430441898527,LSPIN,0.005,0.2,280125
infiltratinglobularcarcinoma,60,0.4894179894179894,LSPIN,0.005,0.2,280125
other,23,0.581081081081081,LSPIN,0.005,0.2,280125
infiltratingductalcarcinoma,220,0.5885433715220949,LSPIN,0.005,0.2,280126
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.005,0.2,280126
other,23,0.5945945945945946,LSPIN,0.005,0.2,280126
infiltratingductalcarcinoma,220,0.625531914893617,LSPIN,0.005,0.2,280127
infiltratinglobularcarcinoma,60,0.48148148148148145,LSPIN,0.005,0.2,280127
other,23,0.3783783783783784,LSPIN,0.005,0.2,280127
infiltratingductalcarcinoma,220,0.6350245499181669,LSPIN,0.005,0.2,280128
infiltratinglobularcarcinoma,60,0.42328042328042326,LSPIN,0.005,0.2,280128
other,23,0.5945945945945946,LSPIN,0.005,0.2,280128
infiltratingductalcarcinoma,220,0.490671031096563,LSPIN,0.005,0.2,280129
infiltratinglobularcarcinoma,60,0.5026455026455027,LSPIN,0.005,0.2,280129
other,23,0.527027027027027,LSPIN,0.005,0.2,280129
infiltratingductalcarcinoma,220,0.6134206219312602,LSPIN,0.005,0.2,280130
infiltratinglobularcarcinoma,60,0.671957671957672,LSPIN,0.005,0.2,280130
other,23,0.5135135135135135,LSPIN,0.005,0.2,280130
infiltratingductalcarcinoma,220,0.5983633387888707,LSPIN,0.005,0.2,280131
infiltratinglobularcarcinoma,60,0.6507936507936508,LSPIN,0.005,0.2,280131
other,23,0.40540540540540543,LSPIN,0.005,0.2,280131
infiltratingductalcarcinoma,220,0.6795417348608838,LSPIN,0.005,0.2,280132
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.005,0.2,280132
other,23,0.5945945945945946,LSPIN,0.005,0.2,280132
infiltratingductalcarcinoma,220,0.551227495908347,LSPIN,0.0033,0.2,290123
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.0033,0.2,290123
other,23,0.5675675675675675,LSPIN,0.0033,0.2,290123
infiltratingductalcarcinoma,220,0.532569558101473,LSPIN,0.0033,0.2,290124
infiltratinglobularcarcinoma,60,0.38095238095238093,LSPIN,0.0033,0.2,290124
other,23,0.4864864864864865,LSPIN,0.0033,0.2,290124
infiltratingductalcarcinoma,220,0.5188216039279869,LSPIN,0.0033,0.2,290125
infiltratinglobularcarcinoma,60,0.5079365079365079,LSPIN,0.0033,0.2,290125
other,23,0.5405405405405406,LSPIN,0.0033,0.2,290125
infiltratingductalcarcinoma,220,0.6563011456628478,LSPIN,0.0033,0.2,290126
infiltratinglobularcarcinoma,60,0.42328042328042326,LSPIN,0.0033,0.2,290126
other,23,0.6216216216216216,LSPIN,0.0033,0.2,290126
infiltratingductalcarcinoma,220,0.5826513911620295,LSPIN,0.0033,0.2,290127
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.0033,0.2,290127
other,23,0.6216216216216216,LSPIN,0.0033,0.2,290127
infiltratingductalcarcinoma,220,0.6193126022913257,LSPIN,0.0033,0.2,290128
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.0033,0.2,290128
other,23,0.5405405405405406,LSPIN,0.0033,0.2,290128
infiltratingductalcarcinoma,220,0.7456628477905074,LSPIN,0.0033,0.2,290129
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.0033,0.2,290129
other,23,0.35135135135135137,LSPIN,0.0033,0.2,290129
infiltratingductalcarcinoma,220,0.6209492635024549,LSPIN,0.0033,0.2,290130
infiltratinglobularcarcinoma,60,0.5978835978835979,LSPIN,0.0033,0.2,290130
other,23,0.5405405405405406,LSPIN,0.0033,0.2,290130
infiltratingductalcarcinoma,220,0.579050736497545,LSPIN,0.0033,0.2,290131
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.0033,0.2,290131
other,23,0.5405405405405406,LSPIN,0.0033,0.2,290131
infiltratingductalcarcinoma,220,0.6045826513911621,LSPIN,0.0033,0.2,290132
infiltratinglobularcarcinoma,60,0.4074074074074074,LSPIN,0.0033,0.2,290132
other,23,0.4864864864864865,LSPIN,0.0033,0.2,290132
infiltratingductalcarcinoma,220,0.5905073649754501,LSPIN,0.0022,0.2,300123
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.0022,0.2,300123
other,23,0.5135135135135135,LSPIN,0.0022,0.2,300123
infiltratingductalcarcinoma,220,0.5188216039279869,LSPIN,0.0022,0.2,300124
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.0022,0.2,300124
other,23,0.4594594594594595,LSPIN,0.0022,0.2,300124
infiltratingductalcarcinoma,220,0.6563011456628478,LSPIN,0.0022,0.2,300125
infiltratinglobularcarcinoma,60,0.43386243386243384,LSPIN,0.0022,0.2,300125
other,23,0.5945945945945946,LSPIN,0.0022,0.2,300125
infiltratingductalcarcinoma,220,0.6454991816693945,LSPIN,0.0022,0.2,300126
infiltratinglobularcarcinoma,60,0.656084656084656,LSPIN,0.0022,0.2,300126
other,23,0.5405405405405406,LSPIN,0.0022,0.2,300126
infiltratingductalcarcinoma,220,0.6517184942716857,LSPIN,0.0022,0.2,300127
infiltratinglobularcarcinoma,60,0.3968253968253968,LSPIN,0.0022,0.2,300127
other,23,0.5135135135135135,LSPIN,0.0022,0.2,300127
infiltratingductalcarcinoma,220,0.5986906710310965,LSPIN,0.0022,0.2,300128
infiltratinglobularcarcinoma,60,0.42857142857142855,LSPIN,0.0022,0.2,300128
other,23,0.5945945945945946,LSPIN,0.0022,0.2,300128
infiltratingductalcarcinoma,220,0.6104746317512275,LSPIN,0.0022,0.2,300129
infiltratinglobularcarcinoma,60,0.6137566137566137,LSPIN,0.0022,0.2,300129
other,23,0.4864864864864865,LSPIN,0.0022,0.2,300129
infiltratingductalcarcinoma,220,0.6530278232405892,LSPIN,0.0022,0.2,300130
infiltratinglobularcarcinoma,60,0.4656084656084656,LSPIN,0.0022,0.2,300130
other,23,0.5675675675675675,LSPIN,0.0022,0.2,300130
infiltratingductalcarcinoma,220,0.5738134206219313,LSPIN,0.0022,0.2,300131
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.0022,0.2,300131
other,23,0.4864864864864865,LSPIN,0.0022,0.2,300131
infiltratingductalcarcinoma,220,0.6009819967266776,LSPIN,0.0022,0.2,300132
infiltratinglobularcarcinoma,60,0.5767195767195767,LSPIN,0.0022,0.2,300132
other,23,0.6486486486486487,LSPIN,0.0022,0.2,300132
infiltratingductalcarcinoma,220,0.6563011456628478,LSPIN,0.011,0.4,310123
infiltratinglobularcarcinoma,60,0.5502645502645502,LSPIN,0.011,0.4,310123
other,23,0.6486486486486487,LSPIN,0.011,0.4,310123
infiltratingductalcarcinoma,220,0.6124386252045827,LSPIN,0.011,0.4,310124
infiltratinglobularcarcinoma,60,0.5238095238095238,LSPIN,0.011,0.4,310124
other,23,0.5135135135135135,LSPIN,0.011,0.4,310124
infiltratingductalcarcinoma,220,0.5319148936170213,LSPIN,0.011,0.4,310125
infiltratinglobularcarcinoma,60,0.5608465608465608,LSPIN,0.011,0.4,310125
other,23,0.4864864864864865,LSPIN,0.011,0.4,310125
infiltratingductalcarcinoma,220,0.583633387888707,LSPIN,0.011,0.4,310126
infiltratinglobularcarcinoma,60,0.42328042328042326,LSPIN,0.011,0.4,310126
other,23,0.43243243243243246,LSPIN,0.011,0.4,310126
infiltratingductalcarcinoma,220,0.6913256955810148,LSPIN,0.011,0.4,310127
infiltratinglobularcarcinoma,60,0.5767195767195767,LSPIN,0.011,0.4,310127
other,23,0.35135135135135137,LSPIN,0.011,0.4,310127
infiltratingductalcarcinoma,220,0.5944353518821603,LSPIN,0.011,0.4,310128
infiltratinglobularcarcinoma,60,0.5925925925925926,LSPIN,0.011,0.4,310128
other,23,0.4864864864864865,LSPIN,0.011,0.4,310128
infiltratingductalcarcinoma,220,0.6386252045826514,LSPIN,0.011,0.4,310129
infiltratinglobularcarcinoma,60,0.41798941798941797,LSPIN,0.011,0.4,310129
other,23,0.35135135135135137,LSPIN,0.011,0.4,310129
infiltratingductalcarcinoma,220,0.660556464811784,LSPIN,0.011,0.4,310130
infiltratinglobularcarcinoma,60,0.37037037037037035,LSPIN,0.011,0.4,310130
other,23,0.5675675675675675,LSPIN,0.011,0.4,310130
infiltratingductalcarcinoma,220,0.5577741407528641,LSPIN,0.011,0.4,310131
infiltratinglobularcarcinoma,60,0.656084656084656,LSPIN,0.011,0.4,310131
other,23,0.5405405405405406,LSPIN,0.011,0.4,310131
infiltratingductalcarcinoma,220,0.6101472995090016,LSPIN,0.011,0.4,310132
infiltratinglobularcarcinoma,60,0.6507936507936508,LSPIN,0.011,0.4,310132
other,23,0.6216216216216216,LSPIN,0.011,0.4,310132
infiltratingductalcarcinoma,220,0.593126022913257,LSPIN,0.0075,0.4,320123
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.0075,0.4,320123
other,23,0.5675675675675675,LSPIN,0.0075,0.4,320123
infiltratingductalcarcinoma,220,0.5502454991816694,LSPIN,0.0075,0.4,320124
infiltratinglobularcarcinoma,60,0.5132275132275133,LSPIN,0.0075,0.4,320124
other,23,0.44594594594594594,LSPIN,0.0075,0.4,320124
infiltratingductalcarcinoma,220,0.6199672667757774,LSPIN,0.0075,0.4,320125
infiltratinglobularcarcinoma,60,0.6666666666666666,LSPIN,0.0075,0.4,320125
other,23,0.6486486486486487,LSPIN,0.0075,0.4,320125
infiltratingductalcarcinoma,220,0.6157119476268412,LSPIN,0.0075,0.4,320126
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.0075,0.4,320126
other,23,0.5405405405405406,LSPIN,0.0075,0.4,320126
infiltratingductalcarcinoma,220,0.5842880523731587,LSPIN,0.0075,0.4,320127
infiltratinglobularcarcinoma,60,0.49206349206349204,LSPIN,0.0075,0.4,320127
other,23,0.5135135135135135,LSPIN,0.0075,0.4,320127
infiltratingductalcarcinoma,220,0.6756137479541735,LSPIN,0.0075,0.4,320128
infiltratinglobularcarcinoma,60,0.6243386243386243,LSPIN,0.0075,0.4,320128
other,23,0.5675675675675675,LSPIN,0.0075,0.4,320128
infiltratingductalcarcinoma,220,0.611620294599018,LSPIN,0.0075,0.4,320129
infiltratinglobularcarcinoma,60,0.5343915343915344,LSPIN,0.0075,0.4,320129
other,23,0.5405405405405406,LSPIN,0.0075,0.4,320129
infiltratingductalcarcinoma,220,0.546644844517185,LSPIN,0.0075,0.4,320130
infiltratinglobularcarcinoma,60,0.5978835978835979,LSPIN,0.0075,0.4,320130
other,23,0.6216216216216216,LSPIN,0.0075,0.4,320130
infiltratingductalcarcinoma,220,0.6860883797054009,LSPIN,0.0075,0.4,320131
infiltratinglobularcarcinoma,60,0.708994708994709,LSPIN,0.0075,0.4,320131
other,23,0.5135135135135135,LSPIN,0.0075,0.4,320131
infiltratingductalcarcinoma,220,0.6985270049099837,LSPIN,0.0075,0.4,320132
infiltratinglobularcarcinoma,60,0.6878306878306878,LSPIN,0.0075,0.4,320132
other,23,0.6216216216216216,LSPIN,0.0075,0.4,320132
infiltratingductalcarcinoma,220,0.6134206219312602,LSPIN,0.005,0.4,330123
infiltratinglobularcarcinoma,60,0.582010582010582,LSPIN,0.005,0.4,330123
other,23,0.7027027027027027,LSPIN,0.005,0.4,330123
infiltratingductalcarcinoma,220,0.6068739770867431,LSPIN,0.005,0.4,330124
infiltratinglobularcarcinoma,60,0.6666666666666666,LSPIN,0.005,0.4,330124
other,23,0.5945945945945946,LSPIN,0.005,0.4,330124
infiltratingductalcarcinoma,220,0.5548281505728314,LSPIN,0.005,0.4,330125
infiltratinglobularcarcinoma,60,0.5291005291005291,LSPIN,0.005,0.4,330125
other,23,0.4594594594594595,LSPIN,0.005,0.4,330125
infiltratingductalcarcinoma,220,0.579214402618658,LSPIN,0.005,0.4,330126
infiltratinglobularcarcinoma,60,0.35185185185185186,LSPIN,0.005,0.4,330126
other,23,0.4189189189189189,LSPIN,0.005,0.4,330126
infiltratingductalcarcinoma,220,0.6199672667757774,LSPIN,0.005,0.4,330127
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.005,0.4,330127
other,23,0.5405405405405406,LSPIN,0.005,0.4,330127
infiltratingductalcarcinoma,220,0.55810147299509,LSPIN,0.005,0.4,330128
infiltratinglobularcarcinoma,60,0.5661375661375662,LSPIN,0.005,0.4,330128
other,23,0.6216216216216216,LSPIN,0.005,0.4,330128
infiltratingductalcarcinoma,220,0.6422258592471358,LSPIN,0.005,0.4,330129
infiltratinglobularcarcinoma,60,0.7248677248677249,LSPIN,0.005,0.4,330129
other,23,0.7027027027027027,LSPIN,0.005,0.4,330129
infiltratingductalcarcinoma,220,0.6739770867430442,LSPIN,0.005,0.4,330130
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.005,0.4,330130
other,23,0.43243243243243246,LSPIN,0.005,0.4,330130
infiltratingductalcarcinoma,220,0.6081833060556465,LSPIN,0.005,0.4,330131
infiltratinglobularcarcinoma,60,0.48677248677248675,LSPIN,0.005,0.4,330131
other,23,0.4594594594594595,LSPIN,0.005,0.4,330131
infiltratingductalcarcinoma,220,0.6320785597381342,LSPIN,0.005,0.4,330132
infiltratinglobularcarcinoma,60,0.5873015873015873,LSPIN,0.005,0.4,330132
other,23,0.3783783783783784,LSPIN,0.005,0.4,330132
infiltratingductalcarcinoma,220,0.6180032733224222,LSPIN,0.0033,0.4,340123
infiltratinglobularcarcinoma,60,0.43386243386243384,LSPIN,0.0033,0.4,340123
other,23,0.4594594594594595,LSPIN,0.0033,0.4,340123
infiltratingductalcarcinoma,220,0.7057283142389525,LSPIN,0.0033,0.4,340124
infiltratinglobularcarcinoma,60,0.5555555555555556,LSPIN,0.0033,0.4,340124
other,23,0.5945945945945946,LSPIN,0.0033,0.4,340124
infiltratingductalcarcinoma,220,0.6644844517184942,LSPIN,0.0033,0.4,340125
infiltratinglobularcarcinoma,60,0.5661375661375662,LSPIN,0.0033,0.4,340125
other,23,0.3783783783783784,LSPIN,0.0033,0.4,340125
infiltratingductalcarcinoma,220,0.6094926350245499,LSPIN,0.0033,0.4,340126
infiltratinglobularcarcinoma,60,0.4656084656084656,LSPIN,0.0033,0.4,340126
other,23,0.4864864864864865,LSPIN,0.0033,0.4,340126
infiltratingductalcarcinoma,220,0.6108019639934533,LSPIN,0.0033,0.4,340127
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.0033,0.4,340127
other,23,0.5135135135135135,LSPIN,0.0033,0.4,340127
infiltratingductalcarcinoma,220,0.6049099836333879,LSPIN,0.0033,0.4,340128
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.0033,0.4,340128
other,23,0.5405405405405406,LSPIN,0.0033,0.4,340128
infiltratingductalcarcinoma,220,0.5728314238952537,LSPIN,0.0033,0.4,340129
infiltratinglobularcarcinoma,60,0.5661375661375662,LSPIN,0.0033,0.4,340129
other,23,0.6486486486486487,LSPIN,0.0033,0.4,340129
infiltratingductalcarcinoma,220,0.6808510638297872,LSPIN,0.0033,0.4,340130
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.0033,0.4,340130
other,23,0.6216216216216216,LSPIN,0.0033,0.4,340130
infiltratingductalcarcinoma,220,0.5086743044189853,LSPIN,0.0033,0.4,340131
infiltratinglobularcarcinoma,60,0.5079365079365079,LSPIN,0.0033,0.4,340131
other,23,0.4594594594594595,LSPIN,0.0033,0.4,340131
infiltratingductalcarcinoma,220,0.665139116202946,LSPIN,0.0033,0.4,340132
infiltratinglobularcarcinoma,60,0.5873015873015873,LSPIN,0.0033,0.4,340132
other,23,0.6216216216216216,LSPIN,0.0033,0.4,340132
infiltratingductalcarcinoma,220,0.6356792144026187,LSPIN,0.0022,0.4,350123
infiltratinglobularcarcinoma,60,0.5026455026455027,LSPIN,0.0022,0.4,350123
other,23,0.5945945945945946,LSPIN,0.0022,0.4,350123
infiltratingductalcarcinoma,220,0.5494271685761047,LSPIN,0.0022,0.4,350124
infiltratinglobularcarcinoma,60,0.5687830687830688,LSPIN,0.0022,0.4,350124
other,23,0.5,LSPIN,0.0022,0.4,350124
infiltratingductalcarcinoma,220,0.6779050736497545,LSPIN,0.0022,0.4,350125
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.0022,0.4,350125
other,23,0.5675675675675675,LSPIN,0.0022,0.4,350125
infiltratingductalcarcinoma,220,0.6978723404255319,LSPIN,0.0022,0.4,350126
infiltratinglobularcarcinoma,60,0.7671957671957672,LSPIN,0.0022,0.4,350126
other,23,0.4864864864864865,LSPIN,0.0022,0.4,350126
infiltratingductalcarcinoma,220,0.6458265139116203,LSPIN,0.0022,0.4,350127
infiltratinglobularcarcinoma,60,0.6984126984126984,LSPIN,0.0022,0.4,350127
other,23,0.5405405405405406,LSPIN,0.0022,0.4,350127
infiltratingductalcarcinoma,220,0.6435351882160393,LSPIN,0.0022,0.4,350128
infiltratinglobularcarcinoma,60,0.6031746031746031,LSPIN,0.0022,0.4,350128
other,23,0.4594594594594595,LSPIN,0.0022,0.4,350128
infiltratingductalcarcinoma,220,0.7162029459901801,LSPIN,0.0022,0.4,350129
infiltratinglobularcarcinoma,60,0.544973544973545,LSPIN,0.0022,0.4,350129
other,23,0.5405405405405406,LSPIN,0.0022,0.4,350129
infiltratingductalcarcinoma,220,0.6422258592471358,LSPIN,0.0022,0.4,350130
infiltratinglobularcarcinoma,60,0.6772486772486772,LSPIN,0.0022,0.4,350130
other,23,0.6486486486486487,LSPIN,0.0022,0.4,350130
infiltratingductalcarcinoma,220,0.5250409165302782,LSPIN,0.0022,0.4,350131
infiltratinglobularcarcinoma,60,0.5079365079365079,LSPIN,0.0022,0.4,350131
other,23,0.40540540540540543,LSPIN,0.0022,0.4,350131
infiltratingductalcarcinoma,220,0.5584288052373159,LSPIN,0.0022,0.4,350132
infiltratinglobularcarcinoma,60,0.49206349206349204,LSPIN,0.0022,0.4,350132
other,23,0.6486486486486487,LSPIN,0.0022,0.4,350132
infiltratingductalcarcinoma,220,0.5384615384615384,LSPIN,0.011,0.7,360123
infiltratinglobularcarcinoma,60,0.47619047619047616,LSPIN,0.011,0.7,360123
other,23,0.4864864864864865,LSPIN,0.011,0.7,360123
infiltratingductalcarcinoma,220,0.5731587561374796,LSPIN,0.011,0.7,360124
infiltratinglobularcarcinoma,60,0.5026455026455027,LSPIN,0.011,0.7,360124
other,23,0.35135135135135137,LSPIN,0.011,0.7,360124
infiltratingductalcarcinoma,220,0.5872340425531914,LSPIN,0.011,0.7,360125
infiltratinglobularcarcinoma,60,0.5185185185185185,LSPIN,0.011,0.7,360125
other,23,0.5675675675675675,LSPIN,0.011,0.7,360125
infiltratingductalcarcinoma,220,0.611783960720131,LSPIN,0.011,0.7,360126
infiltratinglobularcarcinoma,60,0.3333333333333333,LSPIN,0.011,0.7,360126
other,23,0.5405405405405406,LSPIN,0.011,0.7,360126
infiltratingductalcarcinoma,220,0.6363338788870704,LSPIN,0.011,0.7,360127
infiltratinglobularcarcinoma,60,0.6507936507936508,LSPIN,0.011,0.7,360127
other,23,0.4864864864864865,LSPIN,0.011,0.7,360127
infiltratingductalcarcinoma,220,0.551227495908347,LSPIN,0.011,0.7,360128
infiltratinglobularcarcinoma,60,0.48148148148148145,LSPIN,0.011,0.7,360128
other,23,0.4594594594594595,LSPIN,0.011,0.7,360128
infiltratingductalcarcinoma,220,0.5941080196399345,LSPIN,0.011,0.7,360129
infiltratinglobularcarcinoma,60,0.5396825396825397,LSPIN,0.011,0.7,360129
other,23,0.5135135135135135,LSPIN,0.011,0.7,360129
infiltratingductalcarcinoma,220,0.5738134206219313,LSPIN,0.011,0.7,360130
infiltratinglobularcarcinoma,60,0.5873015873015873,LSPIN,0.011,0.7,360130
