model_family,gate_type,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,0.015,0.0,4,9,0.4892923564528551,2.1156462585034013,0.2727272727272727,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,0.015,0.0,5,6,0.32667156031395456,1.6455026455026456,0.2,1.5671453766691863,0.18867924528301888
LSPIN,lspin_tf,0.015,0.0,5,7,0.35500866205920184,1.6455026455026456,0.2,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,0.015,0.0,5,8,0.3725375371806446,2.1156462585034013,0.2727272727272727,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.015,0.0,5,9,0.4060252726649284,2.037288989669942,0.26,2.037288989669942,0.26
LSPIN,lspin_tf,0.015,0.0,6,7,0.3975731384322027,1.7238599143361049,0.21153846153846154,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.015,0.0,6,8,0.41244063419304094,1.6455026455026456,0.2,1.8022171831695641,0.22330097087378642
LSPIN,lspin_tf,0.015,0.0,6,9,0.28711213487914916,2.1156462585034013,0.2727272727272727,1.5671453766691863,0.18867924528301888
LSPIN,lspin_tf,0.015,0.0,7,8,0.3291036352224944,1.8022171831695641,0.22330097087378642,1.8805744520030236,0.23529411764705882
LSPIN,lspin_tf,0.015,0.0,7,9,0.44788383872868043,2.1156462585034013,0.2727272727272727,2.429075333837239,0.3263157894736842
LSPIN,lspin_tf,0.015,0.0,8,9,0.40868866509276935,2.037288989669942,0.26,2.2723607961703203,0.29896907216494845
LSPIN,lspin_tf,0.012,0.0,0,1,0.4543806213993759,2.1156462585034013,0.2727272727272727,2.429075333837239,0.3263157894736842
LSPIN,lspin_tf,0.012,0.0,0,2,0.5041314007921743,1.958931720836483,0.24752475247524752,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,0.012,0.0,0,3,0.5527436596109369,2.1940035273368608,0.2857142857142857,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,0.012,0.0,0,4,0.401909235867071,1.7238599143361049,0.21153846153846154,1.7238599143361049,0.21153846153846154
LSPIN,lspin_tf,0.012,0.0,0,5,0.47092086310483194,2.1940035273368608,0.2857142857142857,2.2723607961703203,0.29896907216494845
LSPIN,lspin_tf,0.012,0.0,0,6,0.51708196445383,2.507432602670698,0.3404255319148936,2.8208616780045355,0.4
LSPIN,lspin_tf,0.012,0.0,0,7,0.5819714125848272,2.742504409171076,0.38461538461538464,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,0.012,0.0,0,8,0.5170818638975188,2.1940035273368608,0.2857142857142857,2.5857898715041574,0.3548387096774194
LSPIN,lspin_tf,0.012,0.0,0,9,0.5534134627237687,2.1940035273368608,0.2857142857142857,2.2723607961703203,0.29896907216494845
LSPIN,lspin_tf,0.012,0.0,1,2,0.40087083377039884,1.958931720836483,0.24752475247524752,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.012,0.0,1,3,0.42208889201166805,1.7238599143361049,0.21153846153846154,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.012,0.0,1,4,0.4112084695419779,1.958931720836483,0.24752475247524752,2.1940035273368608,0.2857142857142857
LSPIN,lspin_tf,0.012,0.0,1,5,0.39562945618403406,1.8022171831695641,0.22330097087378642,2.037288989669942,0.26
LSPIN,lspin_tf,0.012,0.0,1,6,0.3659939989891901,1.958931720836483,0.24752475247524752,1.958931720836483,0.24752475247524752
LSPIN,lspin_tf,0.012,0.0,1,7,0.43625747624508054,2.1156462585034013,0.2727272727272727,2.1156462585034013,0.2727272727272727
LSPIN,lspin_tf,0.012,0.0,1,8,0.37197219561152095,2.037288989669942,0.26,2.3507180650037793,0.3125
