dataset,experiment,task_stage,variant_key,variant_label,model_family,goal1_group,split_seed,n_reps,split_mean_test_cindex,split_sd_test_cindex,split_mean_Ksoft,split_sd_Ksoft,split_mean_Khard,split_sd_Khard
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,123,1,0.718012185833968,,135.3186798095703,,135.3436279296875,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,124,1,0.7007806549885758,,73.4841079711914,,73.48648834228516,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,125,1,0.7162985529322163,,118.74138641357422,,118.72972869873048,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,126,1,0.6953541507996953,,140.0376739501953,,140.06564331054688,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,nosmooth,127,1,0.7335300837776085,,152.18963623046875,,152.12741088867188,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,123,1,0.7230578827113481,,112.03839111328124,,112.1081085205078,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,124,1,0.7188690022848438,,70.40890502929688,,70.40926361083984,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,125,1,0.7248667174409749,,97.16789245605467,,97.16216278076172,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,126,1,0.6885948210205636,,104.94647216796876,,104.9498062133789,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,nosmooth,127,1,0.712014470677837,,108.46370697021484,,108.45945739746094,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,123,1,0.7186785986290937,,82.34546661376953,,82.3629379272461,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,124,1,0.6936405178979437,,63.51765441894531,,63.50579071044922,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,125,1,0.7162985529322163,,77.91609954833984,,77.90733337402344,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,126,1,0.70496953541508,,88.89350891113281,,88.88803100585938,
kipan,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,nosmooth,127,1,0.7133472962680883,,96.0765380859375,,96.07335662841795,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,123,1,0.5694021325209444,,2718.995361328125,,317.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,124,1,0.7227722772277227,,2407.8330078125,,216.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,125,1,0.7065879664889566,,2464.929443359375,,130.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,126,1,0.7214394516374715,,2568.392822265625,,153.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,nosmooth,127,1,0.7158225437928408,,2366.996337890625,,147.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,123,1,0.7028750952018279,,2393.997314453125,,87.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,124,1,0.7345773038842346,,2160.057861328125,,67.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,125,1,0.6965917745620716,,2511.520263671875,,34.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,126,1,0.718012185833968,,2495.933349609375,,40.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,nosmooth,127,1,0.7253427265803504,,1989.2994384765625,,55.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,123,1,0.716012947448591,,1860.785888671875,,27.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,124,1,0.7097296268088348,,844.5118408203125,,73.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,125,1,0.715917745620716,,354.67706298828125,,131.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,126,1,0.7434310738766184,,470.0313720703125,,84.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,nosmooth,127,1,0.7138233054074639,,2126.264892578125,,13.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,123,1,0.7230578827113481,,596.3827514648438,,26.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,124,1,0.7162985529322163,,195.9988555908203,,88.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,125,1,0.7195354150799695,,236.32374572753903,,99.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,126,1,0.7367669459253617,,202.751220703125,,105.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,nosmooth,127,1,0.7071591774562072,,225.28237915039065,,78.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,123,1,0.7479055597867479,,222.91065979003903,,26.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,124,1,0.7128712871287128,,147.41632080078125,,59.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,125,1,0.690974866717441,,184.20411682128903,,55.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,126,1,0.7097296268088348,,181.86595153808597,,45.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,nosmooth,127,1,0.7211538461538461,,172.86534118652344,,43.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,123,1,0.7346725057121096,,106.42808532714844,,16.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,124,1,0.7131568926123382,,90.52488708496094,,44.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,125,1,0.7059215536938309,,98.85381317138672,,42.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,126,1,0.6737433358720487,,98.121337890625,,53.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,nosmooth,127,1,0.7085872048743336,,86.88496398925781,,20.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,123,1,0.666984006092917,,40.32583236694336,,20.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,124,1,0.6791698400609292,,35.383670806884766,,15.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,125,1,0.6907844630616908,,60.49712753295898,,44.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,126,1,0.6867859862909368,,49.58246612548828,,28.0,
kipan,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,nosmooth,127,1,0.7195354150799695,,56.13335418701172,,38.0,
kipan,goal1,screen,goal1_rsf,RSF,RSF,dense,123,1,0.7254379284082254,,,,,
kipan,goal1,screen,goal1_rsf,RSF,RSF,dense,124,1,0.7283891850723534,,,,,
kipan,goal1,screen,goal1_rsf,RSF,RSF,dense,125,1,0.7287699923838538,,,,,
kipan,goal1,screen,goal1_rsf,RSF,RSF,dense,126,1,0.7248667174409749,,,,,
kipan,goal1,screen,goal1_rsf,RSF,RSF,dense,127,1,0.7279131759329779,,,,,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,123,1,0.7290555978674791,,314.4164428710937,,274.5946044921875,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,124,1,0.7150609291698401,,143.47808837890625,,130.3166046142578,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,125,1,0.7391469916222392,,181.47445678710935,,167.78378295898438,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,126,1,0.7152513328255903,,184.45242309570312,,169.478759765625,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,smooth,127,1,0.7343869002284844,,210.87527465820312,,190.7567596435547,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,123,1,0.7405750190403656,,168.17486572265625,,155.54054260253906,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,124,1,0.7377189642041128,,109.5534439086914,,99.43243408203124,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,125,1,0.741051028179741,,163.5093994140625,,152.40541076660156,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,126,1,0.7094440213252095,,137.52406311035156,,128.5559844970703,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,smooth,127,1,0.7285795887281036,,166.07583618164062,,154.0038604736328,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,123,1,0.7368621477532369,,145.46299743652344,,133.78378295898438,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,124,1,0.7256283320639756,,119.56693267822266,,109.11968994140624,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,125,1,0.7241051028179741,,192.7549743652344,,174.61776733398438,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,126,1,0.7073495811119573,,111.82292175292967,,103.3938217163086,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,smooth,127,1,0.7229626808834729,,108.47071075439452,,99.85713958740234,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,123,1,0.7236290936785986,,128.14697265625,,119.78378295898438,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,124,1,0.7222010662604722,,79.42304992675781,,71.52123260498047,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,125,1,0.7297220106626047,,114.89990234375,,107.48262786865234,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,126,1,0.7083968012185834,,109.47725677490234,,103.47490692138672,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,smooth,127,1,0.7081111957349581,,102.84302520751952,,95.1853256225586,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,123,1,0.7181073876618431,,106.53369140625,,98.7606201171875,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,124,1,0.7205826351865956,,58.59355163574219,,53.3436279296875,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,125,1,0.7308644325971059,,98.37271881103516,,92.25096893310548,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,126,1,0.7005902513328256,,85.07164764404297,,79.79922485351562,
kipan,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,smooth,127,1,0.7122048743335873,,89.56023406982422,,83.08494567871094,
kipan,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,123,1,0.7358149276466108,,84.15647888183594,,78.93822479248047,
kipan,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,124,1,0.7204874333587205,,48.139869689941406,,43.6563720703125,
kipan,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,125,1,0.7218202589489718,,90.82982635498048,,86.01930236816406,
kipan,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,126,1,0.7098248286367098,,73.49691009521484,,68.69111633300781,
kipan,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,smooth,127,1,0.7132520944402132,,89.60325622558594,,85.35906982421875,
kipan,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,123,1,0.73000761614623,,269.7092590332031,,244.4748992919922,
kipan,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,124,1,0.7267707539984768,,291.4920959472656,,263.0038757324219,
kipan,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,125,1,0.7235338918507236,,328.7156066894531,,298.38995361328125,
kipan,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,126,1,0.7246763137852247,,218.0613555908203,,193.6911163330078,
kipan,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,linear_gated,127,1,0.7111576542269612,,239.2606201171875,,215.39768981933597,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,123,1,0.728008377760853,,383.5334777832031,,345.478759765625,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,124,1,0.732006854531607,,377.1420593261719,,340.146728515625,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,125,1,0.7317212490479817,,379.2030029296875,,347.53668212890625,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,126,1,0.7281987814166032,,361.1440734863281,,326.9922790527344,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,linear_gated,127,1,0.7167745620715917,,418.3807067871094,,373.0115966796875,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,123,1,0.7302932216298553,,220.0419921875,,199.03860473632807,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,124,1,0.7358149276466108,,213.8954162597656,,195.6100311279297,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,125,1,0.732006854531607,,243.09800720214844,,224.06564331054688,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,126,1,0.736100533130236,,197.27728271484372,,179.2123565673828,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,linear_gated,127,1,0.7042079207920792,,174.73590087890625,,156.0308837890625,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,123,1,0.7241051028179741,,167.4899444580078,,150.70655822753906,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,124,1,0.7242003046458492,,152.51416015625,,136.40927124023438,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,125,1,0.7352437166793603,,176.19566345214844,,161.6602325439453,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,126,1,0.7167745620715917,,122.02589416503906,,105.45559692382812,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,linear_gated,127,1,0.7111576542269612,,144.83895874023438,,127.57142639160156,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,123,1,0.7262947448591013,,137.7827911376953,,125.71428680419922,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,124,1,0.7245811119573495,,96.47003173828124,,85.74903106689453,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,125,1,0.7196306169078446,,118.8315200805664,,108.93050384521484,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,126,1,0.7143945163747144,,95.6882095336914,,85.2625503540039,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,linear_gated,127,1,0.6935453160700685,,102.6200942993164,,92.1544418334961,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,123,1,0.7101104341203351,,55.37630462646485,,50.158302307128906,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,124,1,0.7174409748667174,,54.37308883666992,,47.63706588745117,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,125,1,0.7217250571210967,,68.29574584960938,,61.864864349365234,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,126,1,0.7111576542269612,,45.82913589477539,,41.26641082763672,
kipan,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,linear_gated,127,1,0.6861195734958111,,60.74440002441406,,53.40926742553711,
kipan,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,123,1,0.7373381568926123,,1676.1810302734375,,1676.6099853515625,
kipan,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,124,1,0.7247715156130998,,1512.8118896484375,,1513.065673828125,
kipan,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,125,1,0.7197258187357197,,1572.68994140625,,1572.8031005859375,
kipan,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,126,1,0.7153465346534653,,1600.7418212890625,,1600.8070068359375,
kipan,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,linear_gated,127,1,0.7378141660319878,,1631.0150146484375,,1631.03857421875,
kipan,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,123,1,0.7424790555978675,,1896.1812744140625,,1896.5328369140625,
kipan,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,124,1,0.7186785986290937,,1819.3177490234373,,1819.7760009765625,
kipan,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,125,1,0.718012185833968,,1833.5394287109373,,1833.606201171875,
kipan,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,126,1,0.7354341203351105,,1910.5858154296875,,1910.7451171875,
kipan,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,linear_gated,127,1,0.7273419649657273,,1841.193359375,,1841.2548828125,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,123,1,0.7419078446306169,,1363.4683837890625,,1363.671875,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,124,1,0.7071591774562072,,1178.4700927734375,,1178.5714111328125,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,125,1,0.7214394516374715,,1211.3143310546875,,1211.3629150390625,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,126,1,0.7155369383092155,,1315.913330078125,,1316.0,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,linear_gated,127,1,0.7274371667936025,,1335.4515380859375,,1335.4169921875,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,123,1,0.7147753236862148,,1105.9791259765625,,1105.980712890625,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,124,1,0.7067783701447068,,901.162841796875,,901.227783203125,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,125,1,0.713061690784463,,1022.6288452148438,,1022.6602172851562,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,126,1,0.6943069306930693,,1072.1160888671875,,1072.1351318359375,
kipan,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,linear_gated,127,1,0.7440974866717441,,1036.2166748046875,,1036.2432861328125,
kipan,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,123,1,0.7424790555978675,,650.0414428710938,,650.0579223632812,
kipan,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,124,1,0.7150609291698401,,553.1836547851562,,553.1621704101562,
kipan,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,125,1,0.7119192688499619,,578.2615356445312,,578.2548217773438,
kipan,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,126,1,0.7002094440213252,,611.5781860351562,,611.6138916015625,
kipan,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,linear_gated,127,1,0.7184881949733435,,816.9601440429688,,816.9304809570312,
kipan,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,123,1,0.7414318354912415,,332.8684997558594,,332.8764343261719,
kipan,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,124,1,0.7186785986290937,,226.9785614013672,,226.93821716308597,
kipan,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,125,1,0.7177265803503428,,318.49285888671875,,318.4864807128906,
kipan,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,126,1,0.6783130236100533,,261.912109375,,261.95367431640625,
kipan,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,linear_gated,127,1,0.7298172124904798,,432.8469848632813,,432.8146667480469,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,123,1,0.7217250571210967,,1007.3248291015624,,1007.4633178710938,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,124,1,0.6982102056359482,,947.5551147460938,,947.5521240234376,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,125,1,0.7104912414318355,,946.391845703125,,946.5675659179688,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,126,1,0.7058263518659559,,972.6697387695312,,972.7181396484376,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,smooth,127,1,0.7227722772277227,,1055.25146484375,,1055.4093017578125,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,123,1,0.7365765422696116,,823.5294189453125,,823.6331787109375,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,124,1,0.7179169840060929,,828.0451049804688,,828.2741088867188,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,125,1,0.7092536176694593,,775.4743041992188,,775.6100463867188,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,126,1,0.7035415079969536,,735.1001586914062,,735.0926513671875,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,smooth,127,1,0.7083968012185834,,842.7651977539062,,842.833984375,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,123,1,0.7301028179741051,,713.6788330078125,,713.8494262695312,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,124,1,0.7017326732673267,,620.762451171875,,620.8803100585938,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,125,1,0.7163937547600914,,617.1326293945312,,617.3049926757812,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,126,1,0.7112528560548362,,632.5626220703125,,632.62548828125,
kipan,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,smooth,127,1,0.7090632140137091,,729.8858642578125,,729.9498291015625,
kipan,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,123,1,0.7334348819497334,,498.09320068359375,,498.1428527832031,
kipan,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,smooth,124,1,0.7059215536938309,,410.9168395996094,,410.895751953125,
