dataset,experiment,task_stage,variant_key,variant_label,model_family,gate_type,lambda_sparse,lambda_base,lambda_multiplier,gate_sigma,goal1_group,n_runs,mean_test_cindex,std_test_cindex,mean_best_val_cindex,mean_best_epoch,std_best_epoch,mean_Ksoft,std_Ksoft,mean_Khard,std_Khard,mean_gene_union_count,std_gene_union_count,mean_effective_gene_count,std_effective_gene_count,ci95_test_cindex,ci95_Ksoft,ci95_Khard,ci95_gene_union_count,ci95_effective_gene_count
kipan,goal1,screen,goal1_nosmooth_concrete_lamx2p0,Concrete nosmooth x2,Concrete,concrete,0.004,0.002,2.0,0.15,nosmooth,5,0.7294935262757045,0.005541613272741187,0.7831306615495446,9.4,1.816590212458495,128.7845443725586,26.35594608093818,120.72200775146484,24.16304392353018,1115.0,173.25414857947845,392.03735568220054,73.30754427046347,0.004857438201282835,23.1020053229324,21.17984183248007,151.86395701416447,64.25689568291395
kipan,goal1,screen,goal1_nosmooth_concrete_lamx2p5,Concrete nosmooth x2.5,Concrete,concrete,0.005,0.002,2.5,0.15,nosmooth,5,0.7241051028179741,0.00949802257125988,0.7807923922097965,11.8,3.2710854467592254,91.82533645629883,21.134219128891672,86.35984420776367,20.07223753716872,896.8,82.26907073742842,286.23223690524117,39.246602728591846,0.008325383855496457,18.52495984444264,17.59409193670383,72.11201996893445,34.401164062127556
kipan,goal1,screen,goal1_nosmooth_concrete_lamx3p0,Concrete nosmooth x3,Concrete,concrete,0.006,0.002,3.0,0.15,nosmooth,5,0.7236671744097487,0.01355190579526304,0.7911836799231715,12.0,2.449489742783178,75.51508255004883,17.470399441529914,71.1544403076172,16.66460769078679,786.8,118.20194583846748,243.06265590025282,38.82026395981131,0.01187876917248955,15.313480292171416,14.607172681066302,103.60857369928416,34.027461654500314
kipan,goal1,screen,goal1_nosmooth_lspin_lamx1p0,LSPIN nosmooth x1,LSPIN,lspin_tf,0.007,0.007,1.0,0.22,nosmooth,5,0.7206968773800456,0.015047220366832455,0.783102233320305,8.6,1.6733200530681513,228.64908142089843,43.03621804113951,228.63089294433593,43.017334932065,733.6,165.57415257219347,438.48885916600966,90.68722449494472,0.013189470184161422,37.72290834152039,37.70635656663766,145.1321437035917,79.49085707530033
kipan,goal1,screen,goal1_nosmooth_lspin_lamx1p25,LSPIN nosmooth x1.2,LSPIN,lspin_tf,0.00875,0.007,1.25,0.22,nosmooth,5,0.715974866717441,0.02271492470877876,0.7882176625229553,8.2,2.280350850198276,200.7706329345703,48.37191793447523,200.74749450683595,48.35069976820571,715.4,240.02978981784742,396.18703958255935,114.61451171669854,0.019910509375026617,42.3998555077829,42.381256965025386,210.3953872498159,100.46404904734175
kipan,goal1,screen,goal1_nosmooth_lspin_lamx1p5,LSPIN nosmooth x1.5,LSPIN,lspin_tf,0.0105,0.007,1.5,0.22,nosmooth,5,0.7187928408225438,0.01874078873093547,0.7792434784021491,8.6,1.1401754250991376,167.50010528564454,34.57525175471767,167.4872589111328,34.56185330409534,537.0,109.67907731194678,314.2165360498704,62.34702379087398,0.016427025601298818,30.306544398985295,30.294800139202486,96.13795005095542,54.64957588934681
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p0,LSPIN nosmooth x2,LSPIN,lspin_tf,0.014,0.007,2.0,0.22,nosmooth,5,0.7127951256664128,0.015148971229441501,0.7853259105069796,10.4,3.1304951684997055,123.954296875,30.65727079181185,123.95057983398438,30.648460159966096,413.2,115.89305414907314,232.08415101640813,53.59114549766587,0.013278658747622145,26.87228266608316,26.864559806764277,101.58474090137749,46.97471017534617
kipan,goal1,screen,goal1_nosmooth_lspin_lamx2p5,LSPIN nosmooth x2.5,LSPIN,lspin_tf,0.0175,0.007,2.5,0.22,nosmooth,5,0.7134805788271135,0.014763590554947102,0.7876360056030336,10.2,1.30384048104053,98.60507354736328,16.69542915626008,98.61775970458984,16.709139354842886,319.8,53.56024645200953,182.27611477317006,27.67262359446396,0.01294085769255154,14.634188886716363,14.646206405634704,46.947625967667406,24.256124049410506
kipan,goal1,screen,goal1_nosmooth_lspin_lamx3p0,LSPIN nosmooth x3,LSPIN,lspin_tf,0.021,0.007,3.0,0.22,nosmooth,5,0.7093869002284844,0.010213385915670531,0.7825005278746802,11.0,1.0000000000000002,81.749853515625,12.285674701988508,81.74748992919922,12.289252952734344,272.4,46.86469886812461,147.22078082591725,16.84457631720527,0.008952427473648269,10.768868682973542,10.772005158041567,41.07871974636016,14.764922137401983
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p5,MLP+STG nosmooth x0.5,MLP+STG,global_stg,0.0005,0.001,0.5,0.22,nosmooth,5,0.6872048743335872,0.06616118136257886,0.7815030546061925,2.8,1.3038404810405297,2505.42939453125,141.33632523372432,192.6,76.79387996448675,192.6,76.79387996448675,192.59999999999985,76.79387996448658,0.05799283240738004,123.88675131774954,67.31280365576819,67.31280365576819,67.31280365576804
kipan,goal1,screen,goal1_nosmooth_stg_lamx0p75,MLP+STG nosmooth x0.75,MLP+STG,global_stg,0.00075,0.001,0.75,0.22,nosmooth,5,0.7154798172124905,0.015684714225490587,0.7912338891545232,3.6,1.8165902124584947,2310.1616455078124,227.79845284114316,56.6,21.337759957408835,56.6,21.337759957408835,56.59999999999998,21.337759957408792,0.013748258188615128,199.67414768305386,18.70337124691695,18.70337124691695,18.70337124691692
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p0,MLP+STG nosmooth x1,MLP+STG,global_stg,0.001,0.001,1.0,0.22,nosmooth,5,0.7197829398324448,0.013462662792609107,0.7895773756806014,17.8,14.078352176302452,1131.2542114257812,813.1376915341308,65.6,47.241930527868995,65.6,47.241930527868995,65.59999999999994,47.24193052786892,0.011800544231672998,712.746612108328,41.409377875065935,41.409377875065935,41.40937787506587
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p25,MLP+STG nosmooth x1.2,MLP+STG,global_stg,0.00125,0.001,1.25,0.22,nosmooth,5,0.7205635948210205,0.010813142465001388,0.7896297689295426,39.6,15.372052563011877,291.34779052734376,171.30337347730935,79.2,31.491268631161876,79.2,31.491268631161876,79.20000000000007,31.4912686311619,0.009478137268036035,150.1540272451569,27.603314003938003,27.603314003938003,27.603314003938028
kipan,goal1,screen,goal1_nosmooth_stg_lamx1p5,MLP+STG nosmooth x1.5,MLP+STG,global_stg,0.0015,0.001,1.5,0.22,nosmooth,5,0.7165270373191166,0.020727407904763625,0.795477989430338,33.6,8.080841540334768,181.85247802734375,27.193391795339572,45.6,12.83744522870497,45.6,12.83744522870497,45.599999999999994,12.83744522870496,0.018168374084387835,23.836058856520417,11.252516874015342,11.252516874015342,11.252516874015333
kipan,goal1,screen,goal1_nosmooth_stg_lamx2p0,MLP+STG nosmooth x2,MLP+STG,global_stg,0.002,0.001,2.0,0.22,nosmooth,5,0.7072162985529322,0.021869664768660507,0.7924639740689907,43.6,12.280065146407,96.16261749267578,7.653721452969852,35.0,16.1245154965971,35.0,16.1245154965971,34.99999999999999,16.124515496597088,0.019169606370599983,6.708782648278107,14.133760999818836,14.133760999818836,14.133760999818827
kipan,goal1,screen,goal1_nosmooth_stg_lamx3p0,MLP+STG nosmooth x3,MLP+STG,global_stg,0.003,0.001,3.0,0.22,nosmooth,5,0.6886519421172886,0.019501461803697776,0.7947328838453557,59.6,11.588787684654509,48.384490203857425,10.513792055316369,29.0,12.083045973594572,29.0,12.083045973594572,29.0,12.083045973594583,0.017093784947444082,9.215745064897975,10.591256771507336,10.591256771507336,10.591256771507345
kipan,goal1,screen,goal1_rsf,RSF,RSF,,,,,,dense,5,0.7270753998476771,0.0017929817998268394,,-1.0,0.0,,,,,,,,,0.0015716178412384315,,,,
kipan,goal1,screen,goal1_smooth_concrete_lamx1p0,Concrete smooth x1,Concrete,concrete,0.002,0.002,1.0,0.15,smooth,5,0.7265803503427266,0.011023080859468187,0.7847425312401116,8.0,2.23606797749979,206.93933715820313,64.70755633892372,186.5861022949219,53.79436678636837,997.0,243.1501593665939,472.3473844604065,118.49974957372365,0.009662156384313086,56.718673895638496,47.15284148882362,213.13051175277556,103.86961018251074
kipan,goal1,screen,goal1_smooth_concrete_lamx1p25,Concrete smooth x1.2,Concrete,concrete,0.0025,0.002,1.25,0.15,smooth,5,0.7314737242955065,0.013297040750500123,0.7860888594369644,9.4,1.6733200530681511,148.96752166748047,25.285890180545625,137.987646484375,24.22785509911688,799.2,70.41448714575716,347.4117276402876,45.30808272493619,0.011655370110939613,22.16405997159542,21.236651332650975,61.721019304609676,39.71428553803136
kipan,goal1,screen,goal1_smooth_concrete_lamx1p5,Concrete smooth x1.5,Concrete,concrete,0.003,0.002,1.5,0.15,smooth,5,0.7233815689261234,0.010541555291679373,0.7847923932458948,9.4,3.1304951684997055,135.61570739746094,35.079821878807586,124.1544403076172,31.171611442240767,743.6,124.1140604444154,318.6138680592541,69.92029080721778,0.009240080614540937,30.748819612962475,27.32312212399976,108.79077063795438,61.287837114585095
kipan,goal1,screen,goal1_smooth_concrete_lamx2p0,Concrete smooth x2,Concrete,concrete,0.004,0.002,2.0,0.15,smooth,5,0.7184120335110433,0.009694098796408732,0.7907551428683165,9.2,1.0954451150103321,106.95804138183594,17.982627191493677,99.4895751953125,17.974853131496314,711.6,133.64804525319477,256.8193382263915,32.8163345820076,0.008497252244632577,15.762467711172667,15.755653447139482,117.14767678447575,28.764785519916483
kipan,goal1,screen,goal1_smooth_concrete_lamx2p5,Concrete smooth x2.5,Concrete,concrete,0.005,0.002,2.5,0.15,smooth,5,0.7164699162223915,0.011148455172955965,0.781135358855356,10.4,1.8165902124584947,87.62636871337891,18.208114909678578,81.4478775024414,17.40463108716999,695.4,133.70228120716567,214.44906609344062,39.36087557519465,0.009772051815448775,15.960116410626146,15.255831787813518,117.19521669419791,34.50132862849817
kipan,goal1,screen,goal1_smooth_concrete_lamx3p0,Concrete smooth x3,Concrete,concrete,0.006,0.002,3.0,0.15,smooth,5,0.7202399086062452,0.010030496391099123,0.7821916479498375,10.8,2.0493901531919194,77.24526824951172,17.650774291134688,72.53281707763672,17.578644955431688,745.6,141.30392775857294,197.11935831117893,34.4791047812736,0.00879211773719707,15.471585818829267,15.408361668490171,123.85835367870833,30.222267860952183
kipan,goal1,screen,goal1_smooth_lconcrete,L-Concrete smooth,L-Concrete,concrete,0.002,0.002,1.0,0.15,linear_gated,5,0.7232292460015233,0.007183291775830801,0.7817725860009554,15.8,5.403702434442518,269.4477874755859,43.44687777248576,242.99150695800782,40.815531690328655,1106.2,130.17757103280118,578.7680773940157,83.98897769546488,0.006296432855485357,38.082867466885894,35.77639093176973,114.10567200625916,73.61958488720705
kipan,goal1,screen,goal1_smooth_lconcrete_lamx0p75,L-Concrete smooth x0.75,L-Concrete,concrete,0.0015,0.002,0.75,0.15,linear_gated,5,0.7273419649657273,0.006200555783676249,0.7882493303364566,15.2,1.7888543819998317,383.8806640625,21.063091800628182,346.6332092285156,16.776538018739647,1410.4,110.84809425515623,787.2141474414863,24.432243720364248,0.005435026778387192,18.462613992349038,14.705283939308503,97.16263858088662,21.415805858218114
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p25,L-Concrete smooth x1.2,L-Concrete,concrete,0.0025,0.002,1.25,0.15,linear_gated,5,0.7276846915460776,0.013356378773149123,0.7853398677647431,14.6,4.393176527297759,209.80971984863282,25.57702653234169,190.79150390625,25.20306823489325,905.8,82.12916656097273,464.3947629072762,52.8886313396152,0.011707382181038698,22.41925223554364,22.091463335396483,71.98938855136916,46.358929365623695
kipan,goal1,screen,goal1_smooth_lconcrete_lamx1p5,L-Concrete smooth x1.5,L-Concrete,concrete,0.003,0.002,1.5,0.15,linear_gated,5,0.7222962680883473,0.009070441270920448,0.7854588399648036,18.0,6.041522986797287,152.61292419433593,21.05636496440902,136.3606170654297,21.669385553528524,771.2,29.583779339360937,358.6380651124447,32.64595890006441,0.0079505923209375,18.456717660429696,18.994053898309943,25.93132592059263,28.615444650153645
kipan,goal1,screen,goal1_smooth_lconcrete_lamx2p0,L-Concrete smooth x2,L-Concrete,concrete,0.004,0.002,2.0,0.15,linear_gated,5,0.7156892612338156,0.013220308699404697,0.7881595942246598,17.6,5.856620185738529,110.27852935791016,17.971099945355185,99.56216278076172,17.47752312378576,597.8,50.58359417834996,262.5925860331365,37.109494137966166,0.011588111502677087,15.75236363443672,15.319724474978894,44.33847521058883,32.52790578922394
kipan,goal1,screen,goal1_smooth_lconcrete_lamx3p0,L-Concrete smooth x3,L-Concrete,concrete,0.006,0.002,3.0,0.15,linear_gated,5,0.7093107387661843,0.013803050344434733,0.7875537548684979,31.6,20.69541011915444,56.92373504638672,8.305278109574575,50.86718215942383,7.591478495521509,497.2,46.84762534003192,160.6498747459416,12.207320571387514,0.012098907075867115,7.279897238619481,6.654224290559859,41.0637541391432,10.700188259335588
kipan,goal1,screen,goal1_smooth_llspin,L-LSPIN smooth,L-LSPIN,lspin_tf,0.007,0.007,1.0,0.22,linear_gated,5,0.7269992383853771,0.01021649135362199,0.7892151309529057,14.6,10.96813566655701,1598.687939453125,61.45125950431585,1598.8648681640625,61.48971456350345,3037.6,197.35323660887855,2611.3413435509447,119.2667024260015,0.008955149510029145,53.864403873415064,53.89811121897259,172.98773903372458,104.54187399809713
kipan,goal1,screen,goal1_smooth_llspin_lamx0p75,L-LSPIN smooth x0.75,L-LSPIN,lspin_tf,0.00525,0.007,0.75,0.22,linear_gated,5,0.7283891850723534,0.010621085590693885,0.7917093151711204,8.2,3.5637059362410923,1860.163525390625,40.54865209599055,1860.3830078125,40.54307508326963,3578.8,176.24897162820554,3044.981203056438,92.02317724324449,0.009309791995248933,35.542460653188684,35.53757218600298,154.48903515783894,80.6618712899913
kipan,goal1,screen,goal1_smooth_llspin_lamx1p25,L-LSPIN smooth x1.2,L-LSPIN,lspin_tf,0.00875,0.007,1.25,0.22,linear_gated,5,0.7226961157654227,0.013093868502526843,0.7917289017301262,23.4,8.17312669668102,1280.92353515625,81.16863624536583,1281.004638671875,81.18156697542832,2354.0,171.286310019219,2053.906580513258,131.26877882210215,0.01147728178355661,71.14744660795179,71.15878089258781,150.13907046468617,115.06215780568522
kipan,goal1,screen,goal1_smooth_llspin_lamx1p5,L-LSPIN smooth x1.5,L-LSPIN,lspin_tf,0.0105,0.007,1.5,0.22,linear_gated,5,0.7146039603960397,0.018340428911646944,0.7913298538759749,29.4,12.441864811996632,1027.6207153320313,77.79826773509494,1027.6494262695312,77.77523213193618,1889.4,139.78483465669655,1645.3476334687061,118.60876346613463,0.01607609474691446,68.19318835346114,68.17299675703138,122.52680986624925,103.96516507228847
kipan,goal1,screen,goal1_smooth_llspin_lamx2p0,L-LSPIN smooth x2,L-LSPIN,lspin_tf,0.014,0.007,2.0,0.22,linear_gated,5,0.7176313785224677,0.015499196745485723,0.7951266496396094,42.0,20.615528128088304,642.0049926757813,104.34574555651348,642.003857421875,104.33662648220223,1132.0,162.91562233254368,982.204876876631,156.48021675413187,0.013585644947663435,91.46307864908621,91.4550854280259,142.80183920384218,137.160957504087
kipan,goal1,screen,goal1_smooth_llspin_lamx3p0,L-LSPIN smooth x3,L-LSPIN,lspin_tf,0.021,0.007,3.0,0.22,linear_gated,5,0.7171934501142422,0.023775176977906445,0.7916425364650562,63.8,17.66918221084383,314.6198028564453,78.71589773155601,314.6138946533203,78.70842240698366,594.2,106.70848138737615,447.25300738729436,116.8192947782653,0.020839861464677235,68.99752650917084,68.99097409828296,93.5341079179141,102.39662660945267
kipan,goal1,screen,goal1_smooth_lspin_lamx1p0,LSPIN smooth x1,LSPIN,lspin_tf,0.007,0.007,1.0,0.22,smooth,5,0.7118050266565118,0.010499730138901,0.783955512144139,10.0,6.041522986797286,985.8385986328125,46.02959488381617,985.94208984375,46.06482458382152,1916.2,167.15621436249384,1673.8884528812273,92.82287980932941,0.00920341925170649,40.34671882969988,40.377599023283125,146.51888200501665,81.36284149541368
kipan,goal1,screen,goal1_smooth_lspin_lamx1p25,LSPIN smooth x1.2,LSPIN,lspin_tf,0.00875,0.007,1.25,0.22,smooth,5,0.7151370906321401,0.013056436973927483,0.7852578649508852,9.8,5.848076606885378,800.9828369140625,44.65896584840256,801.0887939453125,44.706288621629106,1540.8,145.77448336385896,1356.130206121279,108.66026618520836,0.01144447160211625,39.145309509212915,39.18678974883772,127.77696844110834,95.24492272419226
kipan,goal1,screen,goal1_smooth_lspin_lamx1p5,LSPIN smooth x1.5,LSPIN,lspin_tf,0.0105,0.007,1.5,0.22,smooth,5,0.7137090632140137,0.010571347458903611,0.786549909884186,8.2,1.4832396974191326,662.8044799804687,54.44293343644418,662.9220092773437,54.43488379058483,1284.4,127.67654443945452,1128.0780710001977,93.13444864870446,0.009266194600496231,47.72133522288708,47.71427939719525,111.91342553956608,81.63594362438292
kipan,goal1,screen,goal1_smooth_lspin_lamx2p0,LSPIN smooth x2,LSPIN,lspin_tf,0.014,0.007,2.0,0.22,smooth,5,0.7107768469154607,0.021116035831927546,0.7912598680679028,9.8,1.6431676725154982,482.06666259765626,74.64983036719684,482.07798461914064,74.64572953672563,932.8,155.59305897115075,815.0637953973023,130.11122579187946,0.018509021481920435,65.43346132227305,65.42986678587948,136.3833294211576,114.04751783853482
kipan,goal1,screen,goal1_smooth_lspin_lamx2p5,LSPIN smooth x2.5,LSPIN,lspin_tf,0.0175,0.007,2.5,0.22,smooth,5,0.701028179741051,0.021556393289681373,0.789528641011524,13.2,3.8340579025361627,380.6978332519531,56.61652123052671,380.704248046875,56.579646445579975,720.8,109.33983720492729,624.1747275140472,93.56253349446588,0.018895011812215562,49.62656892743896,49.5942467533267,95.84059298647938,82.01117653596484
kipan,goal1,screen,goal1_smooth_lspin_lamx3p0,LSPIN smooth x3,LSPIN,lspin_tf,0.021,0.007,3.0,0.22,smooth,5,0.7033130236100533,0.026340609925381536,0.7986708552615185,13.6,4.39317652729776,321.8614013671875,62.608881946650506,321.9027099609375,62.616654066506015,640.6,123.73075607948091,524.785612117933,113.42367329926411,0.02308856258988784,54.87910468296419,54.88591724638806,108.45478954845655,99.42023315191389
kipan,goal1,screen,mlp,MLP,MLP,,,,,,dense,5,0.7259139375476009,0.01041818618389772,0.8001648515175338,15.4,9.154233993076646,,,,,,,,,0.009131942823702215,,,,
