gene
NEFM
CPN2
UNC5D
EPN3
SLC44A5
MAL
C4orf31
ACMSD
PKP3
ELFN2
CADM3
CDHR1
LOC388387
DCAF12L1
CYorf15B
FOXJ1
POF1B
ABCC2
STAP1
G6PC
LOX
DES
SMOC1
ADCY8
TMEM174
UGT1A6
SLC12A1
HS6ST3
SLC9A2
IGJ
TMEM130
SFTPB
STC2
C6
ADAM6
TMEM92
TM4SF5
FAM151A
FCAMR
ANKRD2
EBF2
BCHE
SLC47A1
C19orf21
C1orf186
CSDC2
GRIN2A
ZMAT4
ACAN
CNTN3
AMN
TTTY15
A1CF
HHATL
EPS8L3
PROC
ANGPTL3
LOC84856
GRHL2
TEX11
HNF4A
TFCP2L1
BIRC7
COMP
LIX1
TNFAIP6
MMP7
SCNN1A
C19orf46
OPCML
UMOD
SLC7A9
GABRB3
ANKS4B
KCNJ16
CXCL13
SERPINA6
SLC16A9
PAPPA2
ACTG2
CLEC18B
PLA2G12B
FOXI2
FABP4
PCDH10
FOSB
SLC22A8
CCL20
GLDC
MYL3
PPAN-P2RY11
PCK1
CCL14-CCL15
SPAG6
UBD
SFN
HSD11B2
PDZK1IP1
LGALS2
UBE2QL1
NXPH4
RIMS2
TMEM61
HCN2
GDA
SCN9A
OLIG1
SLC13A2
L1CAM
HGFAC
PROM2
AVPR1A
CHST9
CCDC135
PITX2
C7
FOLH1
COL11A1
GALNT5
TFPI2
MMP1
ST6GALNAC5
WFDC5
NKAIN4
FXYD1
KLK15
C1QL4
TRIM15
SLC44A4
SLC13A3
SORCS2
B4GALNT2
TMEM195
TBC1D3G
VNN1
C6orf168
ITGA8
F2
KRT17
CNTNAP5
WFDC2
GAD1
SYT9
AQP6
CA4
C15orf59
REG3G
ADCY2
SERPINA3
VTCN1
OGN
CDH17
SIM1
TMEM72
INPP5J
HPD
LUM
SOX11
PART1
DNER
SYT10
TTR
WT1
COL21A1
DAO
TINAG
DNAJB13
TCL6
SLITRK2
PCDH17
LRRTM1
LRFN5
GABRD
TAGLN3
APLNR
MAT1A
F5
CLNK
CAMK2B
PXDNL
ALDH8A1
SLC34A1
FXYD4
SLC30A2
LYG1
LOC100271831
GLYATL1
MAPK4
ADH1B
UGT1A10
PKP1
UGT1A8
FMO2
HBA1
SLC2A5
AQP2
FAM150B
ENPP7
ANPEP
PRKY
FHL5
CCL19
TACSTD2
FA2H
ATP2B2
PGF
PADI1
PCOLCE2
C16orf89
ESM1
IGLON5
ANGPT2
TRIM54
CYP17A1
CLEC18A
CXCL1
GREM1
ACTC1
IL20RB
SCNN1G
B3GNT3
TREH
PDZD3
DGCR5
IL12RB2
TF
CPNE7
ERBB4
CDCA2
MMRN1
SERPINA5
RGS5
ACY3
GLRB
LOC285768
NEGR1
AGR2
TSPAN8
AZGP1
LIPH
MME
CYSLTR2
GGT1
KCNK9
FLJ42875
SYT13
EPHA3
DEFB1
TOX3
FAM189A1
MGST1
CTSE
TSPAN5
FXYD3
AOX1
BNC1
STK33
PTPN20B
CDH22
SYNGR3
DIRAS1
POSTN
GPR143
PPP2R2C
NOL4
CCBE1
C12orf56
UCHL1
LOC723809
GRIK5
DCN
PDE1C
SLITRK5
C19orf33
DLGAP1
HECW2
CDH2
LOC554202
VAT1L
C1orf116
THRSP
IP6K3
MCCD1
PPP1R14D
TDRD9
BEX1
SLC23A3
DOC2A
LOC146336
TMPRSS4
ANO5
KRT23
PRND
KLK3
ADAMTS4
KCNV1
FREM1
PSG4
DUSP15
FAM153A
TNNT1
MT1G
LAMC2
TUBA3E
C14orf180
TFAP2A
CGREF1
GALNT9
CCL15
COL5A3
KCNJ13
QRFPR
UGT2B7
ZNF385B
CD5L
SPINK5
S100A1
HAGHL
PPFIA4
KCNJ1
HOXB13
B4GALNT4
MOGAT3
MAGED4B
FBXL21
EDIL3
LPPR1
XDH
CALCR
ALDH1A2
CES1
PKHD1
FAM70A
MAPK15
CCNO
MUC13
FER1L4
CD36
PLN
FCN3
TMC5
NNMT
C21orf62
CASR
SCG3
LOC643763
COL17A1
IL6
TMEM27
IGF2BP2
VSIG2
CXCL9
FAM196B
WNK2
TNNI3
FUT3
GPRIN2
CLGN
TMPRSS3
NPC1L1
C2CD4A
CPA4
SLC38A4
LHX9
KDR
ANO4
NLRP2
CLDN19
RGS7
SERPINE1
KNDC1
PI3
CPXM2
PIP
SLC26A9
C1orf168
CYP4F3
CYS1
SPINK13
MUM1L1
THSD7B
CASQ2
MARCO
GALNT14
GPR37
CNNM1
LOC254559
NCAM1
MYH14
GCOM1
ABCA13
MUC12
CES3
ARSF
GGTLC2
PDE10A
WISP2
STC1
MGC29506
EDAR
NRK
TRIM29
CELF5
EHF
TRPA1
F2RL3
ALDOC
MGC45800
SYT7
SULT4A1
CDH13
GPR64
TNFSF12-TNFSF13
AGTR1
SLC5A2
WNT7B
SUCNR1
CREB3L1
LRRC14B
PTPRN
SLC17A2
LAD1
CTXN3
EPB41L4B
FABP1
SCNN1B
DIRAS2
CYP2C9
SLC9A3
IL1R2
EPS8L1
FIBCD1
IGF2BP1
MYO3A
FLJ16779
PTPRH
PITX1
PTGDS
MYO7B
FOXP2
GPD1
APLN
PDZK1P1
PCDH20
KCNK2
CA10
CPNE4
GUCY1B2
CHGB
NAT8L
TMEM30B
IL20RA
VWDE
TMEM45A
C5orf27
WISP3
CALCA
EDN2
DDX43
LGALS12
ZNHIT2
RIC3
SLC38A5
PTPRD
SLC9A4
PDE1A
PTH1R
CLDN3
OXGR1
EGLN3
FAM3B
ADAMTSL1
DIO1
SEMA5B
RASD1
HRH2
MUC20
KCNH2
HMGA2
LOC389493
PRDM16
PCDHA11
GRM5
CYP4F11
FAM83B
GLIS1
PRODH
ENPEP
THPO
GFRA1
ABCB1
IYD
FLRT3
ST8SIA6
APOH
CBLC
CACNA2D1
CXCL11
SERPINF2
IGF2
PNMA2
VEGFA
NAT8B
MAGED4
ZPLD1
DMKN
EGF
BARX2
COX4I2
COL22A1
PDE3A
GPRC6A
OGDHL
PPP1R14C
LOC284749
PTN
CDH9
LEFTY1
SULT1C4
HOXB9
PAEP
KRTAP5-8
CDH11
PDGFRA
SLC23A1
TRIM10
ADAMTS16
PRUNE2
VWCE
SLC4A3
CBLN4
CNKSR1
IL1RL1
ONECUT2
PGA3
SCN4A
FREM2
PLA2G2D
SLC38A3
SYT14
FAM153C
LRRC19
LRRC7
PRRX1
TFAP2C
C4orf49
UGT1A1
MYO3B
ERP27
APCDD1L
FLT1
C1orf95
RBP5
IQSEC3
NR1H4
CTNNA2
GUCA2B
GAL3ST3
MYOM3
GYG2
FRZB
NETO2
MAOB
DPP4
IDO1
HS3ST2
NTM
SLC4A9
B4GALNT3
CPZ
CXCL10
KBTBD12
EREG
PDK4
LRRN2
MFAP5
ADCY1
DAZ1
ASPDH
FAM38B
RNF128
B3GALT5
MYH11
RAPGEF4
TGFBI
PCDHA12
MEOX2
ROR2
LOC283392
FUT9
ST8SIA5
STK32A
MST1P9
TPSB2
XPNPEP2
GPR172B
APOLD1
KCNT2
SCN2A
TRPM8
SCG5
SORCS1
SLC22A13
SFRP1
CPEB1
TDGF1
SEMA3D
FAM155B
PF4V1
TM6SF2
PHYHD1
C2orf72
MCOLN3
KCNH6
MFAP4
POU2AF1
RNF212
PRKG2
COCH
GABRE
NEB
AGT
KCNJ3
CRLF1
MAP3K15
ANXA3
PCDHA10
SERPINA4
UGT1A3
BICC1
WNT2
F11
GJB2
TPSG1
C7orf68
WFDC12
BTNL9
SYT12
IRX5
C12orf59
B4GALNT1
COL7A1
C1orf161
AMBP
ADH6
TM4SF4
ABCA12
VWA5B1
C19orf51
CSPG4
ABCC6P1
LYPD6B
COL25A1
DOK7
SLIT2
CHRDL2
CST6
EPHA6
CHD5
MT1H
IGDCC4
TMC4
ANK1
CHI3L2
ITIH5
CEND1
TMEM155
NR2E1
CHI3L1
CHRNA1
SCIN
CPA3
DDR2
OR51E1
CLDN10
TRPC2
CCDC108
IL22RA1
PSCA
ODZ3
SERPINA1
LSAMP
SMTNL2
ATHL1
TRPC6
TRNP1
MMP9
MTTP
C4orf48
EPHA10
FCRL5
GSG1
TRPM3
PRSS22
GLTPD2
ZNF208
KCNN3
DBC1
PLIN2
IGFBP3
TRIM63
USH1G
LRRN4CL
C9orf84
GZMK
FRMD1
PHACTR3
PPAP2C
DPT
ANKRD43
BAAT
HTR6
C4A
ABCA8
FAM81B
RGS7BP
PCDHA4
SLC6A15
ALB
FGFR4
PACRG
TMEM176A
RASGEF1C
TRHDE
CNTN1
KCNK15
CCDC64B
LMTK3
DAPL1
PSG5
KMO
C2
MGAT3
CLSTN2
KRT5
REG1B
ATRNL1
SPARCL1
MEGF11
ATP1A3
PIK3C2G
LOC643008
SLC36A2
VGF
PANX2
C2orf54
ANGPT1
LOC145837
GJB1
ZMYND10
SVOPL
DGKI
NPR3
PHYHIPL
RASAL1
MAG
ELMOD1
SLC12A3
KIF1A
F12
SELE
CR1L
COL6A3
NTRK2
KLRG2
KIT
C4BPA
MYOCD
KIAA1644
AGXT2L1
C22orf45
C8orf47
PGR
SLC18A3
EYA1
AGR3
ARPP21
AQP9
SAMD11
NGEF
LOC55908
KLHL4
ADORA1
ADAMDEC1
FERMT1
SLC16A11
LOC100130238
ALOX15B
OLFML2A
STEAP4
ISM2
GPX2
SPESP1
ARX
TPSAB1
SYCE1L
C14orf73
EDNRA
STXBP6
CXCR2P1
CORO6
LRRC15
PLCXD3
C1orf114
TNFRSF9
KHK
GPRC5A
ABO
RPS6KA6
KCNN1
NTNG1
FAM153B
NTN1
PLAC9
ASB5
CRP
TBX15
DHDH
CYP2C8
FAP
KRT15
TMSB4Y
NGFR
LIPC
SLC29A2
RASGRF2
DUSP9
HMCN1
CABP1
LPHN3
C3orf70
PDZD2
GJB3
PCDHGB7
TUBBP5
SLC16A12
SLC5A9
GPR4
ISLR
AGMAT
GRIA3
PPP1R1B
FLNC
NKD2
SRPX2
CDH6
NPY6R
PRRG2
HECW1
EFEMP1
BDKRB2
LOC153328
NLRP6
BCAS1
GJC1
C19orf77
SCGB2A1
KRTCAP3
RASD2
CNN1
FAM101A
COX7A1
HOXD10
CACNA1E
OVOL1
FAM184B
PDZK1
LOC728264
PTGIS
IL13RA2
NECAB2
KCTD16
IGFBP6
TSPAN1
PAK6
PGA5
GLDN
NTS
SPSB4
HOXD11
ZDHHC8P1
PSAT1
C4orf6
TSPAN7
KLHDC8A
CD8B
CCDC78
OIT3
CYP4F2
NEURL
FST
AQP4
ZNF366
FAM135B
CD8A
LAG3
NOG
CYP8B1
ANO3
VCAM1
RANBP3L
PCBP3
LOC285733
CES8
ADCYAP1
CYP21A2
PCDHGB2
BAIAP2L2
CFB
ETV4
COL10A1
CTSG
MYRIP
SERPINE2
ODZ1
ODZ2
EMID2
VSNL1
OVOL2
TCN1
C2orf40
GLB1L3
MAL2
ACSM1
ZNF521
COL8A1
AKR7A3
INHBB
CPXM1
CXCL2
C3
F10
VGLL3
EFNA5
SHISA2
GREB1L
PADI3
C12orf39
UNC93A
OR51E2
CYP3A5
RERGL
WDR66
LOC96610
CEL
ACSM5
PLA2G2A
LHX1
KCNIP1
LONRF2
CDH3
CD79A
SLC35F3
NKX6-1
NMU
SLC1A6
C6orf174
RYR2
C1orf130
DPYSL4
PCDH7
PLVAP
EDN1
ESPN
LOC284276
BAI2
C3orf66
ASAM
IBSP
CTHRC1
ST6GAL2
ABCC3
IL7R
PCDHGA9
ALDH1L1
B3GNT4
KCP
LOC255167
RNF183
RARRES1
ABCB5
SLC4A11
BTBD11
LRRC10B
COL3A1
TNS4
P4HA3
AKR1C2
FNDC1
SPOCK1
C11orf86
psiTPTE22
CYP3A7
GAS2L3
COL14A1
LOC84740
SAA4
CYP4F12
NLGN1
LEF1
GJB4
TMEM132E
CCL28
C1S
EBF1
GPR116
ITPKA
PAPPA
C2orf62
ITGAD
TMED6
HSPB7
VCAN
GGT3P
FOXC2
TTLL6
LRRK2
NGF
MORN5
ITIH3
HAMP
GIPC2
FBXO2
INHBE
BCMO1
OMD
GPM6A
AP3B2
C3orf55
H19
PRSS12
ZNF114
ADH1C
UGT3A2
SYTL5
MARCH10
ITGBL1
MFSD2A
ANO1
PTGFR
PLIN5
NRXN2
RSPO3
MNX1
TRIM55
HNF4G
BCL6B
LIMS3
PNMA3
NRXN3
CTXN1
ABI3BP
BDKRB1
ATP13A4
IHH
ARMC3
HTR1F
SCG2
GATA3
GBP5
STXBP5L
PCDHGB1
PRLR
EYA4
KCNH3
LRRC43
KCNG1
MMP12
PCDHGB5
CDA
CDH8
PRKG1
CCDC146
METTL7B
SIX4
KCNJ4
ADAMTS5
KIAA1324L
SLC22A3
AVPR1B
C20orf103
AEBP1
MASP1
CA8
LRG1
ACCN1
C5orf23
ITGB6
BDH1
LDHD
IL8
HBG1
RUNDC3A
MPPED2
CRABP2
BAALC
KSR2
CPS1
SLC35F1
OCA2
CHST13
DDIT4L
KLK6
SLCO4C1
NALCN
C20orf54
TPSD1
TDO2
GSTO2
OLFM1
P2RY1
LCN10
ARSE
VSIG1
ABCC6
TGFA
UNC13C
EFHC2
SEZ6L2
TMEM132D
C17orf55
KCNE4
GALR1
TUBB2B
CACNA1C
CCDC8
KRT13
LIME1
EBF3
PCDH18
ELTD1
SHISA3
JSRP1
ANGPTL1
RAB42
YBX2
ZBED2
FMO3
TMEM91
FGFR3
IGFBP5
SOX8
FHL1
ITGA10
C10orf107
MMP16
SLC3A1
COL5A1
SLC7A2
GYLTL1B
BSPRY
C6orf105
TCEAL2
DARC
SV2B
GALNTL2
PRELP
LRRN1
C1orf170
PSG9
GABRP
ARSI
FAM19A5
PTGES
AJAP1
GDF5
LAMC3
PIPOX
VTN
PODN
CRB2
ZNF676
RAB3B
AKR1C1
KLC3
PLCH2
CD248
KCNH8
SVEP1
PLCB1
RASSF10
EOMES
COL1A1
ASPN
SGIP1
CLDN7
SYT3
PI15
TEKT2
NPHS1
MT1M
SLITRK6
HBB
UCA1
SSTR5
FOXQ1
ADAMTS12
DEPDC7
SCN4B
IRX3
MOCOS
EGFL6
HLA-DQA2
PCDHB5
NPHS2
SLC6A17
SLITRK4
LINGO1
RTN4RL1
NOTCH3
F13A1
KCTD4
RGS9
SRRM3
ITGA11
KCNMB2
KIF26A
SEZ6L
LAMB4
ART5
AFM
MYCT1
TNNI1
GPR115
ASPA
NCRNA00185
CNTFR
COLEC12
CSMD1
TFR2
PRPH
SNURF
SPON2
SLIT3
FOXD1
CD3G
MFAP2
PCDH12
IQCA1
FCRL3
TMEM176B
PRR16
ZFHX4
KCNIP3
KIAA1199
C4orf7
TMED7-TICAM2
CD300LG
C1orf106
TUBB4
DOCK3
FOLR3
PDGFRL
DPP10
POU5F1
CRYAA
GCKR
HOXA13
ZFP57
ADAMTS18
DCHS2
ELAVL2
SNORD116-4
ALPL
DLL4
PON3
PVRL4
LAMB3
APOC2
SLC22A24
ZBTB7C
TSHZ2
PKIA
SMOC2
LOC162632
RNF182
DLK2
TSPAN10
UPF0639
SLN
KIAA2022
FOLR1
EN2
RNF165
SMPDL3B
C8orf84
ANK2
IL6ST
GPR123
NR4A1
DPP6
DAAM2
ATP1B2
TMPRSS6
C1orf210
MSC
LOC220594
STMN2
GGT8P
OSTBETA
LOC121838
CCDC150
GNG4
PLEKHH2
WDR69
CYP27C1
TSPAN2
FOXA1
S100A14
MT1E
C2orf89
UNC5A
DNAI1
CADM4
ENAM
ADAMTSL3
NR4A3
TUBB3
NRN1
SHISA9
LOXHD1
GPC3
PPM1E
PI16
EFS
CAPN13
PODXL2
BHMT2
ENTPD8
UGT1A7
SCARA3
XKR4
ADAM12
FIBIN
TBC1D3C
EVPLL
TMEM233
PDZRN4
ST14
HBG2
LMOD1
TESC
CD3D
SH3RF2
KL
LRRC31
DACH1
DCDC2
ADM
LRRC4C
LRAT
PNMAL1
SIX1
PALM3
SNAP91
ADCY5
B3GAT1
XK
PRR15
SSTR2
TMEM90B
PPAPDC1A
TIGIT
PLEKHB1
SYNC
STRA6
HS6ST2
AHNAK2
NCRNA00173
HLA-G
LOC400696
C21orf130
FATE1
HRASLS5
SLC12A8
LRRC2
FMOD
KRT6A
INHBA
AFF3
TBX18
SYNPO2
SP5
MS4A1
CDCP1
TUBA4B
GPR81
ALOX12P2
SUSD4
LY6H
DNM1
HPGD
VWF
TEK
TMEM45B
HHIP
THBS4
CRYM
C1QTNF3
ECSCR
SIRPG
SEMA3E
LGI3
CIDEC
CRIP3
C10orf116
GRHL3
GCM1
FGFBP1
ADSSL1
SYT8
ITIH1
SHH
AR
LDB2
PTGS2
ITIH4
MGC4473
D4S234E
MS4A2
INHA
CHST1
FAM26E
OR2T10
MFI2
PDGFRB
WSCD2
CFH
AQP1
DNASE1
TRPC4
GFAP
KRT80
FOXA3
HTR3A
MT1A
SPINK7
RNF152
FAM155A
RSPH9
EMCN
GBP4
KCNJ11
GATM
FNDC4
FAM13C
PDCD1
MLXIPL
FAM40B
UNC5C
LRP1B
CYP1A1
KY
HUNK
BAI1
GREB1
FAT3
DPYSL3
COL15A1
FOXA2
FGF7
CCNJL
UPK3BL
MLPH
GRID1
GPR87
APCS
NOVA2
TAC1
GJA4
PKD2L1
DPYSL5
MAEL
RAMP1
CHRM3
MARCH4
ASPHD1
DLX5
FSTL4
NPM2
PTPRB
RHOV
SNAP25
ALAS2
TUBA3C
KCND3
CLDN16
FAM65C
EXOC3L2
PRSS35
CD163L1
APOC1
GAL3ST1
NELL2
ACHE
PCDHA6
C1R
CNTNAP2
SPAG17
ASTN1
IL17RB
FLT3
MRVI1
TNFSF9
PODNL1
SLC5A4
ANGPTL7
ODAM
TNFRSF6B
AIM2
DLL1
CPNE5
SERPINF1
ARMC4
CCL3L1
MOXD1
LOC100133669
SLC30A8
LYVE1
TLL1
ADRA1B
CKB
SLC1A2
KCNF1
SYT17
FRMD5
CHRM1
IGF2BP3
ANKRD22
COL5A2
AMDHD1
GPT
ST8SIA4
RUNX1T1
ZYG11A
CD27
GLI2
IRF6
LOC613037
SIT1
F7
FAM198B
SLC1A7
MUC1
TMEM38A
F2RL2
SCD5
ADAM23
ABCA6
RBM11
THEMIS
SLC27A2
PAMR1
SLC15A2
PDE2A
THBS2
CR2
SCGB1D2
CD2
ANXA8
TFF3
AKAP2
MMEL1
SEMA3C
CECR2
KCNA5
MUC4
DYSF
DYNC1I1
GFPT2
MIA2
ASXL3
SLC16A7
SRPX
AP1M2
APOD
FAM162B
HEYL
NKG7
SFTA1P
MRAP2
BCO2
NFATC2
FADS6
STON1-GTF2A1L
CDO1
CXorf36
C10orf81
EFHB
BDNF
GRM8
CCL8
ARHGEF38
MT1F
FKBP10
KIF5C
SLC6A1
FBXL16
CLDN1
PCGEM1
THY1
CHODL
ARL14
HBA2
TNFRSF11B
FER1L6
MST1P2
LRRTM4
ERAP2
NR5A2
SLCO1A2
SCN2B
PCDHB11
C16orf74
HRK
C6orf141
ILDR2
IGSF1
FN1
HAP1
SLC2A3
BMP5
GPR176
HGF
TNFAIP8L3
JAKMIP1
GRIN3B
C8orf80
PLXNB3
NMNAT2
FAM83G
RDH5
KCND2
KRT14
TRAT1
TRPC3
COL4A6
WNT11
AGXT
FLT4
BTBD16
GPNMB
GSTM5
MEST
BEAN
ARHGEF4
DOK6
MUC16
TNN
GSDMC
GLYATL2
LMO3
EGR3
IFNG
CNR1
C1orf175
SLC16A4
TFEC
CRYAB
LTBP1
SGCD
SLCO1C1
SLC6A2
SCARA5
HSD17B3
RASGEF1A
DIO2
C6orf176
PLXDC1
DMRTC1B
GALNT13
PYHIN1
C13orf15
MEG3
KIAA0319
DCLK1
LRRC50
KIAA0125
KLB
EGFLAM
C20orf151
TMEM200A
C1QTNF7
FAM163A
GPR109A
S1PR3
CYYR1
MXRA8
CD34
RCOR2
C22orf36
ERG
NR2F1
CSMD2
TNNT3
APOL4
PCSK1
DNAH2
HOXB8
GZMB
IGSF11
GXYLT2
FCGR3B
AMZ1
C11orf85
HRC
ECEL1
CCDC144B
FAM167A
TARP
PLIN4
PCDHA13
SLAMF6
ANXA8L2
ATP1A2
ESRRG
TOX
ELN
BMX
COL1A2
ITGA9
MFSD6L
C9orf50
ZNF541
GZMA
IL21R
CDH5
HYDIN
RIMS1
RYR3
LASS1
MYOC
LMX1B
PSORS1C3
TNIP3
SEMA3A
SCUBE3
PYGM
C8orf71
GALNTL1
PLAG1
ZNF385D
SNCG
CNTD2
CYP1A2
NOS2
IKZF3
KIAA0408
ZBBX
MECOM
DGCR9
FOS
SRRM4
ABLIM3
CD3E
SPNS3
CCDC141
KRT16
CRABP1
SPTBN5
FOXL1
SULF1
CPE
GPR35
C7orf57
AK3L1
CAPN14
APLP1
NXNL2
HTRA4
SALL4
BRSK1
TMEM119
CCL4L2
S1PR1
C13orf33
WNK4
LOC100130872
ZNF365
C11orf70
PRRX2
HAPLN4
TNC
LOC134466
FILIP1
LZTS1
PPARGC1A
EPHA1
CCL14
TRPV6
C9
NLGN4X
MTUS2
FLJ45983
C4orf47
CBLN1
FCGBP
PCDHA2
MAPT
FRMD3
HAS2
GHR
FLG
SLC16A1
COL4A5
CYP4B1
OLFM4
MMP17
MRC1
RIMBP2
LDLR
ELOVL4
NCRNA00105
ADAM33
KCNJ10
CTSW
SLC14A1
NELL1
MB
AACSL
ABCB4
NFASC
CMYA5
NTRK3
TMEM200B
HIGD1B
HSD11B1
GIPC3
CCR4
LYZ
WNT2B
FLJ40330
COL27A1
KLKB1
ATP8B3
P2RY10
DNTT
GLOD5
SMAD9
QPRT
NPNT
TMEM151A
TCF21
CLEC3B
HPR
COL19A1
DNAH9
KCNMA1
SPEG
AKR1B15
RBM24
PAX2
KLHL3
TFPI
RAB27B
PDLIM4
TMEM35
FASLG
SGCA
LOC647309
CCDC74B
MGP
ZP1
SOX5
COL9A2
SLC7A4
PCDHA3
CXCR3
UBASH3A
ERC2
CD163
SCUBE1
LPPR4
FAM169B
CD177
SFRP4
HEY1
TMEM125
TM4SF19
C8orf34
PRSS16
HR
CD38
ADRB1
LRCH2
ELOVL2
ADAMTS14
NXPH2
HEPH
SLC26A10
UST
SULT2B1
TFAP2B
GRIA1
PODXL
EN1
RGS4
CD84
PLEKHG6
C5orf38
FZD10
OLIG2
TGM1
CHRD
C4BPB
TMEM145
HDC
ST6GALNAC3
RFX8
GAS2L2
MUC15
ACTN2
SH2D1A
AIF1L
C15orf56
HMGCLL1
CYP4X1
ARHGEF15
PEG10
CNGA1
TRIM9
TNFRSF17
ICOS
MIR155HG
IGSF9
UNC5B
FGF11
CCDC151
AVPR2
STAC
FCER1A
SCUBE2
NBL1
EYA2
IL2RA
BIK
PCDHAC2
CPT1B
ENPP2
CRHR1
CRHBP
C10orf93
HRG
CCDC80
OSR2
MT1L
OLFML2B
COL9A3
DLEC1
PTH2R
ACP5
CPLX2
DKK1
C7orf58
HIF3A
AREG
SLAMF7
AKR1C3
ESPNL
CALCRL
MYOT
ROBO4
SLC5A11
PAK7
GOLT1A
CREG2
C12orf27
ST6GALNAC2
SCRG1
CDKL5
HCN4
TREM1
TTLL7
SLC4A4
FOXE1
ABCC6P2
BMP8B
RASL11B
HTR2B
TMTC1
VANGL2
GNGT1
PLEKHN1
LHFPL4
GABRB2
GPR124
NPAS2
DHDPSL
STEAP1
FAM189A2
TAL2
HLA-DOB
EGR1
C9orf24
PDPN
ACCN2
DCLK3
TIMP3
FLRT2
YJEFN3
ZNF667
EPHX4
PNMA6A
UNC80
IRF4
C9orf122
DUSP5P
DEGS2
FIGNL2
IGSF21
LHFPL3
CBLN2
SNAI2
ADAMTS2
KRT20
NR0B1
FCGR2B
FGF5
RPL9
CD93
TDRD1
DNAH5
ADAM22
IFNE
RAB26
C10orf10
RAMP3
CGNL1
ASRGL1
SALL1
ANKRD1
PLXNC1
C14orf64
NIPAL4
CFHR1
MXRA5
ITGB8
LILRB5
HSF4
TNMD
ACVR1C
CA1
CD209
PCDHGA10
LOXL2
NWD1
NIPAL1
GCNT3
MOG
LILRA4
WNT10A
NAP1L6
TG
SUSD5
GRIK4
MN1
APCDD1
PCDHGA12
DOK5
SERINC5
SDK2
PCDP1
CLEC14A
NTSR1
CDH23
C1orf172
DNAJC5B
CCDC144A
RGS20
PRR11
HPCAL4
LTBP2
MKX
FAM20A
LOC400759
APBA2
TNFSF14
SYBU
NOTCH4
PCDHGB4
CAPN11
GZMH
SLC1A1
TMEM204
ITM2A
AG2
ART4
OLFML1
GUCY1A2
C11orf53
FBLL1
LOC285954
FAM66D
CDC42BPG
PAPLN
CXorf57
HOXA9
LOC338651
LAMA1
COL13A1
HSPB6
HLA-DQB2
TSLP
TUBAL3
ADAMTSL5
SCTR
CST1
MMP13
NRARP
MT1X
G0S2
LTK
RGS22
TTLL2
MDFI
PTGS1
ZNF711
SYCE1
TCF4
TMEM100
ROBO2
TMEM26
LOC284578
