model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,mlp,0.0035,0.05,3,7,0.9236776483107344,4.501849112426036,0.8245614035087719,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0035,0.05,4,5,0.9190356256272986,4.02292899408284,0.6774193548387096,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0035,0.05,4,6,0.913820767901508,4.02292899408284,0.6774193548387096,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0035,0.05,4,7,0.9358681292649108,4.214497041420118,0.7333333333333333,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,5,6,0.9454224915630944,4.310281065088757,0.7627118644067796,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0035,0.05,5,7,0.9598605254830702,4.501849112426036,0.8245614035087719,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0035,0.05,6,7,0.9460505489583104,4.214497041420118,0.7333333333333333,4.214497041420118,0.7333333333333333
LSPIN,lspin_tf,mlp,0.0105,0.05,0,1,0.9060938860277492,3.639792899408284,0.5757575757575758,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.05,0,2,0.84591461061991,3.352440828402367,0.5072463768115942,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.05,0,3,0.902847794455732,3.448224852071006,0.5294117647058824,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.05,0,4,0.9232007954454748,3.735576923076923,0.6,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0105,0.05,0,5,0.8823839113284618,3.831360946745562,0.625,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.05,0,6,0.9134360478367594,3.927144970414201,0.6507936507936508,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.05,0,7,0.8477745128295082,3.735576923076923,0.6,2.9693047337278107,0.4246575342465753
LSPIN,lspin_tf,mlp,0.0105,0.05,1,2,0.8905518986276998,3.448224852071006,0.5294117647058824,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.05,1,3,0.910601996790692,3.639792899408284,0.5757575757575758,4.118713017751479,0.7049180327868853
LSPIN,lspin_tf,mlp,0.0105,0.05,1,4,0.905653358262834,3.448224852071006,0.5294117647058824,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0105,0.05,1,5,0.8843337439712934,3.639792899408284,0.5757575757575758,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0105,0.05,1,6,0.9269228149924148,3.5440088757396446,0.5522388059701493,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.05,1,7,0.8869473316981514,3.5440088757396446,0.5522388059701493,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.05,2,3,0.873785093705933,3.256656804733728,0.4857142857142857,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.05,2,4,0.8859649214866817,3.352440828402367,0.5072463768115942,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.0105,0.05,2,5,0.8544361117127303,3.448224852071006,0.5294117647058824,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.0105,0.05,2,6,0.8693850486315562,2.9693047337278107,0.4246575342465753,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.05,2,7,0.8555742815647355,3.352440828402367,0.5072463768115942,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.05,3,4,0.9201404863740804,3.448224852071006,0.5294117647058824,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.05,3,5,0.8699222804954843,3.1608727810650885,0.4647887323943662,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0105,0.05,3,6,0.9053679238131168,3.256656804733728,0.4857142857142857,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.05,3,7,0.865256855229409,3.5440088757396446,0.5522388059701493,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.0105,0.05,4,5,0.893596590648274,3.735576923076923,0.6,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.0105,0.05,4,6,0.918786568284564,3.5440088757396446,0.5522388059701493,3.927144970414201,0.6507936507936508
LSPIN,lspin_tf,mlp,0.0105,0.05,4,7,0.8819507753446343,3.831360946745562,0.625,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.05,5,6,0.8899143919783533,3.256656804733728,0.4857142857142857,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0105,0.05,5,7,0.8732869443652774,3.5440088757396446,0.5522388059701493,3.352440828402367,0.5072463768115942
LSPIN,lspin_tf,mlp,0.0105,0.05,6,7,0.8962847910056599,3.735576923076923,0.6,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.0035,0.1,0,1,0.9148695468530248,4.310281065088757,0.7627118644067796,3.639792899408284,0.5757575757575758
LSPIN,lspin_tf,mlp,0.0035,0.1,0,2,0.9764177589854413,4.501849112426036,0.8245614035087719,4.118713017751479,0.7049180327868853
