model_family,lambda_sample_smooth,lambda_sparse,mean_cluster_ari,mean_cluster_nmi,n_pairs,mean_Khard
L-LSPIN,0.1,0.00525,0.9705413813682343,0.9484640226738547,56,1844.6944961547852
L-LSPIN,0.1,0.0035,0.9717118737549432,0.9515813061380566,56,2136.6262130737305
LSPIN,0.0,0.028,0.8783232952627398,0.8487929531805404,56,74.40612959861755
LSPIN,0.0,0.021,0.8981199957854308,0.8657112408885868,56,93.34049224853516
LSPIN,0.0,0.014,0.9239112367333346,0.8957990831534116,56,145.78861093521118
LSPIN,0.0,0.0105,0.9575921556121955,0.9135386797388513,56,175.76616764068604
LSPIN,0.0,0.00875,0.906166783870597,0.8820149775972348,56,224.1136589050293
LSPIN,0.0,0.007,0.9598471677271124,0.9310742552751753,56,253.13175582885742
LSPIN,0.0,0.00525,0.9735412750661138,0.9385756084640201,56,345.7688236236572
LSPIN,0.0,0.0035,0.9617541105129651,0.9331379614361891,56,461.0284767150879
LSPIN,0.025,0.028,0.8343278691265065,0.8176941681426875,56,174.97514724731445
LSPIN,0.025,0.021,0.8986141592831718,0.8562804318651894,56,221.3120174407959
LSPIN,0.025,0.014,0.9292494560864127,0.888805856233371,56,319.38079166412354
LSPIN,0.025,0.0105,0.9240896533085267,0.8855358794862187,56,449.3515911102295
LSPIN,0.025,0.00875,0.930422183164798,0.8879291682985361,56,558.6928119659424
LSPIN,0.025,0.007,0.930792340058388,0.9016455423107823,56,742.7596549987793
LSPIN,0.025,0.00525,0.970771683236719,0.9430516033053762,56,1067.0287055969238
LSPIN,0.025,0.0035,0.9839148068399657,0.968506479128271,56,1460.311294555664
LSPIN,0.05,0.028,0.8864758163005834,0.8514914548142842,56,215.4809341430664
LSPIN,0.05,0.021,0.8684026278407855,0.8338412403984321,56,300.1242742538452
LSPIN,0.05,0.014,0.9361352902482444,0.8958156755388914,56,448.58446311950684
LSPIN,0.05,0.0105,0.9261030847016417,0.8996159756863842,56,643.5735969543457
LSPIN,0.05,0.00875,0.966864023614698,0.9375998724111068,56,808.0260696411133
LSPIN,0.05,0.007,0.9829361949909813,0.9664023185024139,56,1038.5526123046875
LSPIN,0.05,0.00525,0.9805851066733501,0.9600436294550123,56,1260.114372253418
LSPIN,0.05,0.0035,0.9762725330256012,0.9552026790651658,56,1521.324562072754
LSPIN,0.1,0.028,0.883567117513607,0.8474029560177735,56,271.9582576751709
LSPIN,0.1,0.021,0.925237378590606,0.8871222069806289,56,333.492036819458
LSPIN,0.1,0.014,0.9255627769981858,0.8912964012869143,56,509.0094108581543
LSPIN,0.1,0.0105,0.9746225581316631,0.9445673038218231,56,680.4959030151367
LSPIN,0.1,0.00875,0.978781851066539,0.9537786917178613,56,832.2425270080566
LSPIN,0.1,0.007,0.9743201554724795,0.9481392117725401,56,1013.3404922485352
LSPIN,0.1,0.00525,0.9744269913556771,0.9521370080732797,56,1243.4922790527344
LSPIN,0.1,0.0035,0.9759200811968419,0.9567171324692291,56,1539.445930480957
