model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,affinity_corr
LSPIN,lspin_tf,mlp,0.00525,0.0,0,3,0.9964497644149528
LSPIN,lspin_tf,mlp,0.00525,0.0,0,4,0.993639139666554
LSPIN,lspin_tf,mlp,0.00525,0.0,1,2,0.9952522376101404
LSPIN,lspin_tf,mlp,0.00525,0.0,1,3,0.9976134606400509
LSPIN,lspin_tf,mlp,0.00525,0.0,1,4,0.9956741851944276
LSPIN,lspin_tf,mlp,0.00525,0.0,2,3,0.9949328868947352
LSPIN,lspin_tf,mlp,0.00525,0.0,2,4,0.994221576070548
LSPIN,lspin_tf,mlp,0.00525,0.0,3,4,0.996540430193854
LSPIN,lspin_tf,mlp,0.007,0.0,0,1,0.9920839179978478
LSPIN,lspin_tf,mlp,0.007,0.0,0,2,0.9940098652101196
LSPIN,lspin_tf,mlp,0.007,0.0,0,3,0.9941662330480904
LSPIN,lspin_tf,mlp,0.007,0.0,0,4,0.991966168934164
LSPIN,lspin_tf,mlp,0.007,0.0,1,2,0.9961988532633522
LSPIN,lspin_tf,mlp,0.007,0.0,1,3,0.9973464748335488
LSPIN,lspin_tf,mlp,0.007,0.0,1,4,0.9949370226148608
LSPIN,lspin_tf,mlp,0.007,0.0,2,3,0.9973668805427244
LSPIN,lspin_tf,mlp,0.007,0.0,2,4,0.9962223784851552
LSPIN,lspin_tf,mlp,0.007,0.0,3,4,0.9965184476309554
LSPIN,lspin_tf,mlp,0.00875,0.0,0,1,0.990996451444074
LSPIN,lspin_tf,mlp,0.00875,0.0,0,2,0.9949078849646592
LSPIN,lspin_tf,mlp,0.00875,0.0,0,3,0.9948903315149
LSPIN,lspin_tf,mlp,0.00875,0.0,0,4,0.9928458877198584
LSPIN,lspin_tf,mlp,0.00875,0.0,1,2,0.9910109462131994
LSPIN,lspin_tf,mlp,0.00875,0.0,1,3,0.990639131275854
LSPIN,lspin_tf,mlp,0.00875,0.0,1,4,0.9802522852932974
