model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,risk_corr,top_risk_overlap_ratio,top_risk_jaccard,bottom_risk_overlap_ratio,bottom_risk_jaccard
LSPIN,lspin_tf,mlp,0.007,0.0,0,2,0.8378105763323227,3.639792899408284,0.5757575757575758,3.0650887573964494,0.4444444444444444
LSPIN,lspin_tf,mlp,0.007,0.0,0,3,0.8782723665183696,4.02292899408284,0.6774193548387096,3.256656804733728,0.4857142857142857
LSPIN,lspin_tf,mlp,0.007,0.0,0,4,0.8786773920278648,3.735576923076923,0.6,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.007,0.0,1,2,0.8919915846381874,3.5440088757396446,0.5522388059701493,3.831360946745562,0.625
LSPIN,lspin_tf,mlp,0.007,0.0,1,3,0.8856807444044057,3.639792899408284,0.5757575757575758,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.007,0.0,1,4,0.8913880025625656,3.5440088757396446,0.5522388059701493,3.735576923076923,0.6
LSPIN,lspin_tf,mlp,0.007,0.0,2,3,0.8979913316702863,4.02292899408284,0.6774193548387096,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.007,0.0,2,4,0.9104195928281248,3.735576923076923,0.6,3.5440088757396446,0.5522388059701493
LSPIN,lspin_tf,mlp,0.007,0.0,3,4,0.9180050706502424,3.831360946745562,0.625,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.00875,0.0,0,1,0.8866993442687782,3.735576923076923,0.6,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.00875,0.0,0,2,0.8243385041523325,3.5440088757396446,0.5522388059701493,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.00875,0.0,0,3,0.8730819693695023,3.639792899408284,0.5757575757575758,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.00875,0.0,0,4,0.7844987965609891,3.1608727810650885,0.4647887323943662,2.586168639053254,0.3506493506493506
LSPIN,lspin_tf,mlp,0.00875,0.0,1,2,0.8614699175120147,3.735576923076923,0.6,3.448224852071006,0.5294117647058824
LSPIN,lspin_tf,mlp,0.00875,0.0,1,3,0.8740844677249626,3.639792899408284,0.5757575757575758,3.1608727810650885,0.4647887323943662
LSPIN,lspin_tf,mlp,0.00875,0.0,1,4,0.8317160256757304,3.448224852071006,0.5294117647058824,3.256656804733728,0.4857142857142857
