model_family,gate_type,predictor,gate_sigma,lambda_sparse,lambda_sample_smooth,temperature,patience,gating_hidden_dim,gate_hidden_dropout_p,risk_hidden_dims,risk_dropout_p,lspin_init_bias,gate_weight_decay,seed,rep_id,global_cfg_idx,phase,test_cindex,best_val_cindex,best_epoch,mean_Ksoft,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
Concrete,concrete,mlp,0.12,0.0015,0.0,0.3,20,64,0.0,"(64, 32)",0.1,0.0,0.0,1160125,2,116,1,0.7215346534653465,0.7632331902718169,2,204.23309326171875,204.1544342041016,0.9696742914317724,938.0,572.0,530.8653953841755
L-Concrete,concrete,linear,0.15,0.004,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1200123,0,120,1,0.6998286367098249,0.790414878397711,1,390.0161743164063,388.853271484375,0.9929234235203498,1684.0,1079.0,962.1949395635844
L-Concrete,concrete,linear,0.15,0.004,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1200124,1,120,1,0.7142993145468393,0.8190271816881259,17,194.87701416015625,194.8532867431641,0.9664516691671474,499.0,402.0,351.22992220207016
L-Concrete,concrete,linear,0.15,0.004,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1200125,2,120,1,0.706968773800457,0.790414878397711,7,238.52655029296875,238.5559844970703,0.9857655342879448,804.0,610.0,528.6144034609944
L-Concrete,concrete,linear,0.15,0.003,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1240123,0,124,1,0.6715536938309216,0.7811158798283262,1,754.4786987304688,753.0501708984375,0.9970664878189336,2696.0,1963.0,1716.1693369064944
L-Concrete,concrete,linear,0.15,0.003,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1240124,1,124,1,0.6825019040365575,0.7875536480686696,2,602.0735473632812,601.644775390625,0.995179024471636,1987.0,1486.0,1275.723790822122
L-Concrete,concrete,linear,0.15,0.003,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1240125,2,124,1,0.7023990860624524,0.8254649499284692,4,528.9207153320312,528.9459228515625,0.9927606903270184,1565.0,1261.0,1080.630342117902
L-Concrete,concrete,linear,0.15,0.0025,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1280123,0,128,1,0.6834539223153084,0.8068669527896996,1,822.9124755859375,821.3822631835938,0.9966325547370736,2696.0,2072.0,1795.1509215921444
L-Concrete,concrete,linear,0.15,0.0025,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1280124,1,128,1,0.6806454683929931,0.796137339055794,1,880.11669921875,878.2007446289062,0.9970285535695071,2848.0,2132.0,1820.272407022263
L-Concrete,concrete,linear,0.15,0.0025,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1280125,2,128,1,0.6807882711348058,0.7689556509298998,2,701.6429443359375,701.1505737304688,0.9933204998946488,2024.0,1564.0,1352.1614989694813
L-Concrete,concrete,linear,0.15,0.002,0.0,0.3,20,64,0.0,(),0.0,0.0,0.0,1320123,0,132,1,0.7115384615384616,0.7875536480686696,1,998.1234130859376,996.5753173828124,0.99729342447378,3105.0,2374.0,2046.6725376407792
