model_family,gate_type,predictor,gate_sigma,temperature,lambda_sparse,lambda_sample_smooth,seed,run_id,test_cindex,best_val_cindex,best_epoch,mean_Khard,manifold_alignment,gene_union_count,gene_freq_ge_threshold_count,effective_gene_count
Concrete,concrete,mlp,0.15,0.5,0.0066,0.0,1040124,1,0.5695331695331696,0.8273026315789473,12,76.48231506347656,0.9185064113373556,4837.0,327.0,1573.6053762559145
Concrete,concrete,mlp,0.15,0.5,0.0066,0.0,1040125,2,0.5428337428337429,0.8240131578947368,11,66.11254119873047,0.8997930082304507,4731.0,274.0,1484.8412355483613
Concrete,concrete,mlp,0.15,0.5,0.0066,0.0,1040126,3,0.568058968058968,0.8421052631578947,12,71.22186279296875,0.9032226725254292,4353.0,283.0,1193.4037830067643
Concrete,concrete,mlp,0.15,0.5,0.0066,0.0,1040127,4,0.5079443079443079,0.8421052631578947,16,68.42765045166016,0.9047419414739172,3861.0,291.0,984.0461992075474
Concrete,concrete,mlp,0.15,0.5,0.0011,0.1,1050123,0,0.638984438984439,0.8207236842105263,6,1179.299072265625,0.9886217620971118,8448.0,2220.0,2191.306282425508
Concrete,concrete,mlp,0.15,0.5,0.0011,0.1,1050124,1,0.6153972153972154,0.8717105263157895,7,1063.266845703125,0.985752608533612,6771.0,1979.0,1835.913561873889
Concrete,concrete,mlp,0.15,0.5,0.0011,0.1,1050125,2,0.6163800163800164,0.868421052631579,12,924.7138061523438,0.979286057156096,4958.0,1235.0,1202.0542727669294
Concrete,concrete,mlp,0.15,0.5,0.0011,0.1,1050126,3,0.6437346437346437,0.8569078947368421,9,880.2572631835938,0.9729846204999444,4429.0,1352.0,1262.5302308566302
Concrete,concrete,mlp,0.15,0.5,0.0011,0.1,1050127,4,0.6104832104832105,0.8782894736842105,12,928.360107421875,0.9758629372396816,3006.0,1251.0,1152.7750367047583
Concrete,concrete,mlp,0.15,0.5,0.00165,0.1,1060123,0,0.5831285831285832,0.8536184210526315,11,678.8199462890625,0.9736967570182103,4821.0,943.0,955.6238339891962
Concrete,concrete,mlp,0.15,0.5,0.00165,0.1,1060124,1,0.5877149877149878,0.8174342105263158,10,548.0867919921875,0.9692717720572768,7553.0,869.0,989.690122853576
Concrete,concrete,mlp,0.15,0.5,0.00165,0.1,1060125,2,0.5983619983619983,0.8223684210526315,7,712.9743041992188,0.9775941989729318,5711.0,1239.0,1225.3664179635912
Concrete,concrete,mlp,0.15,0.5,0.00165,0.1,1060126,3,0.6188370188370188,0.8634868421052632,9,510.2861633300781,0.9664827164487978,5065.0,756.0,806.948783719086
Concrete,concrete,mlp,0.15,0.5,0.00165,0.1,1060127,4,0.62997542997543,0.875,9,544.4566040039062,0.9642320015608856,3534.0,833.0,797.5919568055383
Concrete,concrete,mlp,0.15,0.5,0.0022,0.1,1070123,0,0.6602784602784603,0.8338815789473685,10,404.9903564453125,0.9536613237893165,4083.0,631.0,670.0116138265985
Concrete,concrete,mlp,0.15,0.5,0.0022,0.1,1070124,1,0.6376740376740376,0.8552631578947368,9,408.1189575195313,0.9605139519984492,4599.0,614.0,680.228844367576
Concrete,concrete,mlp,0.15,0.5,0.0022,0.1,1070125,2,0.6248976248976249,0.8552631578947368,14,371.5562744140625,0.945315963232316,6714.0,541.0,785.601684663819
Concrete,concrete,mlp,0.15,0.5,0.0022,0.1,1070126,3,0.6075348075348075,0.868421052631579,8,438.0835876464844,0.96834787304168,7372.0,717.0,915.6988736667068
Concrete,concrete,mlp,0.15,0.5,0.0022,0.1,1070127,4,0.6271908271908272,0.8700657894736842,11,381.5337524414063,0.9557995653400726,5353.0,592.0,696.3563170312375
Concrete,concrete,mlp,0.15,0.5,0.00275,0.1,1080123,0,0.6319410319410319,0.819078947368421,10,241.61737060546875,0.9314693260760716,3236.0,413.0,476.655678182442
Concrete,concrete,mlp,0.15,0.5,0.00275,0.1,1080124,1,0.5737919737919738,0.8355263157894737,11,318.5884094238281,0.9466831361181604,2362.0,511.0,506.533169431402
Concrete,concrete,mlp,0.15,0.5,0.00275,0.1,1080125,2,0.6193284193284193,0.8470394736842105,11,272.8649597167969,0.9391623682345506,5527.0,401.0,572.138353117886
Concrete,concrete,mlp,0.15,0.5,0.00275,0.1,1080126,3,0.5626535626535627,0.8125,11,271.6495056152344,0.9208446861368612,3295.0,430.0,480.1687684045591
Concrete,concrete,mlp,0.15,0.5,0.00275,0.1,1080127,4,0.5901719901719902,0.84375,13,262.5594787597656,0.9259756210042706,2763.0,427.0,446.3721700739621
