model_family,gate_type,predictor,lambda_sparse,lambda_sample_smooth,run_i,run_j,cluster_ari,cluster_nmi
LSPIN,lspin_tf,mlp,0.0035,0.1,3,4,0.6908032666759164,0.6799698952605828
LSPIN,lspin_tf,mlp,0.00525,0.1,0,1,0.7088339512070492,0.6496505190566692
LSPIN,lspin_tf,mlp,0.00525,0.1,0,2,0.484175128971077,0.5641891128659599
LSPIN,lspin_tf,mlp,0.00525,0.1,0,3,0.6051943834500462,0.5823416537854822
LSPIN,lspin_tf,mlp,0.00525,0.1,0,4,0.4120161839311579,0.4246144070425818
LSPIN,lspin_tf,mlp,0.00525,0.1,1,2,0.469219838894601,0.5066633184650676
LSPIN,lspin_tf,mlp,0.00525,0.1,1,3,0.7580587502182407,0.6978186857586406
LSPIN,lspin_tf,mlp,0.00525,0.1,1,4,0.526495244551017,0.5184297381688766
LSPIN,lspin_tf,mlp,0.00525,0.1,2,3,0.5367511334980853,0.5572787467908649
LSPIN,lspin_tf,mlp,0.00525,0.1,2,4,0.6256418792020393,0.587229329552639
LSPIN,lspin_tf,mlp,0.00525,0.1,3,4,0.5812687422119733,0.5840819042339126
LSPIN,lspin_tf,mlp,0.007,0.1,0,1,0.6629003744453632,0.7137886830726266
LSPIN,lspin_tf,mlp,0.007,0.1,0,2,0.5548369812443067,0.5949573735182658
LSPIN,lspin_tf,mlp,0.007,0.1,0,3,0.5298674685834073,0.464652987301874
LSPIN,lspin_tf,mlp,0.007,0.1,0,4,0.7990549673788081,0.7196570884839611
LSPIN,lspin_tf,mlp,0.007,0.1,1,2,0.5995888179567377,0.6229558582204424
LSPIN,lspin_tf,mlp,0.007,0.1,1,3,0.5465010042924635,0.5173322012283567
LSPIN,lspin_tf,mlp,0.007,0.1,1,4,0.588221207195982,0.6025340946774758
LSPIN,lspin_tf,mlp,0.007,0.1,2,3,0.5318377394793072,0.5544639532640485
LSPIN,lspin_tf,mlp,0.007,0.1,2,4,0.5342098336603859,0.5460970526968969
LSPIN,lspin_tf,mlp,0.007,0.1,3,4,0.5425911905318389,0.4727775445547715
LSPIN,lspin_tf,mlp,0.00875,0.1,0,1,0.7604499625228774,0.7183868276879002
LSPIN,lspin_tf,mlp,0.00875,0.1,0,2,0.7418974856591134,0.6835038259142276
LSPIN,lspin_tf,mlp,0.00875,0.1,0,3,0.5719732119367237,0.5855952404489692
LSPIN,lspin_tf,mlp,0.00875,0.1,0,4,0.6192374694388978,0.5668521856513146
LSPIN,lspin_tf,mlp,0.00875,0.1,1,2,0.6655702960974708,0.6433246046661426
LSPIN,lspin_tf,mlp,0.00875,0.1,1,3,0.5100200709336,0.5229658459064788
LSPIN,lspin_tf,mlp,0.00875,0.1,1,4,0.6025763012648965,0.5695657274874212
LSPIN,lspin_tf,mlp,0.00875,0.1,2,3,0.6258095012496961,0.6526886669683832
LSPIN,lspin_tf,mlp,0.00875,0.1,2,4,0.7712920992842257,0.7270449844353651
LSPIN,lspin_tf,mlp,0.00875,0.1,3,4,0.6046875571542858,0.582576932101723
LSPIN,lspin_tf,mlp,0.0105,0.1,0,1,0.6451443128239112,0.652798322577254
LSPIN,lspin_tf,mlp,0.0105,0.1,0,2,0.8075334912944261,0.7208667090281224
LSPIN,lspin_tf,mlp,0.0105,0.1,0,3,0.6736545576404913,0.5905852222911987
LSPIN,lspin_tf,mlp,0.0105,0.1,0,4,0.4260651763538505,0.4571533276633938
LSPIN,lspin_tf,mlp,0.0105,0.1,1,2,0.5765880511397456,0.5501983984854623
LSPIN,lspin_tf,mlp,0.0105,0.1,1,3,0.6019466912485062,0.5281557669075779
LSPIN,lspin_tf,mlp,0.0105,0.1,1,4,0.5118547870394714,0.5070363947283757
LSPIN,lspin_tf,mlp,0.0105,0.1,2,3,0.6533866885371101,0.5603375138455678
LSPIN,lspin_tf,mlp,0.0105,0.1,2,4,0.3664363819840046,0.3642169395139337
LSPIN,lspin_tf,mlp,0.0105,0.1,3,4,0.4695216838588754,0.4467459228633119
LSPIN,lspin_tf,mlp,0.014,0.1,0,1,0.5493679426176823,0.5479880187101647
LSPIN,lspin_tf,mlp,0.014,0.1,0,2,0.5103976512442558,0.5750014534906727
LSPIN,lspin_tf,mlp,0.014,0.1,0,3,0.5183071322780778,0.5337613428370893
LSPIN,lspin_tf,mlp,0.014,0.1,0,4,0.6214972698669192,0.591256230634514
LSPIN,lspin_tf,mlp,0.014,0.1,1,2,0.6210199484161856,0.5705440671567009
LSPIN,lspin_tf,mlp,0.014,0.1,1,3,0.5859252166969245,0.5363704143109616
