model_family,lambda_sample_smooth,lambda_sparse,mean_affinity_corr,median_affinity_corr,n_pairs,mean_Khard
L-LSPIN,0.1,0.021,0.7991587243475168,0.8116478246740475,20,203.0755630493164
L-LSPIN,0.1,0.014,0.8826012206324328,0.8913607731698558,20,331.12990417480466
L-LSPIN,0.1,0.0105,0.9298824207696595,0.9382358934752557,20,462.64405212402346
L-LSPIN,0.1,0.00875,0.9433458483768664,0.946643582190833,20,583.1717163085938
L-LSPIN,0.1,0.007,0.9209819989808693,0.93344681194169,20,925.1186645507812
L-LSPIN,0.1,0.00525,0.935834567446987,0.9651336175904,20,1930.7575805664062
L-LSPIN,0.1,0.0035,0.9611601253668025,0.9643920654962106,20,3828.1543701171877
L-LSPIN,0.2,0.028,0.7439439249844106,0.7545430009127312,20,172.20675201416014
L-LSPIN,0.2,0.021,0.7259642127908406,0.7495985914808112,20,211.06816864013672
L-LSPIN,0.2,0.014,0.9037399914249603,0.9109536117951458,20,314.3999969482422
L-LSPIN,0.2,0.0105,0.9095102566608124,0.912735931799858,20,473.77845764160156
L-LSPIN,0.2,0.00875,0.9351764532084108,0.9373529355459437,20,614.0263732910156
L-LSPIN,0.2,0.007,0.9571663517496095,0.9620413013229386,20,951.1035339355469
L-LSPIN,0.2,0.00525,0.9724429729206499,0.9751941023772094,20,1894.5723510742187
L-LSPIN,0.2,0.0035,0.9547322421087676,0.9642133379467233,20,3708.7385498046874
L-LSPIN,0.4,0.028,0.7177796863584617,0.7122760781568706,20,165.7337631225586
L-LSPIN,0.4,0.021,0.8327121999709375,0.8637238814795694,20,210.74244384765626
L-LSPIN,0.4,0.014,0.8740123034622943,0.8891338809107738,20,323.7434051513672
L-LSPIN,0.4,0.0105,0.9132245458541488,0.919445145735622,20,484.2755615234375
L-LSPIN,0.4,0.00875,0.9333018196760771,0.9272073556723968,20,631.8009735107422
